Route,History_Months,Total_Avg_Historical,CebuPac_Avg_Historical,Market_Share_Pct,Total_MAE,Total_RMSE,Total_MAPE,CebuPac_MAE,CebuPac_RMSE,CebuPac_MAPE,Total_Model,Total_AIC,Total_Forecast_Avg,CebuPac_Model,CebuPac_AIC,CebuPac_Forecast_Avg
Angeles City (CRK)-Cebu (CEB),34,6171.387411764705,5675.145176470589,91.95898422536051,2676.4313333333334,2859.5110555610727,34.21907139214839,2513.071333333333,3549.2661103157643,59.39351882973202,"SARIMA(0, 1, 0)(0, 0, 0, 12)",621.6572363411212,5874.150000000001,"SARIMA(0, 1, 0)(0, 0, 0, 12)",623.9675421258715,3743.25
Angeles City (CRK)-Manila (MNL),20,218.38309999999996,104.1049,47.67076756397359,,,,,,,"SARIMA(0, 0, 0)(0, 1, 0, 12)",113.27508714326027,384.5415,"SARIMA(0, 0, 0)(0, 1, 0, 12)",107.18703984679138,115.36433333333333
Bacolod City (BCD)-Cebu (CEB),34,4675.537176470589,548.3571764705882,11.728217652298195,1511.0613892990075,1659.2630485598895,22.66545416510072,661.3875301529696,849.7380122075288,3.854703859011947,"SARIMA(1, 1, 1)(0, 0, 0, 12)",559.9357314121166,9313.977092596047,"SARIMA(1, 0, 0)(0, 1, 0, 12)",352.7633515902899,1288.2065957596403
Bacolod City (BCD)-Davao City (DVO),33,3087.847212121212,3087.847212121212,100.0,,,,,,,"SARIMA(1, 0, 0)(0, 1, 0, 12)",344.89289522597454,3051.1378276049686,"SARIMA(1, 0, 0)(0, 1, 0, 12)",344.89289522597454,3051.1378276049686
Bacolod City (BCD)-Manila (MNL),34,68182.11464705883,31544.276823529413,46.264738174837674,3888.138666666671,3931.482894401047,4.839161941563297,3156.440666666669,3428.772121952505,8.627930541701456,"SARIMA(0, 1, 0)(0, 0, 0, 12)",684.4782918151084,77066.74600000001,"SARIMA(0, 1, 0)(0, 0, 0, 12)",645.6085840356694,34903.75
Busuanga (USU)-Cebu (CEB),34,5510.005882352941,9.072,0.16464592223132035,450.49962109522613,485.8636431876469,6.159124884742692,,,,"SARIMA(0, 0, 0)(1, 1, 0, 12)",356.426590016703,7926.47367373348,"SARIMA(2, 1, 0)(0, 1, 0, 12)",201.27874499659276,75.08811062169451
Busuanga (USU)-Manila (MNL),34,6913.923294117648,7.267764705882352,0.10511780933505224,301.0203131243943,339.0304843796087,3.5702389051523573,,,,"SARIMA(1, 0, 1)(2, 1, 0, 12)",357.11312511495805,12129.912041461268,"SARIMA(0, 0, 0)(0, 1, 0, 12)",216.7790699988914,31.823999999999998
Butuan (BXU)-Manila (MNL),34,26013.028529411768,18072.96494117647,69.47658908974084,7061.034000000002,7371.96984945589,19.890875935046946,7110.076000000002,7402.468202815241,26.674269957060275,"SARIMA(0, 1, 0)(0, 0, 0, 12)",635.2464563930017,32438.56,"SARIMA(0, 1, 0)(0, 0, 0, 12)",619.3941137541211,23611.0
Cagayan de Oro (CGY)-Cebu (CEB),34,9316.391823529411,577.482,6.198558529295812,1620.7284581512638,1732.5156485134842,13.823744289114078,3497.9456853746547,3500.877370482311,1749.6514442231146,"SARIMA(2, 0, 0)(1, 1, 0, 12)",386.3893820896787,11639.19356430808,"SARIMA(1, 0, 0)(1, 1, 0, 12)",380.1118541062133,397.9672983338856
Cagayan de Oro (CGY)-Manila (MNL),34,57282.16088235293,26961.857529411765,47.06850634490986,13248.900666666666,13327.37460493116,17.98361656214823,9451.12,9590.561522330729,24.262910596793816,"SARIMA(1, 0, 0)(0, 1, 1, 12)",452.1851489744099,79419.67140953672,"SARIMA(0, 1, 0)(0, 0, 1, 12)",647.7847783902521,41369.73474898056
