Airline,ROUTE,Year,Month,Passenger,OwnShfli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To
Philippine Airlines,BCD-CEB,2022.0,9,934.048,30.69,10000.0,3604.7,3219.43,339,1144
AirAsia,BCD-MNL,2022.0,9,6621.599999999999,16.46,3654.38,3604.7,3843.84,339,3992
Cebu Pacific,BCD-MNL,2022.0,9,15026.576000000001,48.97,3654.38,3604.7,3843.84,339,3992
Philippine Airlines,BCD-MNL,2022.0,9,11846.896,30.69,3654.38,3604.7,3843.84,339,3992
Cebgo,BXU-CEB,2022.0,9,364.608,3.88,10000.0,6253.79,3219.43,137,1144
Cebu Pacific,BXU-MNL,2022.0,9,7535.232,48.97,6826.06,6253.79,3843.84,137,3992
Philippine Airlines,BXU-MNL,2022.0,9,1858.4,30.69,6826.06,6253.79,3843.84,137,3992
Philippine Airlines,CBO-MNL,2022.0,9,2404.608,30.69,10000.0,10000.0,3843.84,37,3992
Philippine Airlines,CEB-BCD,2022.0,9,1043.9360000000001,30.69,10000.0,3219.43,3604.7,1144,339
Cebgo,CEB-BXU,2022.0,9,425.376,3.88,10000.0,3219.43,6253.79,1144,137
Cebgo,CEB-CGM,2022.0,9,121.536,3.88,10000.0,3219.43,10000.0,1144,2
Cebgo,CEB-CGY,2022.0,9,3220.704,3.88,6031.56,3219.43,3825.21,1144,420
Philippine Airlines,CEB-CGY,2022.0,9,1208.768,30.69,6031.56,3219.43,3825.21,1144,420
Cebgo,CEB-CRK,2022.0,9,546.912,3.88,10000.0,3219.43,10000.0,1144,18
Cebgo,CEB-CYP,2022.0,9,850.752,3.88,10000.0,3219.43,5711.91,1144,33
Cebu Pacific,CEB-DVO,2022.0,9,3610.632,48.97,5325.43,3219.43,5261.98,1144,446
Philippine Airlines,CEB-DVO,2022.0,9,2142.8160000000003,30.69,5325.43,3219.43,5261.98,1144,446
Cebgo,CEB-IAO,2022.0,9,2369.952,3.88,5671.34,3219.43,5244.71,1144,175
Philippine Airlines,CEB-IAO,2022.0,9,1098.88,30.69,5671.34,3219.43,5244.71,1144,175
Cebgo,CEB-ILO,2022.0,9,1276.128,3.88,10000.0,3219.43,3253.12,1144,469
AirAsia,CEB-MNL,2022.0,9,2979.72,16.46,5460.5,3219.43,3843.84,1144,3992
Cebu Pacific,CEB-MNL,2022.0,9,25174.832000000002,48.97,5460.5,3219.43,3843.84,1144,3992
Philippine Airlines,CEB-MNL,2022.0,9,7698.624,30.69,5460.5,3219.43,3843.84,1144,3992
Cebu Pacific,CEB-MPH,2022.0,9,2040.7920000000001,48.97,10000.0,3219.43,3333.8,1144,484
Cebgo,CEB-PAG,2022.0,9,121.536,3.88,10000.0,3219.43,8218.63,1144,77
Philippine Airlines,CEB-PPS,2022.0,9,2087.8720000000003,30.69,10000.0,3219.43,3852.7,1144,184
Cebgo,CEB-TAC,2022.0,9,60.768,3.88,10000.0,3219.43,4671.25,1144,159
Cebgo,CEB-USU,2022.0,9,1093.824,3.88,5151.79,3219.43,5140.47,1144,93
Philippine Airlines,CEB-USU,2022.0,9,769.216,30.69,5151.79,3219.43,5140.47,1144,93
Cebgo,CGY-CEB,2022.0,9,4010.688,3.88,6530.0,3825.21,3219.43,420,1144
Philippine Airlines,CGY-CEB,2022.0,9,1153.824,30.69,6530.0,3825.21,3219.43,420,1144
AirAsia,CGY-MNL,2022.0,9,662.16,16.46,4802.63,3825.21,3843.84,420,3992
Cebu Pacific,CGY-MNL,2022.0,9,11738.352,48.97,4802.63,3825.21,3843.84,420,3992
Philippine Airlines,CGY-MNL,2022.0,9,8731.248,30.69,4802.63,3825.21,3843.84,420,3992
Cebgo,CRK-CEB,2022.0,9,546.912,3.88,10000.0,10000.0,3219.43,18,1144
Cebgo,CYP-CEB,2022.0,9,486.144,3.88,10000.0,5711.91,3219.43,33,1144
Philippine Airlines,CYP-MNL,2022.0,9,274.72,30.69,10000.0,5711.91,3843.84,33,3992
Cebu Pacific,CYZ-MNL,2022.0,9,3767.616,48.97,10000.0,10000.0,3843.84,49,3992
Cebu Pacific,DGT-MNL,2022.0,9,3453.648,48.97,5136.99,5000.79,3843.84,133,3992
Philippine Airlines,DGT-MNL,2022.0,9,4823.76,30.69,5136.99,5000.79,3843.84,133,3992
Cebgo,DPL-CEB,2022.0,9,60.768,3.88,10000.0,5104.89,3219.43,70,1144
Cebu Pacific,DPL-MNL,2022.0,9,3139.6800000000003,48.97,5195.04,5104.89,3843.84,70,3992
Philippine Airlines,DPL-MNL,2022.0,9,2104.032,30.69,5195.04,5104.89,3843.84,70,3992
Cebu Pacific,DVO-CEB,2022.0,9,3139.6800000000003,48.97,5228.9,5261.98,3219.43,446,1144
Philippine Airlines,DVO-CEB,2022.0,9,2032.928,30.69,5228.9,5261.98,3219.43,446,1144
Cebu Pacific,DVO-MNL,2022.0,9,17358.548,48.97,5289.48,5261.98,3843.84,446,3992
Philippine Airlines,DVO-MNL,2022.0,9,10625.2,30.69,5289.48,5261.98,3843.84,446,3992
Philippine Airlines,DVO-TAG,2022.0,9,769.216,30.69,10000.0,5261.98,3375.63,446,240
Philippine Airlines,EUQ-MNL,2022.0,9,384.608,30.69,10000.0,10000.0,3843.84,15,3992
Cebu Pacific,GES-MNL,2022.0,9,10057.104,48.97,5411.01,5472.66,3843.84,121,3992
Philippine Airlines,GES-MNL,2022.0,9,5575.2,30.69,5411.01,5472.66,3843.84,121,3992
Cebgo,IAO-CEB,2022.0,9,1519.2,3.88,5128.87,5244.71,3219.43,175,1144
Philippine Airlines,IAO-CEB,2022.0,9,1098.88,30.69,5128.87,5244.71,3219.43,175,1144
Philippine Airlines,IAO-MNL,2022.0,9,1428.544,30.69,10000.0,5244.71,3843.84,175,3992
Cebgo,ILO-CEB,2022.0,9,1276.128,3.88,10000.0,3253.12,3219.43,469,1144
AirAsia,ILO-MNL,2022.0,9,15446.84,16.46,3528.5,3253.12,3843.84,469,3992
Cebu Pacific,ILO-MNL,2022.0,9,8369.104000000001,48.97,3528.5,3253.12,3843.84,469,3992
Philippine Airlines,ILO-MNL,2022.0,9,12013.344000000001,30.69,3528.5,3253.12,3843.84,469,3992
AirAsia,KLO-MNL,2022.0,9,7283.759999999999,16.46,7721.88,7795.88,3843.84,106,3992
Cebu Pacific,KLO-MNL,2022.0,9,1098.8880000000001,48.97,7721.88,7795.88,3843.84,106,3992
Philippine Airlines,LAO-MNL,2022.0,9,1016.464,30.69,10000.0,10000.0,3843.84,22,3992
Cebu Pacific,LGP-MNL,2022.0,9,7064.280000000001,48.97,5048.44,5011.5,3843.84,194,3992
Philippine Airlines,LGP-MNL,2022.0,9,5798.2080000000005,30.69,5048.44,5011.5,3843.84,194,3992
AirAsia,MNL-BCD,2022.0,9,4469.58,16.46,3518.89,3843.84,3604.7,3992,339
Cebu Pacific,MNL-BCD,2022.0,9,7872.832,48.97,3518.89,3843.84,3604.7,3992,339
Philippine Airlines,MNL-BCD,2022.0,9,7777.808,30.69,3518.89,3843.84,3604.7,3992,339
Philippine Airlines,MNL-BSO,2022.0,9,879.104,30.69,10000.0,3843.84,10000.0,3992,16
Cebu Pacific,MNL-BXU,2022.0,9,7535.232,48.97,6715.67,3843.84,6253.79,3992,137
Philippine Airlines,MNL-BXU,2022.0,9,1968.2880000000002,30.69,6715.67,3843.84,6253.79,3992,137
Philippine Airlines,MNL-CBO,2022.0,9,3060.704,30.69,10000.0,3843.84,10000.0,3992,37
AirAsia,MNL-CEB,2022.0,9,7945.92,16.46,3756.03,3843.84,3219.43,3992,1144
Cebu Pacific,MNL-CEB,2022.0,9,19194.248,48.97,3756.03,3843.84,3219.43,3992,1144
Philippine Airlines,MNL-CEB,2022.0,9,12027.888,30.69,3756.03,3843.84,3219.43,3992,1144
AirAsia,MNL-CGY,2022.0,9,662.16,16.46,5023.48,3843.84,3825.21,3992,420
Cebu Pacific,MNL-CGY,2022.0,9,15109.288,48.97,5023.48,3843.84,3825.21,3992,420
Philippine Airlines,MNL-CGY,2022.0,9,9217.664,30.69,5023.48,3843.84,3825.21,3992,420
Philippine Airlines,MNL-CRM,2022.0,9,329.664,30.69,10000.0,3843.84,10000.0,3992,6
Philippine Airlines,MNL-CYP,2022.0,9,329.664,30.69,10000.0,3843.84,5711.91,3992,33
Cebu Pacific,MNL-CYZ,2022.0,9,3924.6000000000004,48.97,10000.0,3843.84,10000.0,3992,49
Cebu Pacific,MNL-DGT,2022.0,9,6593.328,48.97,5097.98,3843.84,5000.79,3992,133
Philippine Airlines,MNL-DGT,2022.0,9,4974.048000000001,30.69,5097.98,3843.84,5000.79,3992,133
Cebu Pacific,MNL-DPL,2022.0,9,3139.6800000000003,48.97,5134.71,3843.84,5104.89,3992,70
Philippine Airlines,MNL-DPL,2022.0,9,2254.32,30.69,5134.71,3843.84,5104.89,3992,70
Cebu Pacific,MNL-DVO,2022.0,9,18329.148,48.97,5394.64,3843.84,5261.98,3992,446
Philippine Airlines,MNL-DVO,2022.0,9,10289.072,30.69,5394.64,3843.84,5261.98,3992,446
Philippine Airlines,MNL-EUQ,2022.0,9,439.552,30.69,10000.0,3843.84,10000.0,3992,15
Cebu Pacific,MNL-GES,2022.0,9,10993.944,48.97,5534.77,3843.84,5472.66,3992,121
Philippine Airlines,MNL-GES,2022.0,9,5575.2,30.69,5534.77,3843.84,5472.66,3992,121
Philippine Airlines,MNL-IAO,2022.0,9,2472.48,30.69,10000.0,3843.84,5244.71,3992,175
AirAsia,MNL-ILO,2022.0,9,12084.42,16.46,3515.91,3843.84,3253.12,3992,469
Cebu Pacific,MNL-ILO,2022.0,9,8757.344000000001,48.97,3515.91,3843.84,3253.12,3992,469
Philippine Airlines,MNL-ILO,2022.0,9,15746.304,30.69,3515.91,3843.84,3253.12,3992,469
AirAsia,MNL-KLO,2022.0,9,7780.379999999999,16.46,7831.15,3843.84,7795.88,3992,106
Cebu Pacific,MNL-KLO,2022.0,9,1098.8880000000001,48.97,7831.15,3843.84,7795.88,3992,106
Philippine Airlines,MNL-LAO,2022.0,9,644.784,30.69,10000.0,3843.84,10000.0,3992,22
Cebgo,MNL-LGP,2022.0,9,60.768,3.88,4978.06,3843.84,5011.5,3992,194
Cebu Pacific,MNL-LGP,2022.0,9,7064.280000000001,48.97,4978.06,3843.84,5011.5,3992,194
Philippine Airlines,MNL-LGP,2022.0,9,6153.728,30.69,4978.06,3843.84,5011.5,3992,194
Philippine Airlines,MNL-MNL,2022.0,9,391.072,30.69,10000.0,3843.84,3843.84,3992,3992
AirAsia,MNL-MPH,2022.0,9,9766.859999999999,16.46,3195.52,3843.84,3333.8,3992,484
Cebgo,MNL-MPH,2022.0,9,1215.3600000000001,3.88,3195.52,3843.84,3333.8,3992,484
Cebu Pacific,MNL-MPH,2022.0,9,11773.800000000001,48.97,3195.52,3843.84,3333.8,3992,484
Philippine Airlines,MNL-MPH,2022.0,9,7323.712,30.69,3195.52,3843.84,3333.8,3992,484
Cebu Pacific,MNL-OZC,2022.0,9,3924.6000000000004,48.97,10000.0,3843.84,5201.04,3992,84
Cebu Pacific,MNL-PAG,2022.0,9,3296.664,48.97,10000.0,3843.84,8218.63,3992,77
AirAsia,MNL-PPS,2022.0,9,2317.56,16.46,5223.08,3843.84,3852.7,3992,184
Cebu Pacific,MNL-PPS,2022.0,9,6802.64,48.97,5223.08,3843.84,3852.7,3992,184
Philippine Airlines,MNL-PPS,2022.0,9,901.7280000000001,30.69,5223.08,3843.84,3852.7,3992,184
Cebu Pacific,MNL-RXS,2022.0,9,3139.6800000000003,48.97,10000.0,3843.84,7597.97,3992,60
AirAsia,MNL-TAG,2022.0,9,5793.9,16.46,3346.22,3843.84,3375.63,3992,240
Cebu Pacific,MNL-TAG,2022.0,9,5204.104,48.97,3346.22,3843.84,3375.63,3992,240
Philippine Airlines,MNL-TAG,2022.0,9,5014.448,30.69,3346.22,3843.84,3375.63,3992,240
Cebgo,MNL-WNP,2022.0,9,1154.592,3.88,10000.0,3843.84,10000.0,3992,38
Cebu Pacific,MPH-CEB,2022.0,9,2040.7920000000001,48.97,10000.0,3333.8,3219.43,484,1144
AirAsia,MPH-KLO,2022.0,9,165.54,16.46,10000.0,3333.8,7795.88,484,106
AirAsia,MPH-MNL,2022.0,9,13077.66,16.46,3278.17,3333.8,3843.84,484,3992
Cebgo,MPH-MNL,2022.0,9,1154.592,3.88,3278.17,3333.8,3843.84,484,3992
Cebu Pacific,MPH-MNL,2022.0,9,14913.480000000001,48.97,3278.17,3333.8,3843.84,484,3992
Philippine Airlines,MPH-MNL,2022.0,9,8826.592,30.69,3278.17,3333.8,3843.84,484,3992
Cebgo,OZC-CEB,2022.0,9,1093.824,3.88,10000.0,5201.04,3219.43,84,1144
Cebu Pacific,OZC-MNL,2022.0,9,3767.616,48.97,5183.96,5201.04,3843.84,84,3992
Philippine Airlines,OZC-MNL,2022.0,9,2554.896,30.69,5183.96,5201.04,3843.84,84,3992
Cebgo,PAG-CEB,2022.0,9,911.52,3.88,10000.0,8218.63,3219.43,77,1144
Cebu Pacific,PAG-MNL,2022.0,9,6122.376,48.97,10000.0,8218.63,3843.84,77,3992
Philippine Airlines,PPS-CEB,2022.0,9,1098.88,30.69,10000.0,3852.7,3219.43,184,1144
AirAsia,PPS-MNL,2022.0,9,4138.5,16.46,4090.2,3852.7,3843.84,184,3992
Cebu Pacific,PPS-MNL,2022.0,9,6294.552000000001,48.97,4090.2,3852.7,3843.84,184,3992
Philippine Airlines,PPS-MNL,2022.0,9,1612.768,30.69,4090.2,3852.7,3843.84,184,3992
AirAsia,RXS-MNL,2022.0,9,1324.32,16.46,6697.97,7597.97,3843.84,60,3992
Cebu Pacific,RXS-MNL,2022.0,9,5023.488,48.97,6697.97,7597.97,3843.84,60,3992
Cebgo,TAC-CEB,2022.0,9,121.536,3.88,8131.88,4671.25,3219.43,159,1144
Philippine Airlines,TAC-CEB,2022.0,9,1043.9360000000001,30.69,8131.88,4671.25,3219.43,159,1144
AirAsia,TAC-MNL,2022.0,9,7449.299999999999,16.46,5160.15,4671.25,3843.84,159,3992
Cebu Pacific,TAC-MNL,2022.0,9,13814.592,48.97,5160.15,4671.25,3843.84,159,3992
Philippine Airlines,TAC-MNL,2022.0,9,601.152,30.69,5160.15,4671.25,3843.84,159,3992
Philippine Airlines,TAG-DVO,2022.0,9,769.216,30.69,10000.0,3375.63,5261.98,240,446
AirAsia,TAG-MNL,2022.0,9,5793.9,16.46,3606.06,3375.63,3843.84,240,3992
Cebu Pacific,TAG-MNL,2022.0,9,9280.624,48.97,3606.06,3375.63,3843.84,240,3992
Philippine Airlines,TAG-MNL,2022.0,9,4864.160000000001,30.69,3606.06,3375.63,3843.84,240,3992
Cebu Pacific,TUG-MNL,2022.0,9,5337.456,48.97,10000.0,10000.0,3843.84,34,3992
Cebgo,USU-CEB,2022.0,9,1033.056,3.88,5342.68,5140.47,3219.43,93,1144
Philippine Airlines,USU-CEB,2022.0,9,604.384,30.69,5342.68,5140.47,3219.43,93,1144
Cebgo,USU-MNL,2022.0,9,1033.056,3.88,5032.41,5140.47,3843.84,93,3992
Philippine Airlines,USU-MNL,2022.0,9,879.104,30.69,5032.41,5140.47,3843.84,93,3992
Cebgo,WNP-MNL,2022.0,9,1154.592,3.88,10000.0,10000.0,3843.84,38,3992
Philippine Airlines,ZAM-CEB,2022.0,9,494.49600000000004,30.69,10000.0,6044.92,3219.43,97,1144
Cebu Pacific,ZAM-MNL,2022.0,9,11412.568000000001,48.97,6273.34,6044.92,3843.84,97,3992
Philippine Airlines,ZAM-MNL,2022.0,9,3757.2000000000003,30.69,6273.34,6044.92,3843.84,97,3992
Philippine Airlines,BCD-CEB,2022.0,10,1593.376,32.57,10000.0,3625.97,3044.35,559,1731
Cebu Pacific,BCD-DVO,2022.0,10,156.984,47.0,10000.0,3625.97,5087.17,559,693
AirAsia,BCD-MNL,2022.0,10,10936.800000000001,16.79,3615.36,3625.97,3757.57,559,6232
Cebu Pacific,BCD-MNL,2022.0,10,23444.632,47.0,3615.36,3625.97,3757.57,559,6232
Philippine Airlines,BCD-MNL,2022.0,10,19865.488,32.57,3615.36,3625.97,3757.57,559,6232
Cebgo,BXU-CEB,2022.0,10,546.912,3.63,7213.68,5959.34,3044.35,203,1731
Philippine Airlines,BXU-CEB,2022.0,10,109.888,32.57,7213.68,5959.34,3044.35,203,1731
Cebu Pacific,BXU-MNL,2022.0,10,10517.928,47.0,6571.95,5959.34,3757.57,203,6232
Philippine Airlines,BXU-MNL,2022.0,10,2960.512,32.57,6571.95,5959.34,3757.57,203,6232
Philippine Airlines,CBO-MNL,2022.0,10,3210.992,32.57,10000.0,10000.0,3757.57,45,6232
Philippine Airlines,CEB-BCD,2022.0,10,1648.3200000000002,32.57,10000.0,3044.35,3625.97,1731,559
Cebgo,CEB-BXU,2022.0,10,546.912,3.63,7213.68,3044.35,5959.34,1731,203
Philippine Airlines,CEB-BXU,2022.0,10,109.888,32.57,7213.68,3044.35,5959.34,1731,203
Cebgo,CEB-CGY,2022.0,10,4192.992,3.63,5333.14,3044.35,3578.55,1731,651
Philippine Airlines,CEB-CGY,2022.0,10,2472.48,32.57,5333.14,3044.35,3578.55,1731,651
Cebgo,CEB-CRK,2022.0,10,607.6800000000001,3.63,10000.0,3044.35,10000.0,1731,20
Cebgo,CEB-CYP,2022.0,10,1215.3600000000001,3.63,10000.0,3044.35,5243.83,1731,58
Cebu Pacific,CEB-DVO,2022.0,10,4395.552000000001,47.0,5140.93,3044.35,5087.17,1731,693
Philippine Airlines,CEB-DVO,2022.0,10,3131.808,32.57,5140.93,3044.35,5087.17,1731,693
Cebgo,CEB-IAO,2022.0,10,3342.2400000000002,3.63,5576.05,3044.35,5335.38,1731,262
Philippine Airlines,CEB-IAO,2022.0,10,1648.3200000000002,32.57,5576.05,3044.35,5335.38,1731,262
Cebgo,CEB-ILO,2022.0,10,1883.808,3.63,10000.0,3044.35,3247.42,1731,671
AirAsia,CEB-MNL,2022.0,10,7499.52,16.79,4512.28,3044.35,3757.57,1731,6232
Cebu Pacific,CEB-MNL,2022.0,10,32039.928,47.0,4512.28,3044.35,3757.57,1731,6232
Philippine Airlines,CEB-MNL,2022.0,10,13293.216,32.57,4512.28,3044.35,3757.57,1731,6232
Cebu Pacific,CEB-MPH,2022.0,10,4552.536,47.0,7930.74,3044.35,3428.32,1731,849
Philippine Airlines,CEB-MPH,2022.0,10,604.384,32.57,7930.74,3044.35,3428.32,1731,849
Cebgo,CEB-PAG,2022.0,10,546.912,3.63,10000.0,3044.35,7408.1,1731,132
Philippine Airlines,CEB-PPS,2022.0,10,2857.088,32.57,10000.0,3044.35,3552.99,1731,340
Cebgo,CEB-TAC,2022.0,10,60.768,3.63,6063.88,3044.35,4202.17,1731,277
Philippine Airlines,CEB-TAC,2022.0,10,164.832,32.57,6063.88,3044.35,4202.17,1731,277
Cebgo,CEB-USU,2022.0,10,1458.432,3.63,5586.55,3044.35,5330.06,1731,129
Philippine Airlines,CEB-USU,2022.0,10,714.272,32.57,5586.55,3044.35,5330.06,1731,129
Cebgo,CGY-CEB,2022.0,10,5772.96,3.63,5878.61,3578.55,3044.35,651,1731
Philippine Airlines,CGY-CEB,2022.0,10,2362.592,32.57,5878.61,3578.55,3044.35,651,1731
Cebgo,CGY-DVO,2022.0,10,60.768,3.63,10000.0,3578.55,5087.17,651,693
AirAsia,CGY-MNL,2022.0,10,2343.6000000000004,16.79,4395.87,3578.55,3757.57,651,6232
Cebu Pacific,CGY-MNL,2022.0,10,16245.312,47.0,4395.87,3578.55,3757.57,651,6232
Philippine Airlines,CGY-MNL,2022.0,10,12868.208,32.57,4395.87,3578.55,3757.57,651,6232
Cebgo,CRK-CEB,2022.0,10,607.6800000000001,3.63,10000.0,10000.0,3044.35,20,1731
Cebgo,CYP-CEB,2022.0,10,850.752,3.63,10000.0,5243.83,3044.35,58,1731
Philippine Airlines,CYP-MNL,2022.0,10,659.328,32.57,10000.0,5243.83,3757.57,58,6232
Cebu Pacific,CYZ-MNL,2022.0,10,3924.6000000000004,47.0,10000.0,10000.0,3757.57,52,6232
Cebu Pacific,DGT-MNL,2022.0,10,6750.312000000001,47.0,5016.91,5025.53,3757.57,221,6232
Philippine Airlines,DGT-MNL,2022.0,10,7583.888000000001,32.57,5016.91,5025.53,3757.57,221,6232
Cebu Pacific,DPL-MNL,2022.0,10,4395.552000000001,47.0,5048.56,5067.16,3757.57,106,6232
Philippine Airlines,DPL-MNL,2022.0,10,3606.9120000000003,32.57,5048.56,5067.16,3757.57,106,6232
Cebu Pacific,DVO-BCD,2022.0,10,156.984,47.0,10000.0,5087.17,3625.97,693,559
Cebu Pacific,DVO-CEB,2022.0,10,4552.536,47.0,5164.99,5087.17,3044.35,693,1731
Philippine Airlines,DVO-CEB,2022.0,10,3152.8160000000003,32.57,5164.99,5087.17,3044.35,693,1731
Cebgo,DVO-CGY,2022.0,10,60.768,3.63,10000.0,5087.17,3578.55,693,651
Cebu Pacific,DVO-MNL,2022.0,10,25805.3,47.0,5147.82,5087.17,3757.57,693,6232
Philippine Airlines,DVO-MNL,2022.0,10,18233.328,32.57,5147.82,5087.17,3757.57,693,6232
Philippine Airlines,DVO-TAG,2022.0,10,1043.9360000000001,32.57,10000.0,5087.17,3365.99,693,370
Philippine Airlines,EUQ-MNL,2022.0,10,549.44,32.57,10000.0,10000.0,3757.57,22,6232
Cebu Pacific,GES-MNL,2022.0,10,13264.304,47.0,5283.26,5296.56,3757.57,185,6232
Philippine Airlines,GES-MNL,2022.0,10,8164.032,32.57,5283.26,5296.56,3757.57,185,6232
Cebgo,IAO-CEB,2022.0,10,2066.112,3.63,5107.15,5335.38,3044.35,262,1731
Philippine Airlines,IAO-CEB,2022.0,10,1538.432,32.57,5107.15,5335.38,3044.35,262,1731
Cebgo,IAO-IAO,2022.0,10,60.768,3.63,10000.0,5335.38,5335.38,262,262
Philippine Airlines,IAO-MNL,2022.0,10,2527.424,32.57,10000.0,5335.38,3757.57,262,6232
Cebgo,ILO-CEB,2022.0,10,1823.04,3.63,10000.0,3247.42,3044.35,671,1731
AirAsia,ILO-MNL,2022.0,10,21141.120000000003,16.79,3507.38,3247.42,3757.57,671,6232
Cebu Pacific,ILO-MNL,2022.0,10,11814.312,47.0,3507.38,3247.42,3757.57,671,6232
Philippine Airlines,ILO-MNL,2022.0,10,18323.824,32.57,3507.38,3247.42,3757.57,671,6232
AirAsia,KLO-MNL,2022.0,10,12186.720000000001,16.79,8482.57,8596.98,3757.57,172,6232
Cebu Pacific,KLO-MNL,2022.0,10,1098.8880000000001,47.0,8482.57,8596.98,3757.57,172,6232
Philippine Airlines,LAO-MNL,2022.0,10,1000.3040000000001,32.57,10000.0,10000.0,3757.57,25,6232
Cebu Pacific,LGP-MNL,2022.0,10,11459.832,47.0,5165.56,5160.26,3757.57,288,6232
Philippine Airlines,LGP-MNL,2022.0,10,7931.328,32.57,5165.56,5160.26,3757.57,288,6232
AirAsia,MNL-BCD,2022.0,10,6718.320000000001,16.79,3595.53,3757.57,3625.97,6232,559
Cebu Pacific,MNL-BCD,2022.0,10,13804.464,47.0,3595.53,3757.57,3625.97,6232,559
Philippine Airlines,MNL-BCD,2022.0,10,12609.648000000001,32.57,3595.53,3757.57,3625.97,6232,559
Philippine Airlines,MNL-BSO,2022.0,10,1263.712,32.57,10000.0,3757.57,10000.0,6232,23
Cebu Pacific,MNL-BXU,2022.0,10,10674.912,47.0,6415.07,3757.57,5959.34,6232,203
Philippine Airlines,MNL-BXU,2022.0,10,3261.088,32.57,6415.07,3757.57,5959.34,6232,203
Philippine Airlines,MNL-CBO,2022.0,10,3361.28,32.57,10000.0,3757.57,10000.0,6232,45
AirAsia,MNL-CEB,2022.0,10,13124.16,16.79,3544.55,3757.57,3044.35,6232,1731
Cebgo,MNL-CEB,2022.0,10,60.768,3.63,3544.55,3757.57,3044.35,6232,1731
Cebu Pacific,MNL-CEB,2022.0,10,24952.016,47.0,3544.55,3757.57,3044.35,6232,1731
Philippine Airlines,MNL-CEB,2022.0,10,18532.288,32.57,3544.55,3757.57,3044.35,6232,1731
AirAsia,MNL-CGY,2022.0,10,2343.6000000000004,16.79,4638.35,3757.57,3578.55,6232,651
Cebu Pacific,MNL-CGY,2022.0,10,20678.0,47.0,4638.35,3757.57,3578.55,6232,651
Philippine Airlines,MNL-CGY,2022.0,10,13029.808,32.57,4638.35,3757.57,3578.55,6232,651
Philippine Airlines,MNL-CRM,2022.0,10,714.272,32.57,10000.0,3757.57,10000.0,6232,13
Philippine Airlines,MNL-CYP,2022.0,10,659.328,32.57,10000.0,3757.57,5243.83,6232,58
Cebu Pacific,MNL-CYZ,2022.0,10,4238.568,47.0,10000.0,3757.57,10000.0,6232,52
Cebu Pacific,MNL-DGT,2022.0,10,10988.880000000001,47.0,5145.18,3757.57,5025.53,6232,221
Philippine Airlines,MNL-DGT,2022.0,10,7789.120000000001,32.57,5145.18,3757.57,5025.53,6232,221
Cebu Pacific,MNL-DPL,2022.0,10,4709.52,47.0,5087.89,3757.57,5067.16,6232,106
Philippine Airlines,MNL-DPL,2022.0,10,3606.9120000000003,32.57,5087.89,3757.57,5067.16,6232,106
Cebu Pacific,MNL-DVO,2022.0,10,25623.84,47.0,5105.38,3757.57,5087.17,6232,693
Philippine Airlines,MNL-DVO,2022.0,10,19126.976000000002,32.57,5105.38,3757.57,5087.17,6232,693
Philippine Airlines,MNL-EUQ,2022.0,10,659.328,32.57,10000.0,3757.57,10000.0,6232,22
Cebu Pacific,MNL-GES,2022.0,10,13635.664,47.0,5309.9,3757.57,5296.56,6232,185
Philippine Airlines,MNL-GES,2022.0,10,8199.584,32.57,5309.9,3757.57,5296.56,6232,185
Philippine Airlines,MNL-IAO,2022.0,10,3681.248,32.57,10000.0,3757.57,5335.38,6232,262
AirAsia,MNL-ILO,2022.0,10,16717.68,16.79,3495.83,3757.57,3247.42,6232,671
Cebu Pacific,MNL-ILO,2022.0,10,11971.296,47.0,3495.83,3757.57,3247.42,6232,671
Philippine Airlines,MNL-ILO,2022.0,10,20906.192,32.57,3495.83,3757.57,3247.42,6232,671
AirAsia,MNL-KLO,2022.0,10,12499.2,16.79,8696.69,3757.57,8596.98,6232,172
Cebu Pacific,MNL-KLO,2022.0,10,941.904,47.0,8696.69,3757.57,8596.98,6232,172
Philippine Airlines,MNL-LAO,2022.0,10,754.672,32.57,10000.0,3757.57,10000.0,6232,25
Cebu Pacific,MNL-LGP,2022.0,10,11773.800000000001,47.0,5155.21,3757.57,5160.26,6232,288
Philippine Airlines,MNL-LGP,2022.0,10,8246.448,32.57,5155.21,3757.57,5160.26,6232,288
Cebgo,MNL-MBT,2022.0,10,60.768,3.63,10000.0,3757.57,10000.0,6232,1
Philippine Airlines,MNL-MNL,2022.0,10,150.288,32.57,10000.0,3757.57,3757.57,6232,6232
AirAsia,MNL-MPH,2022.0,10,14061.6,16.79,3291.31,3757.57,3428.32,6232,849
Cebgo,MNL-MPH,2022.0,10,1397.664,3.63,3291.31,3757.57,3428.32,6232,849
Cebu Pacific,MNL-MPH,2022.0,10,20250.936,47.0,3291.31,3757.57,3428.32,6232,849
Philippine Airlines,MNL-MPH,2022.0,10,12659.744,32.57,3291.31,3757.57,3428.32,6232,849
Cebu Pacific,MNL-OZC,2022.0,10,5808.408,47.0,10000.0,3757.57,5936.46,6232,123
Cebu Pacific,MNL-PAG,2022.0,10,4866.504,47.0,10000.0,3757.57,7408.1,6232,132
AirAsia,MNL-PPS,2022.0,10,2812.32,16.79,4688.79,3757.57,3552.99,6232,340
Cebu Pacific,MNL-PPS,2022.0,10,11301.16,47.0,4688.79,3757.57,3552.99,6232,340
Philippine Airlines,MNL-PPS,2022.0,10,3757.2000000000003,32.57,4688.79,3757.57,3552.99,6232,340
