Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Cluster_Scenario1,Cluster_Scenario2
DVO-CEB,DVO,CEB,2023.7837837837837,6.594594594594595,14625.230324324324,67.67027027027028,5948.110810810811,5014.385675675675,3082.4816216216213,804.3243243243244,2071.5405405405404,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837.0,2606.0,4116016.0,7517450.0,205.0,386.0,1.0,0,1
DVO-CGY,DVO,CGY,2023.7837837837837,6.594594594594595,912.0356756756756,96.9581081081081,9670.405405405405,5014.385675675675,3336.0097297297298,804.3243243243244,495.2972972972973,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837.0,1573.0,4116016.0,2941319.0,205.0,135.0,0.972972972972973,0,1
DVO-CRK,DVO,CRK,2023.7837837837837,6.594594594594595,947.0485945945946,32.432432432432435,3243.2432432432433,5014.385675675675,7781.164594594594,804.3243243243244,176.67567567567568,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837.0,3779.0,4116016.0,5691259.0,205.0,243.0,0.32432432432432434,0,1
DVO-DGT,DVO,DGT,2023.7837837837837,6.594594594594595,10.580000000000002,5.405405405405405,540.5405405405405,5014.385675675675,5218.503783783784,804.3243243243244,177.9189189189189,0.6037,0.0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837.0,2606.0,4116016.0,7517450.0,205.0,386.0,0.05405405405405406,0,1
DVO-IAO,DVO,IAO,2023.7837837837837,6.594594594594595,986.1684324324325,94.5945945945946,9459.45945945946,5014.385675675675,5256.712432432432,804.3243243243244,240.56756756756758,0.6037,0.0426,0.4554,0.0,1.7601,1.977,0.1592,0.0025,1837.0,920.0,4116016.0,1728856.0,205.0,47.0,0.9459459459459459,0,1
DVO-ILO,DVO,ILO,2023.7837837837837,6.594594594594595,1384.6589189189187,40.54054054054054,4054.054054054054,5014.385675675675,3840.8597297297297,804.3243243243244,617.081081081081,0.6037,2.0,0.4554,0.001,1.7601,1.9148999999999998,0.1592,0.0007,1837.0,2618.0,4116016.0,5909568.0,205.0,147.0,0.40540540540540543,0,1
DVO-MNL,DVO,MNL,2023.7837837837837,6.594594594594595,51789.203432432434,51.45864864864865,5061.626756756757,5014.385675675675,3733.60027027027,804.3243243243244,5801.648648648648,0.6037,0.1691,0.4554,0.5725,1.7601,1.9890999999999999,0.1592,0.1717,1837.0,4565.0,4116016.0,7348669.0,205.0,1351.0,1.0,2,0
DVO-MPH,DVO,MPH,2023.7837837837837,6.594594594594595,966.1594054054054,32.432432432432435,3243.2432432432433,5014.385675675675,4068.8778378378383,804.3243243243244,642.2162162162163,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837.0,2618.0,4116016.0,5909568.0,205.0,147.0,0.32432432432432434,0,1
DVO-PPS,DVO,PPS,2023.7837837837837,6.594594594594595,1134.1787027027028,35.13513513513514,3513.5135135135133,5014.385675675675,3870.23027027027,804.3243243243244,429.3783783783784,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837.0,1095.0,4116016.0,2810208.0,205.0,51.0,0.35135135135135137,0,1
DVO-TAG,DVO,TAG,2023.7837837837837,6.594594594594595,1770.095945945946,37.427567567567564,8146.909189189189,5014.385675675675,3962.4800000000005,804.3243243243244,296.6756756756757,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0036999999999999997,1837.0,2606.0,4116016.0,7517450.0,205.0,386.0,0.5135135135135135,0,1
DVO-ZAM,DVO,ZAM,2023.7837837837837,6.594594594594595,1.728,2.7027027027027026,270.27027027027026,5014.385675675675,6137.459459459459,804.3243243243244,61.54054054054054,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837.0,1263.0,4116016.0,1953463.0,205.0,64.0,0.02702702702702703,0,1
ENI-CEB,ENI,CEB,2023.7837837837837,6.594594594594595,107.33286486486486,8.108108108108109,810.8108108108108,2026.9478378378376,3082.4816216216213,23.243243243243242,2071.5405405405404,0.014099999999999998,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095.0,2606.0,2810208.0,7517450.0,51.0,386.0,0.08108108108108109,0,1
ENI-CRK,ENI,CRK,2023.7837837837837,6.594594594594595,250.0598918918919,18.91891891891892,1891.8918918918919,2026.9478378378376,7781.164594594594,23.243243243243242,176.67567567567568,0.014099999999999998,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095.0,3779.0,2810208.0,5691259.0,51.0,243.0,0.1891891891891892,0,1
ENI-MNL,ENI,MNL,2023.7837837837837,6.594594594594595,742.7055675675675,10.81081081081081,1081.081081081081,2026.9478378378376,3733.60027027027,23.243243243243242,5801.648648648648,0.014099999999999998,0.1691,0.2391,0.5725,1.9942,1.9890999999999999,0.0021,0.1717,1095.0,4565.0,2810208.0,7348669.0,51.0,1351.0,0.10810810810810811,2,0
ENI-MPH,ENI,MPH,2023.7837837837837,6.594594594594595,102.86027027027026,8.108108108108109,810.8108108108108,2026.9478378378376,4068.8778378378383,23.243243243243242,642.2162162162163,0.014099999999999998,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095.0,2618.0,2810208.0,5909568.0,51.0,147.0,0.08108108108108109,0,1
ENI-TAG,ENI,TAG,2023.7837837837837,6.594594594594595,42.46913513513513,8.108108108108109,810.8108108108108,2026.9478378378376,3962.4800000000005,23.243243243243242,296.6756756756757,0.014099999999999998,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0036999999999999997,1095.0,2606.0,2810208.0,7517450.0,51.0,386.0,0.08108108108108109,0,1
ENI-USU,ENI,USU,2023.7837837837837,6.594594594594595,104.78205405405406,8.108108108108109,810.8108108108108,2026.9478378378376,4928.383513513513,23.243243243243242,158.67567567567568,0.014099999999999998,0.0053,0.2391,0.0456,1.9942,1.9756999999999998,0.0021,0.0016,1095.0,1095.0,2810208.0,2810208.0,51.0,51.0,0.08108108108108109,0,1
EUQ-MNL,EUQ,MNL,2023.7837837837837,6.594594594594595,0.0,0.0,9729.72972972973,9729.72972972973,3733.60027027027,11.513513513513514,5801.648648648648,0.0176,0.1691,0.2494,0.5725,1.9871,1.9890999999999999,0.0008999999999999999,0.1717,2618.0,4565.0,5909568.0,7348669.0,147.0,1351.0,0.0,2,0
GES-CEB,GES,CEB,2023.7837837837837,6.594594594594595,4057.3854054054054,79.00702702702704,7495.95972972973,5563.20081081081,3082.4816216216213,197.24324324324326,2071.5405405405404,0.0677,0.0056,0.0731,0.5096,1.8291999999999997,1.891,0.1054,0.0813,1625.0,2606.0,1705910.0,7517450.0,82.0,386.0,0.972972972972973,0,1
GES-ILO,GES,ILO,2023.7837837837837,6.594594594594595,2649.0224324324327,97.29729729729729,9729.72972972973,5563.20081081081,3840.8597297297297,197.24324324324326,617.081081081081,0.0677,2.0,0.0731,0.001,1.8291999999999997,1.9148999999999998,0.1054,0.0007,1625.0,2618.0,1705910.0,5909568.0,82.0,147.0,0.972972972972973,0,1
GES-MNL,GES,MNL,2023.7837837837837,6.594594594594595,20585.43910810811,60.498108108108106,5284.989459459459,5563.20081081081,3733.60027027027,197.24324324324326,5801.648648648648,0.0677,0.1691,0.0731,0.5725,1.8291999999999997,1.9890999999999999,0.1054,0.1717,1625.0,4565.0,1705910.0,7348669.0,82.0,1351.0,1.0,2,0
IAO-CEB,IAO,CEB,2023.7837837837837,6.594594594594595,4982.853405405405,59.44135135135135,5300.237027027027,5038.875135135136,3082.4816216216213,227.64864864864865,2071.5405405405404,0.0426,0.0056,0.0,0.5096,1.977,1.891,0.0025,0.0813,920.0,2606.0,1728856.0,7517450.0,47.0,386.0,1.0,0,1
IAO-CRK,IAO,CRK,2023.7837837837837,6.594594594594595,272.8858378378378,6.8516216216216215,1142.704864864865,5038.875135135136,7781.164594594594,227.64864864864865,176.67567567567568,0.0426,0.0065,0.0,0.1865,1.977,1.2661,0.0025,0.1108,920.0,3779.0,1728856.0,5691259.0,47.0,243.0,0.1891891891891892,0,1
IAO-DVO,IAO,DVO,2023.7837837837837,6.594594594594595,983.0023783783785,94.5945945945946,9459.45945945946,5038.875135135136,5105.256756756757,227.64864864864865,783.7297297297297,0.0426,0.6037,0.0,0.4554,1.977,1.7601,0.0025,0.1592,920.0,1837.0,1728856.0,4116016.0,47.0,205.0,0.9459459459459459,0,1
IAO-MNL,IAO,MNL,2023.7837837837837,6.594594594594595,0.0,0.0,9705.127027027027,5038.875135135136,3733.60027027027,227.64864864864865,5801.648648648648,0.0426,0.1691,0.0,0.5725,1.977,1.9890999999999999,0.0025,0.1717,920.0,4565.0,1728856.0,7348669.0,47.0,1351.0,0.0,2,0
ILO-BCD,ILO,BCD,2023.7837837837837,6.594594594594595,8.586162162162163,5.405405405405405,810.8108108108108,3689.074324324324,3453.4864864864867,630.9459459459459,465.0,2.0,0.0525,0.001,0.1407,1.9148999999999998,1.7466000000000002,0.0007,0.1829,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.05405405405405406,0,1
ILO-CEB,ILO,CEB,2023.7837837837837,6.594594594594595,4802.835243243244,58.64162162162162,4814.62027027027,3689.074324324324,3082.4816216216213,630.9459459459459,2071.5405405405404,2.0,0.0056,0.001,0.5096,1.9148999999999998,1.891,0.0007,0.0813,2618.0,2606.0,5909568.0,7517450.0,147.0,386.0,1.0,0,1
ILO-CGY,ILO,CGY,2023.7837837837837,6.594594594594595,1350.275945945946,45.945945945945944,4594.594594594595,3689.074324324324,3336.0097297297298,630.9459459459459,495.2972972972973,2.0,0.072,0.001,0.0369,1.9148999999999998,1.9531,0.0007,0.0014,2618.0,1573.0,5909568.0,2941319.0,147.0,135.0,0.4594594594594595,0,1
ILO-CRK,ILO,CRK,2023.7837837837837,6.594594594594595,1017.6998918918919,37.83783783783784,3783.7837837837837,3689.074324324324,7781.164594594594,630.9459459459459,176.67567567567568,2.0,0.0065,0.001,0.1865,1.9148999999999998,1.2661,0.0007,0.1108,2618.0,3779.0,5909568.0,5691259.0,147.0,243.0,0.3783783783783784,0,1
ILO-DGT,ILO,DGT,2023.7837837837837,6.594594594594595,11.496648648648648,2.7027027027027026,270.27027027027026,3689.074324324324,5218.503783783784,630.9459459459459,177.9189189189189,2.0,0.0,0.001,0.1754,1.9148999999999998,1.9427,0.0007,0.0084,2618.0,2606.0,5909568.0,7517450.0,147.0,386.0,0.02702702702702703,0,1
ILO-DRP,ILO,DRP,2023.7837837837837,6.594594594594595,584.8542702702703,29.72972972972973,2972.972972972973,3689.074324324324,4778.798918918919,630.9459459459459,170.16216216216216,2.0,2.0,0.001,0.0165,1.9148999999999998,1.3268,0.0007,0.0008,2618.0,1909.0,5909568.0,4631579.0,147.0,93.0,0.2972972972972973,0,1
ILO-DVO,ILO,DVO,2023.7837837837837,6.594594594594595,1375.3371891891893,35.04783783783784,3496.618108108108,3689.074324324324,5105.256756756757,630.9459459459459,783.7297297297297,2.0,0.6037,0.001,0.4554,1.9148999999999998,1.7601,0.0007,0.1592,2618.0,1837.0,5909568.0,4116016.0,147.0,205.0,0.35135135135135137,0,1
ILO-GES,ILO,GES,2023.7837837837837,6.594594594594595,2631.618864864865,97.29729729729729,9729.72972972973,3689.074324324324,5577.708648648649,630.9459459459459,197.56756756756758,2.0,0.0677,0.001,0.0731,1.9148999999999998,1.8291999999999997,0.0007,0.1054,2618.0,1625.0,5909568.0,1705910.0,147.0,82.0,0.972972972972973,0,1
ILO-KLO,ILO,KLO,2023.7837837837837,6.594594594594595,4.242810810810811,2.7027027027027026,270.27027027027026,3689.074324324324,7125.63918918919,630.9459459459459,103.64864864864865,2.0,0.0773,0.001,0.1044,1.9148999999999998,1.8404000000000003,0.0007,0.0029,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.02702702702702703,0,1
ILO-MNL,ILO,MNL,2023.7837837837837,6.594594594594595,33102.81091891892,43.68297297297297,3590.027567567567,3689.074324324324,3733.60027027027,630.9459459459459,5801.648648648648,2.0,0.1691,0.001,0.5725,1.9148999999999998,1.9890999999999999,0.0007,0.1717,2618.0,4565.0,5909568.0,7348669.0,147.0,1351.0,1.0,2,0
ILO-MPH,ILO,MPH,2023.7837837837837,6.594594594594595,8.60627027027027,5.405405405405405,540.5405405405405,3689.074324324324,4068.8778378378383,630.9459459459459,642.2162162162163,2.0,0.0902,0.001,1.3168,1.9148999999999998,1.9746,0.0007,0.0014,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.05405405405405406,0,1
ILO-PPS,ILO,PPS,2023.7837837837837,6.594594594594595,1943.4677297297296,75.67567567567568,7567.5675675675675,3689.074324324324,3870.23027027027,630.9459459459459,429.3783783783784,2.0,0.0354,0.001,0.2292,1.9148999999999998,1.3649,0.0007,0.1602,2618.0,1095.0,5909568.0,2810208.0,147.0,51.0,0.7567567567567568,0,1
ILO-TAC,ILO,TAC,2023.7837837837837,6.594594594594595,726.7623243243243,35.13513513513514,3513.5135135135133,3689.074324324324,3548.258108108108,630.9459459459459,350.6216216216216,2.0,0.0177,0.001,0.1266,1.9148999999999998,1.7168,0.0007,0.1699,2618.0,1528.0,5909568.0,1695713.0,147.0,103.0,0.35135135135135137,0,1
ILO-TAG,ILO,TAG,2023.7837837837837,6.594594594594595,810.6834594594595,29.72972972972973,2972.972972972973,3689.074324324324,3962.4800000000005,630.9459459459459,296.6756756756757,2.0,0.0022,0.001,0.746,1.9148999999999998,1.9782,0.0007,0.0036999999999999997,2618.0,2606.0,5909568.0,7517450.0,147.0,386.0,0.2972972972972973,0,1
ILO-ZAM,ILO,ZAM,2023.7837837837837,6.594594594594595,745.314,35.13513513513514,3513.5135135135133,3689.074324324324,6137.459459459459,630.9459459459459,61.54054054054054,2.0,0.0394,0.001,0.0863,1.9148999999999998,1.405,0.0007,0.2669,2618.0,1263.0,5909568.0,1953463.0,147.0,64.0,0.35135135135135137,0,1
KLO-MNL,KLO,MNL,2023.7837837837837,6.594594594594595,4389.36372972973,27.11891891891892,6369.523243243243,6370.6748648648645,3733.60027027027,110.8108108108108,5801.648648648648,0.0773,0.1691,0.1044,0.5725,1.8404000000000003,1.9890999999999999,0.0029,0.1717,2618.0,4565.0,5909568.0,7348669.0,147.0,1351.0,1.0,2,0
KLO-MPH,KLO,MPH,2023.7837837837837,6.594594594594595,0.0,0.0,270.27027027027026,6370.6748648648645,4068.8778378378383,110.8108108108108,642.2162162162163,0.0773,0.0902,0.1044,1.3168,1.8404000000000003,1.9746,0.0029,0.0014,2618.0,2618.0,5909568.0,5909568.0,147.0,147.0,0.0,0,1
LAO-MNL,LAO,MNL,2023.7837837837837,6.594594594594595,3490.0537297297296,31.203783783783784,6453.117567567568,6453.0913513513515,3733.60027027027,68.78378378378379,5801.648648648648,0.1189,0.1691,0.4868,0.5725,1.9366999999999999,1.9890999999999999,0.0129,0.1717,1736.0,4565.0,1857396.0,7348669.0,58.0,1351.0,0.8108108108108109,2,0
LGP-MNL,LGP,MNL,2023.7837837837837,6.594594594594595,898.2291891891892,7.210540540540539,683.5016216216216,683.5062162162162,3733.60027027027,10.891891891891891,5801.648648648648,2.0,0.1691,1.1444,0.5725,1.9183,1.9890999999999999,0.0098,0.1717,1909.0,4565.0,4631579.0,7348669.0,93.0,1351.0,0.10810810810810811,2,0
MBT-CEB,MBT,CEB,2023.7837837837837,6.594594594594595,226.77275675675676,35.13513513513514,3513.5135135135133,4054.054054054054,3082.4816216216213,6.972972972972973,2071.5405405405404,0.0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909.0,2606.0,4631579.0,7517450.0,93.0,386.0,0.35135135135135137,0,1
MBT-CRK,MBT,CRK,2023.7837837837837,6.594594594594595,197.43762162162162,18.91891891891892,1891.8918918918919,4054.054054054054,7781.164594594594,6.972972972972973,176.67567567567568,0.0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909.0,3779.0,4631579.0,5691259.0,93.0,243.0,0.1891891891891892,0,1
MBT-MNL,MBT,MNL,2023.7837837837837,6.594594594594595,3.288648648648649,5.405405405405405,540.5405405405405,4054.054054054054,3733.60027027027,6.972972972972973,5801.648648648648,0.0,0.1691,0.052,0.5725,1.9706,1.9890999999999999,0.0011,0.1717,1909.0,4565.0,4631579.0,7348669.0,93.0,1351.0,0.05405405405405406,2,0
MNL-BAG,MNL,BAG,2023.7837837837837,6.594594594594595,10.107567567567568,2.7027027027027026,270.27027027027026,3829.864864864865,540.5405405405405,5254.0,0.08108108108108109,0.1691,0.2033,0.5725,0.5139,1.9890999999999999,1.4349,0.1717,0.1274,4565.0,627.0,7348669.0,1983511.0,1351.0,38.0,0.02702702702702703,1,2
MNL-BCD,MNL,BCD,2023.7837837837837,6.594594594594595,26853.964054054057,43.81540540540541,3587.5272972972975,3829.864864864865,3453.4864864864867,5254.0,465.0,0.1691,0.0525,0.5725,0.1407,1.9890999999999999,1.7466000000000002,0.1717,0.1829,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,1.0,1,2
MNL-BSO,MNL,BSO,2023.7837837837837,6.594594594594595,0.0,0.0,9729.72972972973,3829.864864864865,9729.72972972973,5254.0,32.62162162162162,0.1691,0.0348,0.5725,0.2377,1.9890999999999999,1.996,0.1717,0.0006,4565.0,1216.0,7348669.0,1113791.0,1351.0,46.0,0.0,1,2
MNL-BXU,MNL,BXU,2023.7837837837837,6.594594594594595,18077.123621621624,68.62675675675676,5757.291081081081,3829.864864864865,5054.772432432433,5254.0,212.0810810810811,0.1691,0.018,0.5725,0.0452,1.9890999999999999,1.8643,0.1717,0.2916,4565.0,920.0,7348669.0,1728856.0,1351.0,47.0,1.0,1,2
MNL-CBO,MNL,CBO,2023.7837837837837,6.594594594594595,0.0,0.0,8918.918918918918,3829.864864864865,9189.18918918919,5254.0,43.21621621621622,0.1691,0.165,0.5725,0.0388,1.9890999999999999,1.9501,0.1717,0.0101,4565.0,940.0,7348669.0,1878952.0,1351.0,6.0,0.0,1,2
MNL-CEB,MNL,CEB,2023.7837837837837,6.594594594594595,47044.64275675675,39.325135135135135,3468.898108108108,3829.864864864865,3082.4816216216213,5254.0,2071.5405405405404,0.1691,0.0056,0.5725,0.5096,1.9890999999999999,1.891,0.1717,0.0813,4565.0,2606.0,7348669.0,7517450.0,1351.0,386.0,1.0,1,2
MNL-CGY,MNL,CGY,2023.7837837837837,6.594594594594595,26090.35745945946,47.119729729729734,3931.0827027027026,3829.864864864865,3336.0097297297298,5254.0,495.2972972972973,0.1691,0.072,0.5725,0.0369,1.9890999999999999,1.9531,0.1717,0.0014,4565.0,1573.0,7348669.0,2941319.0,1351.0,135.0,0.972972972972973,1,2
MNL-CRK,MNL,CRK,2023.7837837837837,6.594594594594595,5.748324324324325,5.405405405405405,540.5405405405405,3829.864864864865,7781.164594594594,5254.0,176.67567567567568,0.1691,0.0065,0.5725,0.1865,1.9890999999999999,1.2661,0.1717,0.1108,4565.0,3779.0,7348669.0,5691259.0,1351.0,243.0,0.05405405405405406,1,2
MNL-CRM,MNL,CRM,2023.7837837837837,6.594594594594595,0.0,0.0,9729.72972972973,3829.864864864865,9729.72972972973,5254.0,17.783783783783782,0.1691,0.058600000000000006,0.5725,0.0541,1.9890999999999999,1.9967,0.1717,0.0006,4565.0,1528.0,7348669.0,1695713.0,1351.0,103.0,0.0,1,2
MNL-CYP,MNL,CYP,2023.7837837837837,6.594594594594595,0.0,0.0,9729.72972972973,3829.864864864865,5118.798378378378,5254.0,30.89189189189189,0.1691,0.0008999999999999999,0.5725,0.3387,1.9890999999999999,1.9297,0.1717,0.0019,4565.0,1528.0,7348669.0,1695713.0,1351.0,103.0,0.0,1,2
MNL-CYZ,MNL,CYZ,2023.7837837837837,6.594594594594595,5367.185837837837,90.17837837837837,9057.722162162161,3829.864864864865,9057.732702702702,5254.0,40.513513513513516,0.1691,0.1052,0.5725,0.0793,1.9890999999999999,1.6779,0.1717,0.0065,4565.0,1216.0,7348669.0,1113791.0,1351.0,46.0,0.972972972972973,1,2
MNL-DGT,MNL,DGT,2023.7837837837837,6.594594594594595,16758.172702702705,66.9,5653.938108108108,3829.864864864865,5218.503783783784,5254.0,177.9189189189189,0.1691,0.0,0.5725,0.1754,1.9890999999999999,1.9427,0.1717,0.0084,4565.0,2606.0,7348669.0,7517450.0,1351.0,386.0,1.0,1,2
MNL-DPL,MNL,DPL,2023.7837837837837,6.594594594594595,6032.482702702703,59.56459459459459,5505.894324324324,3829.864864864865,5162.585945945946,5254.0,72.4054054054054,0.1691,0.0248,0.5725,0.2653,1.9890999999999999,1.9408999999999998,0.1717,0.0123,4565.0,1263.0,7348669.0,1953463.0,1351.0,64.0,0.972972972972973,1,2
MNL-DRP,MNL,DRP,2023.7837837837837,6.594594594594595,12255.530324324325,47.68,4965.608918918919,3829.864864864865,4778.798918918919,5254.0,170.16216216216216,0.1691,2.0,0.5725,0.0165,1.9890999999999999,1.3268,0.1717,0.0008,4565.0,1909.0,7348669.0,4631579.0,1351.0,93.0,0.9459459459459459,1,2
MNL-DVO,MNL,DVO,2023.7837837837837,6.594594594594595,49446.892324324326,52.97891891891892,5102.547027027027,3829.864864864865,5105.256756756757,5254.0,783.7297297297297,0.1691,0.6037,0.5725,0.4554,1.9890999999999999,1.7601,0.1717,0.1592,4565.0,1837.0,7348669.0,4116016.0,1351.0,205.0,1.0,1,2
MNL-ENI,MNL,ENI,2023.7837837837837,6.594594594594595,737.1544864864865,13.513513513513514,1621.6216216216217,3829.864864864865,2428.8813513513514,5254.0,23.594594594594593,0.1691,0.014099999999999998,0.5725,0.2391,1.9890999999999999,1.9942,0.1717,0.0021,4565.0,1095.0,7348669.0,2810208.0,1351.0,51.0,0.13513513513513514,1,2
MNL-EUQ,MNL,EUQ,2023.7837837837837,6.594594594594595,0.0,0.0,9729.72972972973,3829.864864864865,9729.72972972973,5254.0,12.027027027027026,0.1691,0.0176,0.5725,0.2494,1.9890999999999999,1.9871,0.1717,0.0008999999999999999,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,0.0,1,2
MNL-GES,MNL,GES,2023.7837837837837,6.594594594594595,20717.421648648648,60.74324324324324,5303.551891891892,3829.864864864865,5577.708648648649,5254.0,197.56756756756758,0.1691,0.0677,0.5725,0.0731,1.9890999999999999,1.8291999999999997,0.1717,0.1054,4565.0,1625.0,7348669.0,1705910.0,1351.0,82.0,1.0,1,2
MNL-IAO,MNL,IAO,2023.7837837837837,6.594594594594595,5.098378378378378,0.0954054054054054,9710.873243243243,3829.864864864865,5256.712432432432,5254.0,240.56756756756758,0.1691,0.0426,0.5725,0.0,1.9890999999999999,1.977,0.1717,0.0025,4565.0,920.0,7348669.0,1728856.0,1351.0,47.0,0.08108108108108109,1,2
MNL-ILO,MNL,ILO,2023.7837837837837,6.594594594594595,35172.42702702703,47.9527027027027,3760.4575675675674,3829.864864864865,3840.8597297297297,5254.0,617.081081081081,0.1691,2.0,0.5725,0.001,1.9890999999999999,1.9148999999999998,0.1717,0.0007,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,1.0,1,2
MNL-KLO,MNL,KLO,2023.7837837837837,6.594594594594595,3108.9497837837835,17.317027027027027,7134.427297297298,3829.864864864865,7125.63918918919,5254.0,103.64864864864865,0.1691,0.0773,0.5725,0.1044,1.9890999999999999,1.8404000000000003,0.1717,0.0029,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,0.7567567567567568,1,2
MNL-LAO,MNL,LAO,2023.7837837837837,6.594594594594595,3485.9114594594594,28.802432432432433,6359.49027027027,3829.864864864865,6359.501081081081,5254.0,71.37837837837837,0.1691,0.1189,0.5725,0.4868,1.9890999999999999,1.9366999999999999,0.1717,0.0129,4565.0,1736.0,7348669.0,1857396.0,1351.0,58.0,0.8108108108108109,1,2
MNL-LGP,MNL,LGP,2023.7837837837837,6.594594594594595,1123.0227567567567,7.452162162162162,697.4983783783784,3829.864864864865,697.5016216216216,5254.0,12.216216216216216,0.1691,2.0,0.5725,1.1444,1.9890999999999999,1.9183,0.1717,0.0098,4565.0,1909.0,7348669.0,4631579.0,1351.0,93.0,0.10810810810810811,1,2
MNL-MBT,MNL,MBT,2023.7837837837837,6.594594594594595,11.689297297297298,13.513513513513514,1351.3513513513512,3829.864864864865,4791.424054054054,5254.0,7.621621621621622,0.1691,0.0,0.5725,0.052,1.9890999999999999,1.9706,0.1717,0.0011,4565.0,1909.0,7348669.0,4631579.0,1351.0,93.0,0.13513513513513514,1,2
MNL-MPH,MNL,MPH,2023.7837837837837,6.594594594594595,36258.42875675676,51.072432432432436,3684.6005405405404,3829.864864864865,4068.8778378378383,5254.0,642.2162162162163,0.1691,0.0902,0.5725,1.3168,1.9890999999999999,1.9746,0.1717,0.0014,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,1.0,1,2
MNL-OZC,MNL,OZC,2023.7837837837837,6.594594594594595,6837.918000000001,60.01648648648649,5530.808918918919,3829.864864864865,4652.915405405405,5254.0,96.78378378378379,0.1691,0.0094,0.5725,0.069,1.9890999999999999,1.9415,0.1717,0.007799999999999999,4565.0,1573.0,7348669.0,2941319.0,1351.0,135.0,0.972972972972973,1,2
MNL-PAG,MNL,PAG,2023.7837837837837,6.594594594594595,8570.663837837837,100.0,10000.0,3829.864864864865,6919.556486486486,5254.0,87.70270270270271,0.1691,0.1565,0.5725,0.0837,1.9890999999999999,1.9398999999999997,0.1717,0.0091,4565.0,1263.0,7348669.0,1953463.0,1351.0,64.0,1.0,1,2
MNL-PPS,MNL,PPS,2023.7837837837837,6.594594594594595,26153.840756756756,46.512972972972975,3626.1343243243246,3829.864864864865,3870.23027027027,5254.0,429.3783783783784,0.1691,0.0354,0.5725,0.2292,1.9890999999999999,1.3649,0.1717,0.1602,4565.0,1095.0,7348669.0,2810208.0,1351.0,51.0,1.0,1,2
MNL-RXS,MNL,RXS,2023.7837837837837,6.594594594594595,7807.0031351351345,54.48567567567568,4309.464054054054,3829.864864864865,4296.041081081081,5254.0,90.97297297297297,0.1691,0.0162,0.5725,0.1767,1.9890999999999999,1.9047,0.1717,0.0026,4565.0,2618.0,7348669.0,5909568.0,1351.0,147.0,1.0,1,2
MNL-SJI,MNL,SJI,2023.7837837837837,6.594594594594595,511.0762702702703,21.62162162162162,2162.162162162162,3829.864864864865,2130.3786486486483,5254.0,3.4324324324324325,0.1691,0.22500000000000003,0.5725,0.0171,1.9890999999999999,1.9857,0.1717,0.0183,4565.0,1095.0,7348669.0,2810208.0,1351.0,51.0,0.21621621621621623,1,2
MNL-TAC,MNL,TAC,2023.7837837837837,6.594594594594595,20418.704918918917,42.69810810810811,3697.961891891892,3829.864864864865,3548.258108108108,5254.0,350.6216216216216,0.1691,0.0177,0.5725,0.1266,1.9890999999999999,1.7168,0.1717,0.1699,4565.0,1528.0,7348669.0,1695713.0,1351.0,103.0,1.0,1,2
MNL-TAG,MNL,TAG,2023.7837837837837,6.594594594594595,21548.096486486487,50.02864864864865,3914.1064864864866,3829.864864864865,3962.4800000000005,5254.0,296.6756756756757,0.1691,0.0022,0.5725,0.746,1.9890999999999999,1.9782,0.1717,0.0036999999999999997,4565.0,2606.0,7348669.0,7517450.0,1351.0,386.0,1.0,1,2
