Date,WMA,LSTM
2024-01-01,978648.3144,728726.1
2024-02-01,976099.2924,700663.0
2024-03-01,987638.31492,693070.44
2024-04-01,982378.60806,689461.1
2024-05-01,982700.6569860001,687650.2
2024-06-01,983591.5738950002,686767.2
2024-07-01,983081.7056553002,686744.8
2024-08-01,983158.4563933501,686706.5
2024-09-01,983222.0546722651,686688.1
2024-10-01,983174.9053851976,686682.2
2024-11-01,983185.7603729484,686681.0
2024-12-01,983189.7627364864,686681.1
