DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE
01 Sep 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:37 PM,5J405,Cebu Pacific
31 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:40 PM,5J405,Cebu Pacific
30 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:42 PM,5J405,Cebu Pacific
27 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:33 PM,5J405,Cebu Pacific
26 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 12:52 AM,5J405,Cebu Pacific
25 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:37 PM,5J405,Cebu Pacific
24 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 12:00 AM,5J405,Cebu Pacific
23 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 12:00 AM,5J405,Cebu Pacific
22 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:34 PM,5J405,Cebu Pacific
21 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:39 PM,5J405,Cebu Pacific
20 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 12:08 AM,5J405,Cebu Pacific
19 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:37 PM,5J405,Cebu Pacific
18 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:31 PM,5J405,Cebu Pacific
17 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:30 PM,5J405,Cebu Pacific
16 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:58 PM,5J405,Cebu Pacific
15 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:51 PM,5J405,Cebu Pacific
14 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 12:01 AM,5J405,Cebu Pacific
13 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:48 PM,5J405,Cebu Pacific
12 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:41 PM,5J405,Cebu Pacific
11 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:43 PM,5J405,Cebu Pacific
10 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:31 PM,5J405,Cebu Pacific
09 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:42 PM,5J405,Cebu Pacific
08 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:54 PM,5J405,Cebu Pacific
07 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:56 PM,5J405,Cebu Pacific
05 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 12:19 AM,5J405,Cebu Pacific
04 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:40 PM,5J405,Cebu Pacific
03 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:49 PM,5J405,Cebu Pacific
02 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3277),,,,,Landed 11:52 PM,5J405,Cebu Pacific
01 Aug 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:34 PM,5J405,Cebu Pacific
31 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:36 PM,5J405,Cebu Pacific
30 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 12:03 AM,5J405,Cebu Pacific
28 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 12:02 AM,5J405,Cebu Pacific
27 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 12:09 AM,5J405,Cebu Pacific
26 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 12:07 AM,5J405,Cebu Pacific
21 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:56 PM,5J405,Cebu Pacific
19 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:55 PM,5J405,Cebu Pacific
18 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:07 PM,5J405,Cebu Pacific
17 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 12:00 AM,5J405,Cebu Pacific
16 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 1:31 AM,5J405,Cebu Pacific
14 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:31 PM,5J405,Cebu Pacific
13 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:58 PM,5J405,Cebu Pacific
12 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:53 PM,5J405,Cebu Pacific
11 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:32 PM,5J405,Cebu Pacific
09 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:51 PM,5J405,Cebu Pacific
07 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:44 PM,5J405,Cebu Pacific
06 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:44 PM,5J405,Cebu Pacific
05 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:37 PM,5J405,Cebu Pacific
04 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:28 PM,5J405,Cebu Pacific
03 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:46 PM,5J405,Cebu Pacific
02 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:38 PM,5J405,Cebu Pacific
01 Jul 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:50 PM,5J405,Cebu Pacific
30 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:42 PM,5J405,Cebu Pacific
29 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:35 PM,5J405,Cebu Pacific
28 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 12:05 AM,5J405,Cebu Pacific
27 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 12:04 AM,5J405,Cebu Pacific
26 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 12:02 AM,5J405,Cebu Pacific
25 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:42 PM,5J405,Cebu Pacific
24 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:30 PM,5J405,Cebu Pacific
23 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:37 PM,5J405,Cebu Pacific
22 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:45 PM,5J405,Cebu Pacific
21 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 12:06 AM,5J405,Cebu Pacific
20 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:49 PM,5J405,Cebu Pacific
19 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:56 PM,5J405,Cebu Pacific
18 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 12:10 AM,5J405,Cebu Pacific
17 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:47 PM,5J405,Cebu Pacific
16 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:52 PM,5J405,Cebu Pacific
15 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:31 PM,5J405,Cebu Pacific
14 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:29 PM,5J405,Cebu Pacific
13 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:35 PM,5J405,Cebu Pacific
12 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:46 PM,5J405,Cebu Pacific
10 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:49 PM,5J405,Cebu Pacific
09 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:24 PM,5J405,Cebu Pacific
08 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:19 PM,5J405,Cebu Pacific
07 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:46 PM,5J405,Cebu Pacific
06 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:39 PM,5J405,Cebu Pacific
05 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 12:02 AM,5J405,Cebu Pacific
04 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:30 PM,5J405,Cebu Pacific
03 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:53 PM,5J405,Cebu Pacific
02 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:34 PM,5J405,Cebu Pacific
01 Jun 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:28 PM,5J405,Cebu Pacific
31 May 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:49 PM,5J405,Cebu Pacific
30 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:38 PM,5J405,Cebu Pacific
27 May 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4267),,,,,Landed 11:44 PM,5J405,Cebu Pacific
26 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:39 PM,5J405,Cebu Pacific
25 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:33 PM,5J405,Cebu Pacific
24 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:27 PM,5J405,Cebu Pacific
23 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:31 PM,5J405,Cebu Pacific
22 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:43 PM,5J405,Cebu Pacific
20 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 11:20 PM,5J405,Cebu Pacific
19 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:24 PM,5J405,Cebu Pacific
18 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:30 PM,5J405,Cebu Pacific
17 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:26 PM,5J405,Cebu Pacific
16 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:26 PM,5J405,Cebu Pacific
15 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 11:32 PM,5J405,Cebu Pacific
14 May 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4159),,,,,Landed 11:34 PM,5J405,Cebu Pacific
13 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:42 PM,5J405,Cebu Pacific
12 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:36 PM,5J405,Cebu Pacific
11 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:45 PM,5J405,Cebu Pacific
10 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:41 PM,5J405,Cebu Pacific
08 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:51 PM,5J405,Cebu Pacific
07 May 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4331),,,,,Landed 11:53 PM,5J405,Cebu Pacific
06 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 12:10 AM,5J405,Cebu Pacific
05 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:27 PM,5J405,Cebu Pacific
04 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:52 PM,5J405,Cebu Pacific
03 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:46 PM,5J405,Cebu Pacific
02 May 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:37 PM,5J405,Cebu Pacific
30 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:53 PM,5J405,Cebu Pacific
29 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 1:04 AM,5J405,Cebu Pacific
28 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 11:37 PM,5J405,Cebu Pacific
27 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:38 PM,5J405,Cebu Pacific
25 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:44 PM,5J405,Cebu Pacific
24 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:47 PM,5J405,Cebu Pacific
23 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 11:53 PM,5J405,Cebu Pacific
22 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 12:07 AM,5J405,Cebu Pacific
20 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 11:51 PM,5J405,Cebu Pacific
18 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:49 PM,5J405,Cebu Pacific
17 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:51 PM,5J405,Cebu Pacific
16 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:39 PM,5J405,Cebu Pacific
15 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:42 PM,5J405,Cebu Pacific
14 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:43 PM,5J405,Cebu Pacific
13 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:28 PM,5J405,Cebu Pacific
12 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:52 PM,5J405,Cebu Pacific
11 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:52 PM,5J405,Cebu Pacific
10 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:37 PM,5J405,Cebu Pacific
09 Apr 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4158),,,,,Landed 11:34 PM,5J405,Cebu Pacific
07 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:30 PM,5J405,Cebu Pacific
06 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:22 PM,5J405,Cebu Pacific
05 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 11:49 PM,5J405,Cebu Pacific
04 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 11:51 PM,5J405,Cebu Pacific
03 Apr 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4331),,,,,Landed 1:30 AM,5J405,Cebu Pacific
02 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4156),,,,,Landed 11:47 PM,5J405,Cebu Pacific
01 Apr 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 11:26 PM,5J405,Cebu Pacific
31 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:39 PM,5J405,Cebu Pacific
30 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:39 PM,5J405,Cebu Pacific
29 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 10:42 PM,5J405,Cebu Pacific
28 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 10:51 PM,5J405,Cebu Pacific
27 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:47 PM,5J405,Cebu Pacific
26 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:43 PM,5J405,Cebu Pacific
25 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 10:51 PM,5J405,Cebu Pacific
24 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:41 PM,5J405,Cebu Pacific
23 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 10:58 PM,5J405,Cebu Pacific
22 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3268),,,,,Landed 10:44 PM,5J405,Cebu Pacific
21 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:53 PM,5J405,Cebu Pacific
20 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:43 PM,5J405,Cebu Pacific
19 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:40 PM,5J405,Cebu Pacific
18 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:03 PM,5J405,Cebu Pacific
17 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:43 PM,5J405,Cebu Pacific
16 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:18 PM,5J405,Cebu Pacific
15 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:57 PM,5J405,Cebu Pacific
14 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:08 PM,5J405,Cebu Pacific
13 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 11:07 PM,5J405,Cebu Pacific
12 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:03 PM,5J405,Cebu Pacific
11 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:38 PM,5J405,Cebu Pacific
10 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:35 PM,5J405,Cebu Pacific
09 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 10:47 PM,5J405,Cebu Pacific
08 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 10:57 PM,5J405,Cebu Pacific
07 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:41 PM,5J405,Cebu Pacific
05 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:49 PM,5J405,Cebu Pacific
04 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:53 PM,5J405,Cebu Pacific
03 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 10:45 PM,5J405,Cebu Pacific
02 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 11:24 PM,5J405,Cebu Pacific
01 Mar 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:42 PM,5J405,Cebu Pacific
29 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:43 PM,5J405,Cebu Pacific
28 Feb 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4159),,,,,Landed 10:58 PM,5J405,Cebu Pacific
27 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:49 PM,5J405,Cebu Pacific
26 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:52 PM,5J405,Cebu Pacific
25 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Unknown,5J405,Cebu Pacific
24 Feb 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4157),,,,,Landed 12:58 AM,5J405,Cebu Pacific
23 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 10:45 PM,5J405,Cebu Pacific
23 Feb 2024,Laoag City (LAO),Manila (MNL),0:51,,,,,Landed 10:45 PM,5J405,Cebu Pacific
22 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:42 PM,5J405,Cebu Pacific
20 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:48 PM,5J405,Cebu Pacific
19 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3278),,,,,Landed 10:50 PM,5J405,Cebu Pacific
18 Feb 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4158),,,,,Landed 11:30 PM,5J405,Cebu Pacific
17 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:51 PM,5J405,Cebu Pacific
16 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:38 PM,5J405,Cebu Pacific
15 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:43 PM,5J405,Cebu Pacific
14 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4330),,,,,Landed 11:07 PM,5J405,Cebu Pacific
13 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:42 PM,5J405,Cebu Pacific
12 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:45 PM,5J405,Cebu Pacific
11 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:37 PM,5J405,Cebu Pacific
10 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:45 PM,5J405,Cebu Pacific
09 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:50 PM,5J405,Cebu Pacific
08 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 10:42 PM,5J405,Cebu Pacific
07 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:08 PM,5J405,Cebu Pacific
06 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:40 PM,5J405,Cebu Pacific
05 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3267),,,,,Landed 11:25 PM,5J405,Cebu Pacific
04 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:55 PM,5J405,Cebu Pacific
03 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:36 PM,5J405,Cebu Pacific
02 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4100),,,,,Landed 10:57 PM,5J405,Cebu Pacific
01 Feb 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:35 PM,5J405,Cebu Pacific
31 Jan 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4159),,,,,Landed 11:05 PM,5J405,Cebu Pacific
30 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 10:41 PM,5J405,Cebu Pacific
29 Jan 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4158),,,,,Landed 10:46 PM,5J405,Cebu Pacific
28 Jan 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4157),,,,,Landed 10:44 PM,5J405,Cebu Pacific
27 Jan 2024,Laoag City (LAO),Manila (MNL),A20N (RP-C4331),,,,,Landed 10:45 PM,5J405,Cebu Pacific
26 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:40 PM,5J405,Cebu Pacific
25 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:44 PM,5J405,Cebu Pacific
24 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:51 PM,5J405,Cebu Pacific
23 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4105),,,,,Landed 10:48 PM,5J405,Cebu Pacific
22 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 10:47 PM,5J405,Cebu Pacific
21 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4103),,,,,Landed 10:34 PM,5J405,Cebu Pacific
20 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 10:36 PM,5J405,Cebu Pacific
19 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3279),,,,,Landed 10:46 PM,5J405,Cebu Pacific
18 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4101),,,,,Landed 10:40 PM,5J405,Cebu Pacific
17 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4108),,,,,Landed 11:44 PM,5J405,Cebu Pacific
16 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4107),,,,,Landed 10:46 PM,5J405,Cebu Pacific
15 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:39 PM,5J405,Cebu Pacific
14 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4104),,,,,Landed 10:40 PM,5J405,Cebu Pacific
13 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4102),,,,,Landed 11:03 PM,5J405,Cebu Pacific
12 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C4106),,,,,Landed 11:13 PM,5J405,Cebu Pacific
11 Jan 2024,Laoag City (LAO),Manila (MNL),A320 (RP-C3264),,,,,Landed 10:42 PM,5J405,Cebu Pacific
