DATE,FROM,TO,AIRCRAFT,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
12/8/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,158.472,12
12/7/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,158.472,12
12/6/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4138),5J2901,Cebu Pacific,186,158.472,12
12/5/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4264),5J2901,Cebu Pacific,186,158.472,12
12/4/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,158.472,12
12/3/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,158.472,12
12/2/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,158.472,12
12/1/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,158.472,12
11/30/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4264),5J2901,Cebu Pacific,186,156.984,11
11/29/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,156.984,11
11/28/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,156.984,11
11/27/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4267),5J2901,Cebu Pacific,186,156.984,11
11/26/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4135),5J2901,Cebu Pacific,186,156.984,11
11/25/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,11
11/24/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4264),5J2901,Cebu Pacific,186,156.984,11
11/23/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4331),5J2901,Cebu Pacific,186,156.984,11
11/22/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,11
11/21/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4138),5J2901,Cebu Pacific,186,156.984,11
11/19/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,11
11/18/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,156.984,11
11/17/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,156.984,11
11/16/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4262),5J2901,Cebu Pacific,186,156.984,11
11/15/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4135),5J2901,Cebu Pacific,186,156.984,11
11/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,156.984,11
11/13/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,156.984,11
11/11/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,156.984,11
11/10/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,156.984,11
11/9/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,156.984,11
11/8/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,156.984,11
11/7/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4350),5J2901,Cebu Pacific,186,156.984,11
11/6/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,11
11/5/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4144),5J2901,Cebu Pacific,186,156.984,11
11/4/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,156.984,11
11/2/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,156.984,11
11/1/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4267),5J2901,Cebu Pacific,186,156.984,11
10/31/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,156.984,10
10/30/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4138),5J2901,Cebu Pacific,186,156.984,10
10/29/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,156.984,10
10/27/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,156.984,10
10/23/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,156.984,10
10/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,156.984,10
10/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,10
10/20/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,156.984,10
10/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,156.984,10
10/18/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3281),5J2901,Cebu Pacific,186,156.984,10
10/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4104),5J2901,Cebu Pacific,186,156.984,10
10/16/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4350),5J2901,Cebu Pacific,186,156.984,10
10/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,156.984,10
10/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,10
10/13/2024 0:00,Manila (MNL),Tacloban (TAC),0:58,5J2901,Cebu Pacific,,0,10
10/12/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,156.984,10
10/11/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,10
10/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,156.984,10
10/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,156.984,10
10/8/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,156.984,10
10/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,156.984,10
10/6/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,156.984,10
10/5/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4130),5J2901,Cebu Pacific,186,156.984,10
10/4/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,156.984,10
10/3/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,156.984,10
10/2/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3287),5J2901,Cebu Pacific,186,156.984,10
10/1/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,156.984,10
9/30/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4110),5J2901,Cebu Pacific,186,156.984,9
9/29/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,156.984,9
9/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,156.984,9
9/27/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,156.984,9
9/26/2024 0:00,Tacloban (TAC),Manila (MNL),1:01,5J2901,Cebu Pacific,,0,9
9/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,156.984,9
9/25/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,156.984,9
9/24/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,156.984,9
9/23/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4135),5J2901,Cebu Pacific,186,156.984,9
9/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,156.984,9
9/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,156.984,9
9/20/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,9
9/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,9
9/18/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,156.984,9
9/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,9
9/16/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,156.984,9
9/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,156.984,9
9/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,9
9/13/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,156.984,9
9/12/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,156.984,9
9/11/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,156.984,9
9/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,156.984,9
9/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,156.984,9
9/8/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,156.984,9
9/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,156.984,9
9/6/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,156.984,9
9/5/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,156.984,9
9/4/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,156.984,9
9/3/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,156.984,9
9/2/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4104),5J2901,Cebu Pacific,186,156.984,9
9/1/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,156.984,9
8/31/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,151.218,8
8/30/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,151.218,8
8/29/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3287),5J2901,Cebu Pacific,186,151.218,8
8/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,151.218,8
8/27/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,151.218,8
8/26/2024 0:00,Manila (MNL),Tacloban (TAC),7:22 AM,5J2901,Cebu Pacific,,0,8
8/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,151.218,8
8/25/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/24/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/23/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,151.218,8
8/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,151.218,8
8/20/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,151.218,8
8/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,151.218,8
8/18/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,151.218,8
8/16/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,151.218,8
8/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4104),5J2901,Cebu Pacific,186,151.218,8
8/13/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,151.218,8
8/12/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,151.218,8
8/11/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4107),5J2901,Cebu Pacific,186,151.218,8
8/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,151.218,8
8/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4263),5J2901,Cebu Pacific,186,151.218,8
8/8/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4263),5J2901,Cebu Pacific,186,151.218,8
8/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,151.218,8
8/6/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,151.218,8
8/5/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,151.218,8
8/4/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,151.218,8
8/3/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,151.218,8
8/2/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,151.218,8
8/1/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,151.218,8
7/31/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,165.168,7
7/30/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,165.168,7
7/29/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,165.168,7
7/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,165.168,7
7/27/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,165.168,7
7/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,165.168,7
7/24/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,165.168,7
7/23/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4267),5J2901,Cebu Pacific,186,165.168,7
7/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,165.168,7
7/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,165.168,7
7/20/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,165.168,7
7/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4102),5J2901,Cebu Pacific,186,165.168,7
7/18/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4267),5J2901,Cebu Pacific,186,165.168,7
7/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,165.168,7
7/16/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4158),5J2901,Cebu Pacific,186,165.168,7
7/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,165.168,7
7/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,165.168,7
7/13/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,165.168,7
7/12/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,165.168,7
7/11/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,165.168,7
7/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4102),5J2901,Cebu Pacific,186,165.168,7
7/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,165.168,7
7/8/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,165.168,7
7/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,165.168,7
7/6/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,165.168,7
7/5/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,165.168,7
7/4/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,165.168,7
7/3/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,165.168,7
7/2/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,165.168,7
7/1/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,165.168,7
6/30/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,162.75,6
6/29/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,162.75,6
6/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,162.75,6
6/27/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,162.75,6
6/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,162.75,6
6/25/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,162.75,6
6/24/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,162.75,6
6/23/2024 0:00,Manila (MNL),Tacloban (TAC),320,5J2901,Cebu Pacific,186,162.75,6
6/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4268),5J2901,Cebu Pacific,186,162.75,6
6/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,162.75,6
6/20/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,162.75,6
6/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4104),5J2901,Cebu Pacific,186,162.75,6
6/18/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,162.75,6
6/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,162.75,6
6/16/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,162.75,6
6/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,162.75,6
6/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3277),5J2901,Cebu Pacific,186,162.75,6
6/13/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4101),5J2901,Cebu Pacific,186,162.75,6
6/12/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,162.75,6
6/11/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,162.75,6
6/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,162.75,6
6/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,162.75,6
6/8/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,162.75,6
6/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4100),5J2901,Cebu Pacific,186,162.75,6
6/6/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,162.75,6
6/5/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,162.75,6
6/4/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,162.75,6
6/3/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,162.75,6
6/2/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,162.75,6
6/1/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,162.75,6
5/31/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4102),5J2901,Cebu Pacific,186,160.704,5
5/30/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,160.704,5
5/29/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,160.704,5
5/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,160.704,5
5/27/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4106),5J2901,Cebu Pacific,186,160.704,5
5/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,160.704,5
5/25/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,160.704,5
5/24/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4144),5J2901,Cebu Pacific,186,160.704,5
5/23/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3267),5J2901,Cebu Pacific,186,160.704,5
5/22/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3287),5J2901,Cebu Pacific,186,160.704,5
5/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4105),5J2901,Cebu Pacific,186,160.704,5
5/20/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,160.704,5
5/19/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,160.704,5
5/18/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4104),5J2901,Cebu Pacific,186,160.704,5
5/17/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,160.704,5
5/16/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4138),5J2901,Cebu Pacific,186,160.704,5
5/15/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,160.704,5
5/14/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4101),5J2901,Cebu Pacific,186,160.704,5
5/13/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4330),5J2901,Cebu Pacific,186,160.704,5
5/12/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,160.704,5
5/11/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4107),5J2901,Cebu Pacific,186,160.704,5
5/10/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3279),5J2901,Cebu Pacific,186,160.704,5
5/9/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,160.704,5
5/8/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,160.704,5
5/7/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,160.704,5
5/6/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4144),5J2901,Cebu Pacific,186,160.704,5
5/5/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4103),5J2901,Cebu Pacific,186,160.704,5
5/4/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4136),5J2901,Cebu Pacific,186,160.704,5
5/3/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,160.704,5
5/2/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4108),5J2901,Cebu Pacific,186,160.704,5
5/1/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4102),5J2901,Cebu Pacific,186,160.704,5
4/30/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,155.868,4
4/29/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C3239),5J2901,Cebu Pacific,186,155.868,4
4/28/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3278),5J2901,Cebu Pacific,186,155.868,4
4/27/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,155.868,4
4/26/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4160),5J2901,Cebu Pacific,186,155.868,4
4/25/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3264),5J2901,Cebu Pacific,186,155.868,4
4/24/2024 0:00,Manila (MNL),Tacloban (TAC),A20N (RP-C4134),5J2901,Cebu Pacific,186,155.868,4
4/23/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4156),5J2901,Cebu Pacific,186,155.868,4
4/22/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C3268),5J2901,Cebu Pacific,186,155.868,4
4/21/2024 0:00,Manila (MNL),Tacloban (TAC),A320 (RP-C4102),5J2901,Cebu Pacific,186,155.868,4
