DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
10/4/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:18:00,6:35:00,6:45:00,8:25:00,Landed 8:04 AM,PR2932,Philippine Airlines,68,54.944,10
9/26/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:18:00,6:35:00,6:30:00,8:25:00,Landed 7:48 AM,PR2932,Philippine Airlines,68,54.944,9
9/25/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:20:00,6:35:00,6:28:00,8:25:00,Landed 7:48 AM,PR2932,Philippine Airlines,68,54.944,9
9/24/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:19:00,6:35:00,6:31:00,8:25:00,Landed 7:50 AM,PR2932,Philippine Airlines,68,54.944,9
9/23/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:20:00,6:35:00,6:51:00,8:25:00,Landed 8:11 AM,PR2932,Philippine Airlines,68,54.944,9
9/22/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5910),1:18:00,6:35:00,7:37:00,8:25:00,Landed 8:55 AM,PR2932,Philippine Airlines,68,54.944,9
9/20/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:18:00,6:35:00,6:43:00,8:25:00,Landed 8:02 AM,PR2932,Philippine Airlines,68,54.944,9
9/19/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:19:00,6:35:00,6:39:00,8:25:00,Landed 7:59 AM,PR2932,Philippine Airlines,68,54.944,9
9/18/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:16:00,6:35:00,6:28:00,8:25:00,Landed 7:45 AM,PR2932,Philippine Airlines,68,54.944,9
9/16/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:21:00,6:35:00,6:32:00,8:25:00,Landed 7:54 AM,PR2932,Philippine Airlines,68,54.944,9
9/15/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5905),1:19:00,6:35:00,6:42:00,8:25:00,Landed 8:01 AM,PR2932,Philippine Airlines,68,54.944,9
9/14/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:19:00,6:35:00,6:35:00,8:25:00,Landed 7:55 AM,PR2932,Philippine Airlines,68,54.944,9
9/13/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:12:00,6:35:00,6:29:00,8:25:00,Landed 7:42 AM,PR2932,Philippine Airlines,68,54.944,9
9/12/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:20:00,6:35:00,6:32:00,8:25:00,Landed 7:53 AM,PR2932,Philippine Airlines,68,54.944,9
9/11/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:21:00,6:35:00,6:39:00,8:25:00,Landed 8:00 AM,PR2932,Philippine Airlines,68,54.944,9
9/10/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:18:00,6:35:00,6:31:00,8:25:00,Landed 7:49 AM,PR2932,Philippine Airlines,68,54.944,9
9/9/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:19:00,6:35:00,6:59:00,8:25:00,Landed 8:18 AM,PR2932,Philippine Airlines,68,54.944,9
9/8/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:25:00,6:35:00,6:49:00,8:25:00,Landed 8:15 AM,PR2932,Philippine Airlines,68,54.944,9
9/7/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:14:00,6:35:00,6:38:00,8:25:00,Landed 7:53 AM,PR2932,Philippine Airlines,68,54.944,9
9/6/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:04:00,6:35:00,6:44:00,8:25:00,Landed 7:48 AM,PR2932,Philippine Airlines,68,54.944,9
9/5/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:19:00,6:35:00,6:43:00,8:25:00,Landed 8:03 AM,PR2932,Philippine Airlines,68,54.944,9
9/2/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5912),1:27:00,6:35:00,6:33:00,8:25:00,Landed 8:00 AM,PR2932,Philippine Airlines,68,54.944,9
9/1/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5905),1:18:00,6:35:00,7:01:00,8:25:00,Landed 8:20 AM,PR2932,Philippine Airlines,68,54.944,9
8/31/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:17:00,6:35:00,6:38:00,8:25:00,Landed 7:55 AM,PR2932,Philippine Airlines,68,54.944,8
8/30/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:15:00,6:35:00,6:28:00,8:25:00,Landed 7:43 AM,PR2932,Philippine Airlines,68,54.944,8
8/29/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:16:00,6:35:00,6:27:00,8:25:00,Landed 7:44 AM,PR2932,Philippine Airlines,68,54.944,8
8/28/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5912),1:19:00,6:35:00,7:16:00,8:25:00,Landed 8:35 AM,PR2932,Philippine Airlines,68,54.944,8
8/27/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:16:00,6:35:00,6:29:00,8:25:00,Landed 7:45 AM,PR2932,Philippine Airlines,68,54.944,8
8/26/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:24:00,6:35:00,6:46:00,8:25:00,Landed 8:10 AM,PR2932,Philippine Airlines,68,54.944,8
8/25/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:13:00,6:35:00,6:51:00,8:25:00,Landed 8:04 AM,PR2932,Philippine Airlines,68,54.944,8
8/24/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:22:00,6:35:00,6:52:00,8:25:00,Landed 8:15 AM,PR2932,Philippine Airlines,68,54.944,8
8/23/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:15:00,6:35:00,6:59:00,8:25:00,Landed 8:14 AM,PR2932,Philippine Airlines,68,54.944,8
8/22/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:13:00,6:35:00,6:35:00,8:25:00,Landed 7:49 AM,PR2932,Philippine Airlines,68,54.944,8
8/21/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:18:00,6:35:00,6:51:00,8:25:00,Landed 8:09 AM,PR2932,Philippine Airlines,68,54.944,8
8/20/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:10:00,6:35:00,6:31:00,8:25:00,Landed 7:42 AM,PR2932,Philippine Airlines,68,54.944,8
8/19/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:21:00,6:35:00,9:45:00,8:25:00,Landed 11:06 AM,PR2932,Philippine Airlines,68,54.944,8
8/18/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:15:00,6:35:00,6:27:00,8:25:00,Landed 7:42 AM,PR2932,Philippine Airlines,68,54.944,8
8/17/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:21:00,6:35:00,6:39:00,8:25:00,Landed 8:00 AM,PR2932,Philippine Airlines,68,54.944,8
8/16/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:21:00,6:35:00,6:50:00,8:25:00,Landed 8:12 AM,PR2932,Philippine Airlines,68,54.944,8
8/15/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:20:00,6:35:00,6:51:00,8:25:00,Landed 8:12 AM,PR2932,Philippine Airlines,68,54.944,8
8/14/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:14:00,6:35:00,6:18:00,8:25:00,Landed 7:33 AM,PR2932,Philippine Airlines,68,54.944,8
8/13/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:14:00,6:35:00,6:45:00,8:25:00,Landed 8:00 AM,PR2932,Philippine Airlines,68,54.944,8
8/12/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:18:00,6:35:00,6:47:00,8:25:00,Landed 8:06 AM,PR2932,Philippine Airlines,68,54.944,8
8/11/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),0:58:00,6:35:00,6:36:00,8:25:00,Landed 7:34 AM,PR2932,Philippine Airlines,68,54.944,8
8/10/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),0:59:00,6:35:00,6:37:00,8:25:00,Landed 7:37 AM,PR2932,Philippine Airlines,68,54.944,8
8/9/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:18:00,6:35:00,8:43:00,8:25:00,Landed 10:01 AM,PR2932,Philippine Airlines,68,54.944,8
8/8/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:18:00,6:35:00,7:03:00,8:25:00,Landed 8:22 AM,PR2932,Philippine Airlines,68,54.944,8
8/7/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5905),1:15:00,6:35:00,6:33:00,8:25:00,Landed 7:49 AM,PR2932,Philippine Airlines,68,54.944,8
8/6/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:21:00,6:35:00,6:35:00,8:25:00,Landed 7:57 AM,PR2932,Philippine Airlines,68,54.944,8
8/5/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:25:00,6:35:00,6:50:00,8:25:00,Landed 8:16 AM,PR2932,Philippine Airlines,68,54.944,8
8/4/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5905),1:15:00,6:35:00,6:41:00,8:25:00,Landed 7:56 AM,PR2932,Philippine Airlines,68,54.944,8
8/3/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:19:00,6:35:00,6:49:00,8:25:00,Landed 8:08 AM,PR2932,Philippine Airlines,68,54.944,8
8/2/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:24:00,6:35:00,6:36:00,8:25:00,Landed 8:00 AM,PR2932,Philippine Airlines,68,54.944,8
8/1/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5901),1:39:00,6:35:00,6:40:00,8:25:00,Landed 8:19 AM,PR2932,Philippine Airlines,68,54.944,8
7/31/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:21:00,6:35:00,6:49:00,8:25:00,Landed 8:10 AM,PR2932,Philippine Airlines,68,54.944,7
7/30/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:18:00,6:35:00,6:46:00,8:25:00,Landed 8:04 AM,PR2932,Philippine Airlines,68,54.944,7
7/28/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:20:00,6:35:00,6:43:00,8:25:00,Landed 8:04 AM,PR2932,Philippine Airlines,68,54.944,7
7/27/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:15:00,6:35:00,6:58:00,8:25:00,Landed 8:14 AM,PR2932,Philippine Airlines,68,54.944,7
7/21/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5907),1:24:00,6:35:00,6:28:00,8:25:00,Landed 7:52 AM,PR2932,Philippine Airlines,68,54.944,7
7/20/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:15:00,6:35:00,6:30:00,8:25:00,Landed 7:46 AM,PR2932,Philippine Airlines,68,54.944,7
7/19/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:22:00,6:35:00,6:59:00,8:25:00,Landed 8:21 AM,PR2932,Philippine Airlines,68,54.944,7
7/18/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:26:00,6:35:00,7:01:00,8:25:00,Landed 8:28 AM,PR2932,Philippine Airlines,68,54.944,7
7/17/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5917),1:13:00,6:35:00,6:46:00,8:25:00,Landed 7:59 AM,PR2932,Philippine Airlines,68,54.944,7
7/16/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5907),1:16:00,6:35:00,6:40:00,8:25:00,Landed 7:57 AM,PR2932,Philippine Airlines,68,54.944,7
7/15/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:21:00,6:35:00,7:08:00,8:25:00,Landed 8:29 AM,PR2932,Philippine Airlines,68,54.944,7
7/14/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:16:00,6:35:00,9:37:00,8:25:00,Landed 10:53 AM,PR2932,Philippine Airlines,68,54.944,7
7/13/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5915),1:16:00,6:35:00,6:40:00,8:25:00,Landed 7:57 AM,PR2932,Philippine Airlines,68,54.944,7
7/12/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5907),1:19:00,6:35:00,6:50:00,8:25:00,Landed 8:09 AM,PR2932,Philippine Airlines,68,54.944,7
7/11/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5907),1:22:00,6:35:00,7:00:00,8:25:00,Landed 8:23 AM,PR2932,Philippine Airlines,68,54.944,7
7/10/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5907),1:23:00,6:35:00,6:45:00,8:25:00,Landed 8:09 AM,PR2932,Philippine Airlines,68,54.944,7
7/9/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:11:00,6:35:00,6:42:00,8:25:00,Landed 7:54 AM,PR2932,Philippine Airlines,68,54.944,7
7/8/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:13:00,6:35:00,6:35:00,8:25:00,Landed 7:48 AM,PR2932,Philippine Airlines,68,54.944,7
7/7/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5906),1:17:00,6:35:00,6:46:00,8:25:00,Landed 8:03 AM,PR2932,Philippine Airlines,68,54.944,7
7/6/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:21:00,6:35:00,6:56:00,8:25:00,Landed 8:17 AM,PR2932,Philippine Airlines,68,54.944,7
7/5/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5903),1:26:00,6:35:00,6:48:00,8:25:00,Landed 8:14 AM,PR2932,Philippine Airlines,68,54.944,7
7/3/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:18:00,6:35:00,6:32:00,8:25:00,Landed 7:50 AM,PR2932,Philippine Airlines,68,54.944,7
7/1/2024,Manila (MNL),Basco (BSO),DH8D (RP-C5911),1:31:00,6:35:00,6:55:00,8:25:00,Landed 8:26 AM,PR2932,Philippine Airlines,68,54.944,7
6/30/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:47:00,13:05:00,13:34:00,14:55:00,Landed 3:22 PM,5J773,Cebu Pacific,186,162.75,6
6/29/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:09:00,13:05:00,13:19:00,14:55:00,Landed 2:28 PM,5J773,Cebu Pacific,186,162.75,6
6/28/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:14:00,13:05:00,14:53:00,14:55:00,Landed 4:07 PM,5J773,Cebu Pacific,186,162.75,6
6/27/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:15:00,13:05:00,13:30:00,14:55:00,Landed 2:44 PM,5J773,Cebu Pacific,186,162.75,6
6/26/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:18:00,13:05:00,13:26:00,14:55:00,Landed 2:44 PM,5J773,Cebu Pacific,186,162.75,6
6/25/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:16:00,13:05:00,13:59:00,14:55:00,Landed 3:15 PM,5J773,Cebu Pacific,186,162.75,6
6/24/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:19:00,13:05:00,13:54:00,14:55:00,Landed 3:13 PM,5J773,Cebu Pacific,186,162.75,6
6/23/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:18:00,13:05:00,13:32:00,14:55:00,Landed 2:51 PM,5J773,Cebu Pacific,186,162.75,6
6/22/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:15:00,13:05:00,13:19:00,14:55:00,Landed 2:33 PM,5J773,Cebu Pacific,186,162.75,6
6/21/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:19:00,13:05:00,13:49:00,14:55:00,Landed 3:08 PM,5J773,Cebu Pacific,186,162.75,6
6/20/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:18:00,13:05:00,13:25:00,14:55:00,Landed 2:43 PM,5J773,Cebu Pacific,186,162.75,6
6/19/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:12:00,13:05:00,13:39:00,14:55:00,Landed 2:51 PM,5J773,Cebu Pacific,186,162.75,6
6/18/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:15:00,13:05:00,14:39:00,14:55:00,Landed 3:54 PM,5J773,Cebu Pacific,186,162.75,6
6/17/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:13:00,13:05:00,13:13:00,14:55:00,Landed 2:26 PM,5J773,Cebu Pacific,186,162.75,6
6/16/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3281),1:16:00,13:05:00,13:34:00,14:55:00,Landed 2:50 PM,5J773,Cebu Pacific,186,162.75,6
6/15/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C3279),1:15:00,13:05:00,13:22:00,14:55:00,Landed 2:37 PM,5J773,Cebu Pacific,186,162.75,6
6/14/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:15:00,13:05:00,13:34:00,14:55:00,Landed 2:49 PM,5J773,Cebu Pacific,186,162.75,6
6/13/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3281),1:25:00,13:05:00,13:30:00,14:55:00,Landed 2:56 PM,5J773,Cebu Pacific,186,162.75,6
6/12/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4267),1:08:00,13:05:00,13:14:00,14:55:00,Landed 2:22 PM,5J773,Cebu Pacific,186,162.75,6
6/11/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3281),€”,13:05:00,13:45:00,14:55:00,Diverted to CEB,5J773,Cebu Pacific,186,162.75,6
6/10/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4264),1:17:00,13:05:00,13:24:00,14:55:00,Landed 2:41 PM,5J773,Cebu Pacific,186,162.75,6
6/9/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:11:00,13:05:00,13:42:00,14:55:00,Landed 2:52 PM,5J773,Cebu Pacific,186,162.75,6
6/8/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:17:00,13:05:00,13:08:00,14:55:00,Landed 2:25 PM,5J773,Cebu Pacific,186,162.75,6
6/7/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3281),1:18:00,13:05:00,13:35:00,14:55:00,Landed 2:53 PM,5J773,Cebu Pacific,186,162.75,6
6/6/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4266),1:19:00,13:05:00,13:21:00,14:55:00,Landed 2:40 PM,5J773,Cebu Pacific,186,162.75,6
6/5/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:22:00,13:05:00,14:03:00,14:55:00,Landed 3:25 PM,5J773,Cebu Pacific,186,162.75,6
6/4/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:16:00,13:05:00,13:39:00,14:55:00,Landed 2:55 PM,5J773,Cebu Pacific,186,162.75,6
6/3/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:09:00,13:05:00,13:30:00,14:55:00,Landed 2:39 PM,5J773,Cebu Pacific,186,162.75,6
6/2/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:10:00,13:05:00,13:30:00,14:55:00,Landed 2:41 PM,5J773,Cebu Pacific,186,162.75,6
6/1/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4135),1:17:00,13:05:00,13:48:00,14:55:00,Landed 3:05 PM,5J773,Cebu Pacific,186,162.75,6
5/31/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4264),1:14:00,13:05:00,13:42:00,14:55:00,Landed 2:56 PM,5J773,Cebu Pacific,186,160.704,5
5/30/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4266),1:11:00,13:05:00,14:04:00,14:55:00,Landed 3:15 PM,5J773,Cebu Pacific,186,160.704,5
5/29/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:12:00,13:05:00,13:22:00,14:55:00,Landed 2:34 PM,5J773,Cebu Pacific,186,160.704,5
5/28/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4135),1:10:00,13:05:00,13:32:00,14:55:00,Landed 2:42 PM,5J773,Cebu Pacific,186,160.704,5
5/27/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:14:00,13:05:00,14:20:00,14:55:00,Landed 3:35 PM,5J773,Cebu Pacific,186,160.704,5
5/26/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4156),1:09:00,13:05:00,13:50:00,14:55:00,Landed 2:58 PM,5J773,Cebu Pacific,186,160.704,5
5/25/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:20:00,13:05:00,13:44:00,14:55:00,Landed 3:04 PM,5J773,Cebu Pacific,186,160.704,5
5/24/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:19:00,13:05:00,14:47:00,14:55:00,Landed 4:06 PM,5J773,Cebu Pacific,186,160.704,5
5/23/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4268),1:18:00,13:05:00,13:55:00,14:55:00,Landed 3:13 PM,5J773,Cebu Pacific,186,160.704,5
5/22/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:14:00,13:05:00,13:58:00,14:55:00,Landed 3:12 PM,5J773,Cebu Pacific,186,160.704,5
5/21/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4264),1:14:00,13:05:00,13:44:00,14:55:00,Landed 2:58 PM,5J773,Cebu Pacific,186,160.704,5
5/20/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4267),1:15:00,13:05:00,13:52:00,14:55:00,Landed 3:07 PM,5J773,Cebu Pacific,186,160.704,5
5/19/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:15:00,13:05:00,13:47:00,14:55:00,Landed 3:01 PM,5J773,Cebu Pacific,186,160.704,5
5/18/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:12:00,13:05:00,13:28:00,14:55:00,Landed 2:40 PM,5J773,Cebu Pacific,186,160.704,5
5/17/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4268),1:36:00,13:05:00,13:24:00,14:55:00,Landed 3:01 PM,5J773,Cebu Pacific,186,160.704,5
5/16/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),0:08:00,14:34:00,13:22:00,13:30:00,Landed 1:30 PM,5J773,Cebu Pacific,186,160.704,5
5/16/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),3:20:00,13:05:00,11:42:00,14:55:00,Landed 3:02 PM,5J773,Cebu Pacific,186,160.704,5
5/15/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:12:00,13:05:00,13:32:00,14:55:00,Landed 2:44 PM,5J773,Cebu Pacific,186,160.704,5
5/14/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:15:00,13:05:00,13:31:00,14:55:00,Landed 2:45 PM,5J773,Cebu Pacific,186,160.704,5
5/13/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:08:00,13:05:00,13:14:00,14:55:00,Landed 2:23 PM,5J773,Cebu Pacific,186,160.704,5
5/12/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:16:00,13:05:00,13:10:00,14:55:00,Landed 2:27 PM,5J773,Cebu Pacific,186,160.704,5
5/11/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:15:00,13:05:00,13:22:00,14:55:00,Landed 2:37 PM,5J773,Cebu Pacific,186,160.704,5
5/10/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:14:00,13:05:00,15:06:00,14:55:00,Landed 4:21 PM,5J773,Cebu Pacific,186,160.704,5
5/9/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4262),1:20:00,13:05:00,13:56:00,14:55:00,Landed 3:16 PM,5J773,Cebu Pacific,186,160.704,5
5/8/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4130),1:13:00,13:05:00,13:28:00,14:55:00,Landed 2:42 PM,5J773,Cebu Pacific,186,160.704,5
5/7/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:17:00,13:05:00,13:36:00,14:55:00,Landed 2:53 PM,5J773,Cebu Pacific,186,160.704,5
5/6/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4105),1:20:00,13:05:00,14:42:00,14:55:00,Landed 4:02 PM,5J773,Cebu Pacific,186,160.704,5
5/5/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:19:00,13:05:00,14:00:00,14:55:00,Landed 3:19 PM,5J773,Cebu Pacific,186,160.704,5
5/4/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4130),1:17:00,13:05:00,13:31:00,14:55:00,Landed 2:48 PM,5J773,Cebu Pacific,186,160.704,5
5/3/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:23:00,13:05:00,15:48:00,14:55:00,Landed 5:11 PM,5J773,Cebu Pacific,186,160.704,5
5/2/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:15:00,13:05:00,14:20:00,14:55:00,Landed 3:35 PM,5J773,Cebu Pacific,186,160.704,5
5/1/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4263),1:15:00,13:05:00,13:32:00,14:55:00,Landed 2:48 PM,5J773,Cebu Pacific,186,160.704,5
4/30/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4263),1:18:00,13:05:00,13:39:00,14:55:00,Landed 2:57 PM,5J773,Cebu Pacific,186,155.868,4
4/29/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:21:00,13:05:00,13:32:00,14:55:00,Landed 2:53 PM,5J773,Cebu Pacific,186,155.868,4
4/28/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:10:00,13:05:00,13:38:00,14:55:00,Landed 2:49 PM,5J773,Cebu Pacific,186,155.868,4
4/27/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4105),1:19:00,13:05:00,13:31:00,14:55:00,Landed 2:49 PM,5J773,Cebu Pacific,186,155.868,4
4/26/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:15:00,13:05:00,14:38:00,14:55:00,Landed 3:53 PM,5J773,Cebu Pacific,186,155.868,4
4/25/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:11:00,13:05:00,13:17:00,14:55:00,Landed 2:28 PM,5J773,Cebu Pacific,186,155.868,4
4/24/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:15:00,13:05:00,13:41:00,14:55:00,Landed 2:55 PM,5J773,Cebu Pacific,186,155.868,4
4/23/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4262),1:18:00,13:05:00,14:22:00,14:55:00,Landed 3:40 PM,5J773,Cebu Pacific,186,155.868,4
4/22/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4350),1:12:00,13:05:00,13:30:00,14:55:00,Landed 2:42 PM,5J773,Cebu Pacific,186,155.868,4
4/21/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C3277),1:11:00,13:05:00,13:38:00,14:55:00,Landed 2:49 PM,5J773,Cebu Pacific,186,155.868,4
4/20/2025,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:18:00,13:05:00,13:33:00,14:55:00,Landed 2:51 PM,5J773,Cebu Pacific,186,155.868,4
4/19/2025,Manila (MNL),Pagadian (PAG),A20N (RP-C4265),1:10:00,13:05:00,13:07:00,14:55:00,Landed 2:18 PM,5J773,Cebu Pacific,186,155.868,4
