DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS,LOAD FACTOR,MONTH
7/1/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:06:00,6:20:00,7:01:00,7:50:00,Landed 8:07 AM,5J561,Cebu Pacific,230,204.24,7
7/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),1:04:00,7:25:00,7:55:00,9:05:00,Landed 8:59 AM,5J551,Cebu Pacific,186,165.168,7
7/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),0:59:00,9:00:00,9:34:00,10:35:00,Landed 10:33 AM,5J585,Cebu Pacific,186,165.168,7
7/1/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:58:00,10:10:00,10:32:00,11:45:00,Landed 11:30 AM,5J565,Cebu Pacific,230,204.24,7
7/1/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:57:00,16:45:00,16:56:00,18:15:00,Landed 5:53 PM,5J571,Cebu Pacific,230,204.24,7
7/1/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3905),0:59:00,17:15:00,17:53:00,18:50:00,Landed 6:52 PM,5J569,Cebu Pacific,465,412.92,7
7/1/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4330),1:00:00,19:00:00,20:18:00,20:35:00,Landed 9:18 PM,5J573,Cebu Pacific,186,165.168,7
7/2/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:55:00,6:20:00,7:10:00,7:50:00,Landed 8:05 AM,5J561,Cebu Pacific,230,204.24,7
7/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),0:57:00,9:00:00,9:40:00,10:35:00,Landed 10:37 AM,5J585,Cebu Pacific,186,165.168,7
7/2/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:01:00,10:10:00,10:25:00,11:45:00,Landed 11:26 AM,5J565,Cebu Pacific,230,204.24,7
7/2/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4126),0:59:00,16:45:00,17:20:00,18:15:00,Landed 6:20 PM,5J571,Cebu Pacific,230,204.24,7
7/2/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4144),0:56:00,17:25:00,17:47:00,19:00:00,Landed 6:43 PM,5J569,Cebu Pacific,186,165.168,7
7/2/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),0:58:00,19:00:00,19:27:00,20:35:00,Landed 8:25 PM,5J573,Cebu Pacific,186,165.168,7
7/3/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4116),0:59:00,6:20:00,6:54:00,7:50:00,Landed 7:54 AM,5J561,Cebu Pacific,230,204.24,7
7/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),1:02:00,7:25:00,8:03:00,9:05:00,Landed 9:05 AM,5J551,Cebu Pacific,186,165.168,7
7/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:02:00,9:00:00,9:42:00,10:35:00,Landed 10:44 AM,5J585,Cebu Pacific,186,165.168,7
7/3/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:04:00,10:10:00,10:46:00,11:45:00,Landed 11:50 AM,5J565,Cebu Pacific,230,204.24,7
7/3/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),0:58:00,16:45:00,17:09:00,18:15:00,Landed 6:07 PM,5J571,Cebu Pacific,230,204.24,7
7/3/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),0:58:00,19:00:00,19:26:00,20:35:00,Landed 8:24 PM,5J573,Cebu Pacific,186,165.168,7
7/4/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),1:00:00,6:20:00,7:05:00,7:50:00,Landed 8:06 AM,5J561,Cebu Pacific,186,165.168,7
7/4/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4136),1:00:00,7:25:00,7:44:00,9:05:00,Landed 8:45 AM,5J551,Cebu Pacific,186,165.168,7
7/4/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:00:00,9:00:00,9:29:00,10:35:00,Landed 10:29 AM,5J585,Cebu Pacific,186,165.168,7
7/4/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:59:00,16:45:00,17:10:00,18:15:00,Landed 6:09 PM,5J571,Cebu Pacific,230,204.24,7
7/4/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:57:00,17:25:00,17:55:00,19:00:00,Landed 6:52 PM,5J569,Cebu Pacific,230,204.24,7
7/4/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),1:00:00,19:00:00,19:46:00,20:35:00,Landed 8:46 PM,5J573,Cebu Pacific,186,165.168,7
7/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),1:00:00,6:20:00,6:43:00,7:50:00,Landed 7:43 AM,5J561,Cebu Pacific,230,204.24,7
7/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),0:59:00,7:25:00,7:45:00,9:05:00,Landed 8:43 AM,5J551,Cebu Pacific,186,165.168,7
7/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),0:59:00,9:00:00,9:29:00,10:35:00,Landed 10:29 AM,5J585,Cebu Pacific,186,165.168,7
7/5/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:59:00,10:10:00,10:29:00,11:45:00,Landed 11:29 AM,5J565,Cebu Pacific,230,204.24,7
7/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),1:00:00,16:45:00,17:25:00,18:15:00,Landed 6:25 PM,5J571,Cebu Pacific,230,204.24,7
7/5/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),0:58:00,17:15:00,17:38:00,18:50:00,Landed 6:36 PM,5J569,Cebu Pacific,230,204.24,7
7/5/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),0:57:00,19:00:00,19:55:00,20:35:00,Landed 8:52 PM,5J573,Cebu Pacific,186,165.168,7
7/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),1:00:00,6:20:00,7:34:00,7:50:00,Landed 8:34 AM,5J561,Cebu Pacific,230,204.24,7
7/6/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4138),1:10:00,7:25:00,7:37:00,9:05:00,Landed 8:47 AM,5J551,Cebu Pacific,186,165.168,7
7/6/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:02:00,9:00:00,9:24:00,10:35:00,Landed 10:26 AM,5J585,Cebu Pacific,186,165.168,7
7/6/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:09:00,10:10:00,10:26:00,11:45:00,Landed 11:35 AM,5J565,Cebu Pacific,230,204.24,7
7/6/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),1:00:00,16:45:00,17:04:00,18:15:00,Landed 6:04 PM,5J571,Cebu Pacific,230,204.24,7
7/6/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3900),1:02:00,17:15:00,17:59:00,18:50:00,Landed 7:01 PM,5J569,Cebu Pacific,465,412.92,7
7/6/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),1:01:00,19:00:00,19:19:00,20:35:00,Landed 8:20 PM,5J573,Cebu Pacific,186,165.168,7
7/7/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:04:00,6:20:00,7:02:00,7:50:00,Landed 8:06 AM,5J561,Cebu Pacific,230,204.24,7
7/7/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4110),1:02:00,7:25:00,7:46:00,9:05:00,Landed 8:49 AM,5J551,Cebu Pacific,186,165.168,7
7/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),1:00:00,9:00:00,9:31:00,10:35:00,Landed 10:32 AM,5J585,Cebu Pacific,186,165.168,7
7/7/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:56:00,16:45:00,17:13:00,18:15:00,Landed 6:09 PM,5J571,Cebu Pacific,230,204.24,7
7/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),1:02:00,17:25:00,17:51:00,19:00:00,Landed 6:52 PM,5J569,Cebu Pacific,186,165.168,7
7/7/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:03:00,19:00:00,19:21:00,20:35:00,Landed 8:25 PM,5J573,Cebu Pacific,186,165.168,7
7/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:07:00,6:20:00,6:57:00,7:50:00,Landed 8:04 AM,5J561,Cebu Pacific,230,204.24,7
7/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),1:03:00,7:25:00,7:33:00,9:05:00,Landed 8:35 AM,5J551,Cebu Pacific,186,165.168,7
7/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),1:01:00,9:00:00,9:13:00,10:35:00,Landed 10:15 AM,5J585,Cebu Pacific,186,165.168,7
7/8/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:56:00,10:10:00,10:35:00,11:45:00,Landed 11:32 AM,5J565,Cebu Pacific,230,204.24,7
7/8/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4120),0:57:00,16:45:00,18:00:00,18:15:00,Landed 6:57 PM,5J571,Cebu Pacific,230,204.24,7
7/8/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),1:01:00,17:15:00,18:26:00,18:50:00,Landed 7:27 PM,5J569,Cebu Pacific,465,412.92,7
7/8/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),1:03:00,19:00:00,19:16:00,20:35:00,Landed 8:19 PM,5J573,Cebu Pacific,186,165.168,7
7/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),1:00:00,6:30:00,7:05:00,8:00:00,Landed 8:05 AM,5J561,Cebu Pacific,230,204.24,7
7/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),1:10:00,9:00:00,9:22:00,10:35:00,Landed 10:33 AM,5J585,Cebu Pacific,186,165.168,7
7/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4115),0:56:00,10:10:00,10:23:00,11:45:00,Landed 11:19 AM,5J565,Cebu Pacific,230,204.24,7
7/9/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),0:56:00,16:45:00,17:07:00,18:15:00,Landed 6:03 PM,5J571,Cebu Pacific,230,204.24,7
7/9/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),0:58:00,17:25:00,17:44:00,19:00:00,Landed 6:42 PM,5J569,Cebu Pacific,230,204.24,7
7/9/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),1:03:00,19:00:00,19:17:00,20:35:00,Landed 8:21 PM,5J573,Cebu Pacific,186,165.168,7
7/10/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3287),0:56:00,6:20:00,6:57:00,7:50:00,Landed 7:52 AM,5J561,Cebu Pacific,186,165.168,7
7/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4105),0:58:00,7:25:00,7:42:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,165.168,7
7/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),0:57:00,9:00:00,9:28:00,10:35:00,Landed 10:25 AM,5J585,Cebu Pacific,186,165.168,7
7/10/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:58:00,10:10:00,11:11:00,11:45:00,Landed 12:09 PM,5J565,Cebu Pacific,230,204.24,7
7/10/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:02:00,16:45:00,17:03:00,18:15:00,Landed 6:05 PM,5J571,Cebu Pacific,230,204.24,7
7/10/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:01:00,19:00:00,19:39:00,20:35:00,Landed 8:40 PM,5J573,Cebu Pacific,186,165.168,7
7/11/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:04:00,6:20:00,6:54:00,7:50:00,Landed 7:59 AM,5J561,Cebu Pacific,230,204.24,7
7/11/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),1:02:00,7:25:00,7:45:00,9:05:00,Landed 8:48 AM,5J551,Cebu Pacific,186,165.168,7
7/11/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),1:05:00,9:00:00,9:21:00,10:35:00,Landed 10:25 AM,5J585,Cebu Pacific,186,165.168,7
7/11/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),0:57:00,16:45:00,17:11:00,18:15:00,Landed 6:09 PM,5J571,Cebu Pacific,465,412.92,7
7/11/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:58:00,17:25:00,17:53:00,19:00:00,Landed 6:51 PM,5J569,Cebu Pacific,230,204.24,7
7/11/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:09:00,19:00:00,20:25:00,20:35:00,Landed 9:33 PM,5J573,Cebu Pacific,186,165.168,7
7/12/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3907),1:02:00,7:25:00,9:45:00,9:05:00,Landed 10:46 AM,5J551,Cebu Pacific,465,412.92,7
7/12/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),1:06:00,9:00:00,10:05:00,10:35:00,Landed 11:11 AM,5J585,Cebu Pacific,186,165.168,7
7/12/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4112),1:06:00,10:10:00,11:36:00,11:45:00,Landed 12:42 PM,5J565,Cebu Pacific,230,204.24,7
7/12/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),1:03:00,16:45:00,17:35:00,18:15:00,Landed 6:38 PM,5J571,Cebu Pacific,230,204.24,7
7/12/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),1:05:00,17:15:00,17:40:00,18:50:00,Landed 6:45 PM,5J569,Cebu Pacific,230,204.24,7
7/12/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:55:00,19:00:00,21:06:00,20:30:00,Landed 10:01 PM,5J573,Cebu Pacific,230,204.24,7
7/13/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3907),1:03:00,6:20:00,6:55:00,7:50:00,Landed 7:58 AM,5J561,Cebu Pacific,465,412.92,7
7/13/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),1:00:00,7:25:00,7:36:00,9:05:00,Landed 8:36 AM,5J551,Cebu Pacific,186,165.168,7
7/13/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),0:57:00,9:00:00,9:24:00,10:35:00,Landed 10:21 AM,5J585,Cebu Pacific,186,165.168,7
7/13/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:55:00,10:10:00,10:49:00,11:45:00,Landed 11:44 AM,5J565,Cebu Pacific,230,204.24,7
7/13/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:55:00,16:45:00,17:05:00,18:15:00,Landed 6:00 PM,5J571,Cebu Pacific,230,204.24,7
7/13/2024,Manila (MNL),Cebu (CEB),A20N (RP-C3239),0:54:00,17:25:00,17:37:00,19:00:00,Landed 6:32 PM,5J569,Cebu Pacific,186,165.168,7
7/13/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4100),0:55:00,19:00:00,19:25:00,20:35:00,Landed 8:20 PM,5J573,Cebu Pacific,186,165.168,7
7/14/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),0:59:00,6:20:00,6:58:00,7:50:00,Landed 7:57 AM,5J561,Cebu Pacific,465,412.92,7
7/14/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),1:04:00,7:25:00,7:44:00,9:05:00,Landed 8:47 AM,5J551,Cebu Pacific,186,165.168,7
7/14/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),0:58:00,9:00:00,9:08:00,10:35:00,Landed 10:05 AM,5J585,Cebu Pacific,186,165.168,7
7/14/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4122),1:00:00,16:45:00,17:10:00,18:15:00,Landed 6:10 PM,5J571,Cebu Pacific,230,204.24,7
7/14/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),1:01:00,17:25:00,17:31:00,19:00:00,Landed 6:32 PM,5J569,Cebu Pacific,230,204.24,7
7/14/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),0:57:00,19:00:00,21:55:00,20:35:00,Landed 10:53 PM,5J573,Cebu Pacific,186,165.168,7
7/15/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),0:54:00,6:20:00,6:59:00,7:50:00,Landed 7:54 AM,5J561,Cebu Pacific,230,204.24,7
7/15/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:56:00,7:25:00,7:37:00,9:05:00,Landed 8:33 AM,5J551,Cebu Pacific,186,165.168,7
7/15/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),0:57:00,9:00:00,9:21:00,10:35:00,Landed 10:18 AM,5J585,Cebu Pacific,186,165.168,7
7/15/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),0:57:00,10:10:00,10:40:00,11:45:00,Landed 11:37 AM,5J565,Cebu Pacific,230,204.24,7
7/15/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4118),1:01:00,16:45:00,17:10:00,18:15:00,Landed 6:11 PM,5J571,Cebu Pacific,230,204.24,7
7/15/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3900),0:59:00,17:15:00,17:45:00,18:50:00,Landed 6:45 PM,5J569,Cebu Pacific,465,412.92,7
7/15/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:02:00,19:00:00,19:28:00,20:35:00,Landed 8:30 PM,5J573,Cebu Pacific,186,165.168,7
7/16/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4124),1:03:00,6:20:00,7:12:00,7:50:00,Landed 8:15 AM,5J561,Cebu Pacific,230,204.24,7
7/16/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3264),1:00:00,9:00:00,9:50:00,10:35:00,Landed 10:50 AM,5J585,Cebu Pacific,186,165.168,7
7/16/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4158),0:59:00,10:10:00,10:45:00,11:45:00,Landed 11:45 AM,5J565,Cebu Pacific,186,165.168,7
7/16/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4142),0:59:00,16:45:00,17:09:00,18:15:00,Landed 6:08 PM,5J571,Cebu Pacific,230,204.24,7
7/16/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3906),0:58:00,19:00:00,20:06:00,20:35:00,Landed 9:04 PM,5J573,Cebu Pacific,465,412.92,7
7/17/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4124),0:58:00,6:20:00,6:53:00,7:50:00,Landed 7:51 AM,5J561,Cebu Pacific,230,204.24,7
7/17/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4123),0:58:00,7:25:00,10:28:00,9:05:00,Landed 11:27 AM,5J551,Cebu Pacific,230,204.24,7
7/17/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),1:02:00,9:00:00,9:33:00,10:35:00,Landed 10:35 AM,5J585,Cebu Pacific,186,165.168,7
7/17/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4107),1:06:00,10:10:00,10:38:00,11:45:00,Landed 11:44 AM,5J565,Cebu Pacific,186,165.168,7
7/17/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),1:07:00,16:45:00,17:42:00,18:15:00,Landed 6:48 PM,5J571,Cebu Pacific,230,204.24,7
7/17/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3267),1:04:00,19:00:00,19:25:00,20:35:00,Landed 8:30 PM,5J573,Cebu Pacific,186,165.168,7
7/18/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4136),1:01:00,7:25:00,7:59:00,9:05:00,Landed 9:00 AM,5J551,Cebu Pacific,186,165.168,7
7/18/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),1:04:00,9:00:00,10:03:00,10:35:00,Landed 11:08 AM,5J585,Cebu Pacific,186,165.168,7
7/18/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),1:03:00,16:45:00,20:17:00,18:15:00,Landed 9:20 PM,5J571,Cebu Pacific,465,412.92,7
7/18/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),1:06:00,17:25:00,17:36:00,19:00:00,Landed 6:42 PM,5J569,Cebu Pacific,230,204.24,7
7/18/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),1:00:00,19:00:00,21:59:00,20:35:00,Landed 10:59 PM,5J573,Cebu Pacific,186,165.168,7
7/19/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4133),0:54:00,6:30:00,7:09:00,8:00:00,Landed 8:03 AM,5J561,Cebu Pacific,230,204.24,7
7/19/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4117),0:56:00,7:25:00,10:16:00,9:05:00,Landed 11:12 AM,5J551,Cebu Pacific,230,204.24,7
7/19/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),0:58:00,9:00:00,9:30:00,10:35:00,Landed 10:29 AM,5J585,Cebu Pacific,186,165.168,7
7/19/2024,Manila (MNL),Cebu (CEB),320,0:57:00,10:10:00,11:19:00,11:45:00,Landed 12:16 PM,5J565,Cebu Pacific,186,165.168,7
7/19/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4121),0:54:00,16:45:00,21:41:00,18:15:00,Landed 10:35 PM,5J571,Cebu Pacific,230,204.24,7
7/19/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:56:00,17:15:00,23:04:00,18:50:00,Landed 12:00 AM,5J569,Cebu Pacific,230,204.24,7
7/20/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3901),1:04:00,6:20:00,7:42:00,7:50:00,Landed 8:46 AM,5J561,Cebu Pacific,465,412.92,7
7/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4156),0:57:00,7:25:00,9:50:00,9:05:00,Landed 10:47 AM,5J551,Cebu Pacific,186,165.168,7
7/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3268),1:13:00,9:00:00,10:11:00,10:35:00,Landed 11:24 AM,5J585,Cebu Pacific,186,165.168,7
7/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),0:59:00,10:10:00,10:59:00,11:45:00,Landed 11:58 AM,5J565,Cebu Pacific,186,165.168,7
7/20/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:00:00,16:45:00,17:16:00,18:15:00,Landed 6:16 PM,5J571,Cebu Pacific,230,204.24,7
7/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),0:57:00,17:25:00,18:17:00,19:00:00,Landed 7:14 PM,5J569,Cebu Pacific,186,165.168,7
7/20/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4103),1:05:00,19:00:00,21:42:00,20:35:00,Landed 10:47 PM,5J573,Cebu Pacific,186,165.168,7
7/21/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4141),0:54:00,6:20:00,6:56:00,7:50:00,Landed 7:51 AM,5J561,Cebu Pacific,230,204.24,7
7/21/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4135),0:54:00,7:25:00,7:46:00,9:05:00,Landed 8:40 AM,5J551,Cebu Pacific,186,165.168,7
7/21/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3279),0:57:00,9:00:00,9:32:00,10:35:00,Landed 10:29 AM,5J585,Cebu Pacific,186,165.168,7
7/21/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4143),0:59:00,16:45:00,17:01:00,18:15:00,Landed 6:01 PM,5J571,Cebu Pacific,230,204.24,7
7/21/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3902),0:54:00,19:00:00,19:37:00,20:35:00,Landed 8:31 PM,5J573,Cebu Pacific,465,412.92,7
7/22/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4159),1:01:00,7:25:00,9:23:00,9:05:00,Landed 10:24 AM,5J551,Cebu Pacific,186,165.168,7
7/22/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:02:00,9:00:00,9:34:00,10:35:00,Landed 10:35 AM,5J585,Cebu Pacific,186,165.168,7
7/22/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4160),0:57:00,10:10:00,10:38:00,11:45:00,Landed 11:36 AM,5J565,Cebu Pacific,186,165.168,7
7/22/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),0:57:00,16:45:00,18:09:00,18:15:00,Landed 7:07 PM,5J571,Cebu Pacific,186,165.168,7
7/22/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3900),0:58:00,17:15:00,18:05:00,18:50:00,Landed 7:03 PM,5J569,Cebu Pacific,465,412.92,7
7/22/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4140),0:54:00,19:00:00,21:15:00,20:35:00,Landed 10:09 PM,5J573,Cebu Pacific,230,204.24,7
7/23/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),0:58:00,6:20:00,7:13:00,7:50:00,Landed 8:11 AM,5J561,Cebu Pacific,186,165.168,7
7/23/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4106),1:00:00,9:00:00,11:23:00,10:35:00,Landed 12:23 PM,5J585,Cebu Pacific,186,165.168,7
7/23/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),0:56:00,10:55:00,14:00:00,12:30:00,Landed 2:56 PM,5J565,Cebu Pacific,186,165.168,7
7/23/2024,Manila (MNL),Cebu (CEB),A21N (RP-C4124),0:53:00,16:45:00,18:00:00,18:15:00,Landed 6:53 PM,5J571,Cebu Pacific,230,204.24,7
7/23/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3904),1:05:00,17:25:00,20:40:00,19:00:00,Landed 9:45 PM,5J569,Cebu Pacific,465,412.92,7
7/23/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4111),1:01:00,19:00:00,23:01:00,20:35:00,Landed 12:02 AM,5J573,Cebu Pacific,230,204.24,7
7/23/2024,Manila (MNL),Cebu (CEB),AT76 (RP-C7290),1:30:00,23:15:00,21:45:00,23:15:00,Landed 11:15 PM,DG6505,Cebgo,72,63.936,7
7/24/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4113),0:59:00,6:20:00,10:17:00,7:50:00,Landed 11:16 AM,5J561,Cebu Pacific,230,204.24,7
7/24/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3277),1:00:00,7:25:00,15:14:00,9:05:00,Landed 4:14 PM,5J551,Cebu Pacific,186,165.168,7
7/24/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),0:57:00,9:00:00,11:56:00,10:35:00,Landed 12:53 PM,5J585,Cebu Pacific,186,165.168,7
7/24/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3268),1:05:00,10:10:00,14:35:00,11:45:00,Landed 3:40 PM,5J565,Cebu Pacific,186,165.168,7
7/25/2024,Manila (MNL),Cebu (CEB),A20N (RP-C4267),0:56:00,7:25:00,7:44:00,9:05:00,Landed 8:39 AM,5J551,Cebu Pacific,186,165.168,7
7/25/2024,Manila (MNL),Cebu (CEB),A339 (RP-C3903),0:57:00,16:45:00,17:35:00,18:15:00,Landed 6:32 PM,5J571,Cebu Pacific,465,412.92,7
7/25/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4102),1:01:00,19:00:00,20:28:00,20:35:00,Landed 9:29 PM,5J573,Cebu Pacific,186,165.168,7
7/26/2024,Manila (MNL),Cebu (CEB),A321 (RP-C4114),1:01:00,6:20:00,7:17:00,7:50:00,Landed 8:18 AM,5J561,Cebu Pacific,230,204.24,7
7/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C3278),0:57:00,7:25:00,8:05:00,9:05:00,Landed 9:02 AM,5J551,Cebu Pacific,186,165.168,7
7/26/2024,Manila (MNL),Cebu (CEB),A320 (RP-C4101),1:00:00,9:00:00,10:29:00,10:35:00,Landed 11:29 AM,5J585,Cebu Pacific,186,165.168,7
