DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE
3-Sep-24,Manila (MNL),Pagadian (PAG),320,1:15,2:05 PM,2:28 PM,3:55 PM,Landed 3:44 PM,5J773,Cebu Pacific
2-Sep-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:23,1:55 PM,2:03 PM,3:45 PM,Landed 3:26 PM,5J773,Cebu Pacific
1-Sep-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:17,2:05 PM,2:24 PM,3:55 PM,Landed 3:41 PM,5J773,Cebu Pacific
31-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),1:22,1:55 PM,2:45 PM,3:45 PM,Landed 4:07 PM,5J773,Cebu Pacific
30-Aug-24,Cebu (CEB),Manila (MNL),A20N (RP-C4134),1:02,6:26 PM,5:24 PM,6:26 PM,Landed 6:26 PM,5J773,Cebu Pacific
30-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),-,4:23 PM,,4:23 PM,Diverted to CEB,5J773,Cebu Pacific
30-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),1:14,1:55 PM,2:12 PM,3:45 PM,Landed 3:25 PM,5J773,Cebu Pacific
29-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:17,1:55 PM,2:14 PM,3:45 PM,Landed 3:31 PM,5J773,Cebu Pacific
28-Aug-24,Manila (MNL),Pagadian (PAG),,1:14,1:55 PM,3:18 PM,3:45 PM,Landed 4:32 PM,5J773,Cebu Pacific
27-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4263),1:19,1:55 PM,2:13 PM,3:45 PM,Landed 3:32 PM,5J773,Cebu Pacific
26-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:15,1:55 PM,2:44 PM,3:45 PM,Landed 3:59 PM,5J773,Cebu Pacific
25-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:19,1:55 PM,2:33 PM,3:45 PM,Landed 3:53 PM,5J773,Cebu Pacific
24-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:20,1:55 PM,2:06 PM,3:45 PM,Landed 3:27 PM,5J773,Cebu Pacific
23-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:16,1:55 PM,2:16 PM,3:45 PM,Landed 3:32 PM,5J773,Cebu Pacific
22-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:16,1:55 PM,2:24 PM,3:45 PM,Landed 3:40 PM,5J773,Cebu Pacific
21-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:14,1:55 PM,2:09 PM,3:45 PM,Landed 3:23 PM,5J773,Cebu Pacific
20-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:27,1:55 PM,2:14 PM,3:45 PM,Landed 3:41 PM,5J773,Cebu Pacific
19-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3278),1:18,1:55 PM,2:16 PM,3:45 PM,Landed 3:33 PM,5J773,Cebu Pacific
18-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4135),1:13,1:55 PM,2:23 PM,3:45 PM,Landed 3:36 PM,5J773,Cebu Pacific
17-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4135),1:18,1:55 PM,2:29 PM,3:45 PM,Landed 3:47 PM,5J773,Cebu Pacific
16-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4331),-,3:38 PM,,,Unknown,5J773,Cebu Pacific
16-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4331),1:18,1:55 PM,2:12 PM,3:45 PM,Landed 3:29 PM,5J773,Cebu Pacific
15-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:19,1:55 PM,2:41 PM,3:45 PM,Landed 4:00 PM,5J773,Cebu Pacific
14-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4331),1:15,1:55 PM,2:18 PM,3:45 PM,Landed 3:33 PM,5J773,Cebu Pacific
13-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:17,1:55 PM,2:23 PM,3:45 PM,Landed 3:40 PM,5J773,Cebu Pacific
12-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:21,1:55 PM,2:16 PM,3:45 PM,Landed 3:37 PM,5J773,Cebu Pacific
11-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3278),1:17,1:55 PM,2:22 PM,3:45 PM,Landed 3:39 PM,5J773,Cebu Pacific
10-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:14,1:55 PM,3:17 PM,3:45 PM,Landed 4:31 PM,5J773,Cebu Pacific
9-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:17,1:55 PM,2:22 PM,3:45 PM,Landed 3:38 PM,5J773,Cebu Pacific
8-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4264),1:28,1:55 PM,2:43 PM,3:45 PM,Landed 4:11 PM,5J773,Cebu Pacific
7-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:16,1:55 PM,2:15 PM,3:45 PM,Landed 3:31 PM,5J773,Cebu Pacific
6-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:12,1:55 PM,2:12 PM,3:45 PM,Landed 3:24 PM,5J773,Cebu Pacific
5-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:15,1:55 PM,2:11 PM,3:45 PM,Landed 3:26 PM,5J773,Cebu Pacific
4-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3267),1:14,1:55 PM,1:59 PM,3:45 PM,Landed 3:13 PM,5J773,Cebu Pacific
3-Aug-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:18,1:55 PM,2:15 PM,3:45 PM,Landed 3:33 PM,5J773,Cebu Pacific
2-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:20,1:55 PM,3:31 PM,3:45 PM,Landed 4:52 PM,5J773,Cebu Pacific
1-Aug-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:11,1:55 PM,2:24 PM,3:45 PM,Landed 3:35 PM,5J773,Cebu Pacific
31-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),1:16,1:40 PM,2:40 PM,3:30 PM,Landed 3:55 PM,5J773,Cebu Pacific
30-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:19,1:40 PM,1:54 PM,3:30 PM,Landed 3:13 PM,5J773,Cebu Pacific
29-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:18,1:40 PM,2:22 PM,3:30 PM,Landed 3:40 PM,5J773,Cebu Pacific
28-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4135),1:11,1:40 PM,2:22 PM,3:30 PM,Landed 3:33 PM,5J773,Cebu Pacific
27-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:21,1:40 PM,1:56 PM,3:30 PM,Landed 3:18 PM,5J773,Cebu Pacific
26-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4144),1:10,1:40 PM,2:40 PM,3:30 PM,Landed 3:50 PM,5J773,Cebu Pacific
25-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:17,1:40 PM,2:54 PM,3:30 PM,Landed 4:11 PM,5J773,Cebu Pacific
22-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4267),1:10,1:40 PM,2:43 PM,3:30 PM,Landed 3:53 PM,5J773,Cebu Pacific
21-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:14,1:40 PM,2:03 PM,3:30 PM,Landed 3:16 PM,5J773,Cebu Pacific
20-Jul-24,Manila (MNL),Cebu (CEB),A320 (RP-C4103),0:46,4:10 PM,3:24 PM,4:10 PM,Landed 4:10 PM,5J773,Cebu Pacific
20-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:12,1:40 PM,1:53 PM,3:30 PM,Landed 3:05 PM,5J773,Cebu Pacific
19-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3277),1:14,1:40 PM,1:56 PM,3:30 PM,Landed 3:10 PM,5J773,Cebu Pacific
18-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4160),1:17,1:40 PM,2:03 PM,3:30 PM,Landed 3:20 PM,5J773,Cebu Pacific
17-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3267),1:15,1:40 PM,2:34 PM,3:30 PM,Landed 3:48 PM,5J773,Cebu Pacific
16-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:17,1:40 PM,3:10 PM,3:30 PM,Landed 4:27 PM,5J773,Cebu Pacific
15-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:10,1:40 PM,2:12 PM,3:30 PM,Landed 3:22 PM,5J773,Cebu Pacific
14-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:15,1:40 PM,2:17 PM,3:30 PM,Landed 3:31 PM,5J773,Cebu Pacific
13-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:11,1:40 PM,2:24 PM,3:30 PM,Landed 3:35 PM,5J773,Cebu Pacific
12-Jul-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:11,1:40 PM,2:23 PM,3:30 PM,Landed 3:33 PM,5J773,Cebu Pacific
11-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3277),1:16,1:40 PM,2:05 PM,3:30 PM,Landed 3:21 PM,5J773,Cebu Pacific
10-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:13,1:40 PM,2:03 PM,3:30 PM,Landed 3:16 PM,5J773,Cebu Pacific
9-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:16,1:40 PM,2:16 PM,3:30 PM,Landed 3:32 PM,5J773,Cebu Pacific
8-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:25,1:40 PM,2:14 PM,3:30 PM,Landed 3:40 PM,5J773,Cebu Pacific
7-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:18,1:40 PM,2:17 PM,3:30 PM,Landed 3:35 PM,5J773,Cebu Pacific
6-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4105),1:15,1:40 PM,1:48 PM,3:30 PM,Landed 3:03 PM,5J773,Cebu Pacific
5-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3278),1:32,1:40 PM,2:23 PM,3:30 PM,Landed 3:55 PM,5J773,Cebu Pacific
4-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:17,1:40 PM,2:32 PM,3:30 PM,Landed 3:50 PM,5J773,Cebu Pacific
3-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:12,1:40 PM,2:00 PM,3:30 PM,Landed 3:12 PM,5J773,Cebu Pacific
2-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:15,1:40 PM,2:05 PM,3:30 PM,Landed 3:20 PM,5J773,Cebu Pacific
1-Jul-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4105),1:18,1:40 PM,1:48 PM,3:30 PM,Landed 3:06 PM,5J773,Cebu Pacific
30-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:17,1:40 PM,2:05 PM,3:30 PM,Landed 3:22 PM,5J773,Cebu Pacific
29-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:11,1:40 PM,1:51 PM,3:30 PM,Landed 3:01 PM,5J773,Cebu Pacific
28-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:16,1:40 PM,1:47 PM,3:30 PM,Landed 3:03 PM,5J773,Cebu Pacific
27-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3267),1:22,1:40 PM,2:06 PM,3:30 PM,Landed 3:28 PM,5J773,Cebu Pacific
26-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:16,1:40 PM,2:30 PM,3:30 PM,Landed 3:46 PM,5J773,Cebu Pacific
25-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3279),1:18,1:40 PM,2:12 PM,3:30 PM,Landed 3:30 PM,5J773,Cebu Pacific
24-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:15,1:40 PM,2:12 PM,3:30 PM,Landed 3:27 PM,5J773,Cebu Pacific
23-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:14,1:40 PM,1:54 PM,3:30 PM,Landed 3:08 PM,5J773,Cebu Pacific
22-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:16,1:40 PM,1:47 PM,3:30 PM,Landed 3:03 PM,5J773,Cebu Pacific
21-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3277),1:18,1:40 PM,2:10 PM,3:30 PM,Landed 3:28 PM,5J773,Cebu Pacific
20-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:18,1:40 PM,1:55 PM,3:30 PM,Landed 3:13 PM,5J773,Cebu Pacific
19-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:12,1:40 PM,2:16 PM,3:30 PM,Landed 3:29 PM,5J773,Cebu Pacific
18-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:18,1:40 PM,2:07 PM,3:30 PM,Landed 3:25 PM,5J773,Cebu Pacific
17-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:13,1:40 PM,1:51 PM,3:30 PM,Landed 3:04 PM,5J773,Cebu Pacific
16-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:18,1:40 PM,2:01 PM,3:30 PM,Landed 3:20 PM,5J773,Cebu Pacific
15-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:17,1:40 PM,1:47 PM,3:30 PM,Landed 3:03 PM,5J773,Cebu Pacific
14-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:22,1:40 PM,2:06 PM,3:30 PM,Landed 3:28 PM,5J773,Cebu Pacific
13-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:16,1:40 PM,2:26 PM,3:30 PM,Landed 3:41 PM,5J773,Cebu Pacific
12-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:17,1:40 PM,2:02 PM,3:30 PM,Landed 3:19 PM,5J773,Cebu Pacific
11-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:19,1:40 PM,2:00 PM,3:30 PM,Landed 3:19 PM,5J773,Cebu Pacific
10-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:16,1:40 PM,2:01 PM,3:30 PM,Landed 3:17 PM,5J773,Cebu Pacific
9-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:12,1:40 PM,2:06 PM,3:30 PM,Landed 3:18 PM,5J773,Cebu Pacific
8-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:13,1:40 PM,2:14 PM,3:30 PM,Landed 3:27 PM,5J773,Cebu Pacific
7-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3278),1:14,1:40 PM,2:07 PM,3:30 PM,Landed 3:21 PM,5J773,Cebu Pacific
6-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:19,1:40 PM,2:17 PM,3:30 PM,Landed 3:35 PM,5J773,Cebu Pacific
5-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4102),1:18,1:40 PM,1:56 PM,3:30 PM,Landed 3:14 PM,5J773,Cebu Pacific
4-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:09,1:40 PM,2:10 PM,3:30 PM,Landed 3:19 PM,5J773,Cebu Pacific
3-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:13,1:40 PM,1:47 PM,3:30 PM,Landed 2:59 PM,5J773,Cebu Pacific
2-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4105),1:12,1:45 PM,2:25 PM,3:35 PM,Landed 3:37 PM,5J773,Cebu Pacific
1-Jun-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:08,1:40 PM,1:53 PM,3:30 PM,Landed 3:00 PM,5J773,Cebu Pacific
31-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4156),1:14,1:40 PM,2:00 PM,3:30 PM,Landed 3:13 PM,5J773,Cebu Pacific
30-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:14,1:40 PM,1:56 PM,3:30 PM,Landed 3:10 PM,5J773,Cebu Pacific
29-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3267),1:17,1:40 PM,3:05 PM,3:30 PM,Landed 4:23 PM,5J773,Cebu Pacific
28-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4108),1:15,1:45 PM,2:12 PM,3:35 PM,Landed 3:27 PM,5J773,Cebu Pacific
27-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3279),1:17,1:40 PM,2:15 PM,3:30 PM,Landed 3:32 PM,5J773,Cebu Pacific
26-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:17,1:45 PM,2:46 PM,3:35 PM,Landed 4:03 PM,5J773,Cebu Pacific
25-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:22,1:40 PM,1:57 PM,3:30 PM,Landed 3:19 PM,5J773,Cebu Pacific
24-May-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4331),1:14,1:40 PM,2:05 PM,3:30 PM,Landed 3:18 PM,5J773,Cebu Pacific
23-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:14,1:40 PM,2:32 PM,3:30 PM,Landed 3:46 PM,5J773,Cebu Pacific
22-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3279),1:16,1:40 PM,1:57 PM,3:30 PM,Landed 3:13 PM,5J773,Cebu Pacific
21-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:14,1:45 PM,1:53 PM,3:35 PM,Landed 3:08 PM,5J773,Cebu Pacific
19-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3278),1:18,1:45 PM,3:04 PM,3:35 PM,Landed 4:22 PM,5J773,Cebu Pacific
18-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4156),1:10,1:40 PM,2:12 PM,3:30 PM,Landed 3:23 PM,5J773,Cebu Pacific
17-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:14,1:40 PM,2:13 PM,3:30 PM,Landed 3:27 PM,5J773,Cebu Pacific
16-May-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:11,1:40 PM,2:43 PM,3:30 PM,Landed 3:54 PM,5J773,Cebu Pacific
14-Apr-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:15,1:45 PM,3:02 PM,3:35 PM,Landed 4:17 PM,5J773,Cebu Pacific
13-Apr-24,Manila (MNL),Pagadian (PAG),,1:13,1:45 PM,3:07 PM,3:35 PM,Landed 4:20 PM,5J773,Cebu Pacific
12-Apr-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:10,1:45 PM,3:04 PM,3:35 PM,Landed 4:14 PM,5J773,Cebu Pacific
11-Apr-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:10,1:45 PM,2:37 PM,3:35 PM,Landed 3:47 PM,5J773,Cebu Pacific
10-Apr-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:15,1:45 PM,2:08 PM,3:35 PM,Landed 3:23 PM,5J773,Cebu Pacific
9-Apr-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:14,1:45 PM,2:09 PM,3:35 PM,Landed 3:24 PM,5J773,Cebu Pacific
8-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4160),1:12,1:45 PM,2:59 PM,3:35 PM,Landed 4:10 PM,5J773,Cebu Pacific
7-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:13,1:45 PM,2:03 PM,3:35 PM,Landed 3:15 PM,5J773,Cebu Pacific
6-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:11,1:45 PM,1:56 PM,3:35 PM,Landed 3:07 PM,5J773,Cebu Pacific
5-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:13,1:45 PM,2:22 PM,3:35 PM,Landed 3:35 PM,5J773,Cebu Pacific
4-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4107),1:15,1:45 PM,2:00 PM,3:35 PM,Landed 3:15 PM,5J773,Cebu Pacific
3-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:15,1:45 PM,2:13 PM,3:35 PM,Landed 3:28 PM,5J773,Cebu Pacific
2-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:14,1:45 PM,2:31 PM,3:35 PM,Landed 3:44 PM,5J773,Cebu Pacific
1-Apr-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:10,1:45 PM,2:00 PM,3:35 PM,Landed 3:10 PM,5J773,Cebu Pacific
31-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4101),1:12,1:45 PM,2:00 PM,3:35 PM,Landed 3:12 PM,5J773,Cebu Pacific
30-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:10,1:35 PM,1:42 PM,3:25 PM,Landed 2:52 PM,5J773,Cebu Pacific
29-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4159),1:13,1:35 PM,1:46 PM,3:25 PM,Landed 2:59 PM,5J773,Cebu Pacific
28-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4136),1:12,1:35 PM,2:01 PM,3:25 PM,Landed 3:13 PM,5J773,Cebu Pacific
27-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:14,1:35 PM,2:02 PM,3:25 PM,Landed 3:16 PM,5J773,Cebu Pacific
26-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3268),1:14,1:35 PM,2:23 PM,3:25 PM,Landed 3:37 PM,5J773,Cebu Pacific
25-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:15,1:35 PM,1:49 PM,3:25 PM,Landed 3:04 PM,5J773,Cebu Pacific
24-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:16,1:35 PM,1:56 PM,3:25 PM,Landed 3:12 PM,5J773,Cebu Pacific
23-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4331),1:17,1:35 PM,1:52 PM,3:25 PM,Landed 3:09 PM,5J773,Cebu Pacific
22-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:16,1:35 PM,2:26 PM,3:25 PM,Landed 3:42 PM,5J773,Cebu Pacific
21-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3264),1:12,1:35 PM,1:56 PM,3:25 PM,Landed 3:08 PM,5J773,Cebu Pacific
20-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4104),1:16,1:35 PM,2:15 PM,3:25 PM,Landed 3:31 PM,5J773,Cebu Pacific
19-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:14,1:35 PM,1:54 PM,3:25 PM,Landed 3:08 PM,5J773,Cebu Pacific
18-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:17,1:35 PM,2:03 PM,3:25 PM,Landed 3:20 PM,5J773,Cebu Pacific
17-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),1:12,1:35 PM,2:08 PM,3:25 PM,Landed 3:20 PM,5J773,Cebu Pacific
16-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:15,1:35 PM,2:20 PM,3:25 PM,Landed 3:35 PM,5J773,Cebu Pacific
15-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:16,1:35 PM,1:57 PM,3:25 PM,Landed 3:13 PM,5J773,Cebu Pacific
14-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:17,1:35 PM,2:14 PM,3:25 PM,Landed 3:31 PM,5J773,Cebu Pacific
13-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:16,1:35 PM,2:20 PM,3:25 PM,Landed 3:36 PM,5J773,Cebu Pacific
12-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:13,1:35 PM,1:54 PM,3:25 PM,Landed 3:07 PM,5J773,Cebu Pacific
11-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:17,1:35 PM,1:42 PM,3:25 PM,Landed 2:59 PM,5J773,Cebu Pacific
10-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:16,1:35 PM,2:54 PM,3:25 PM,Landed 4:10 PM,5J773,Cebu Pacific
9-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4106),1:13,1:35 PM,3:37 PM,3:25 PM,Landed 4:50 PM,5J773,Cebu Pacific
8-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:19,1:35 PM,2:08 PM,3:25 PM,Landed 3:27 PM,5J773,Cebu Pacific
7-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3287),1:18,1:35 PM,1:54 PM,3:25 PM,Landed 3:12 PM,5J773,Cebu Pacific
6-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:15,1:35 PM,1:51 PM,3:25 PM,Landed 3:06 PM,5J773,Cebu Pacific
5-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3279),1:15,1:35 PM,2:03 PM,3:25 PM,Landed 3:18 PM,5J773,Cebu Pacific
4-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4138),1:13,1:35 PM,1:54 PM,3:25 PM,Landed 3:07 PM,5J773,Cebu Pacific
3-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4100),1:16,1:35 PM,2:05 PM,3:25 PM,Landed 3:20 PM,5J773,Cebu Pacific
2-Mar-24,Manila (MNL),Pagadian (PAG),A320 (RP-C3267),1:09,1:35 PM,1:53 PM,3:25 PM,Landed 3:02 PM,5J773,Cebu Pacific
1-Mar-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:12,1:35 PM,1:55 PM,3:25 PM,Landed 3:08 PM,5J773,Cebu Pacific
29-Feb-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4103),1:18,1:35 PM,2:16 PM,3:25 PM,Landed 3:34 PM,5J773,Cebu Pacific
28-Feb-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4134),1:16,1:35 PM,1:56 PM,3:25 PM,Landed 3:12 PM,5J773,Cebu Pacific
27-Feb-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4160),1:12,1:35 PM,2:10 PM,3:25 PM,Landed 3:22 PM,5J773,Cebu Pacific
26-Feb-24,Manila (MNL),Pagadian (PAG),A20N (RP-C3239),1:12,1:35 PM,1:44 PM,3:25 PM,Landed 2:56 PM,5J773,Cebu Pacific
25-Feb-24,Manila (MNL),Pagadian (PAG),A320 (RP-C4330),1:14,1:35 PM,2:20 PM,3:25 PM,Landed 3:34 PM,5J773,Cebu Pacific
24-Feb-24,Manila (MNL),Pagadian (PAG),A20N (RP-C4110),1:17,1:35 PM,2:01 PM,3:25 PM,Landed 3:18 PM,5J773,Cebu Pacific
