Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,Travelers_From_log,Travelers_To_log,Establishment_From_log,Establishment_To_log,AirFli_From_log,AirFli_To_log,OFW_From_log,OFW_To_log,cluster_elbow,cluster_elbow_dist_to_centroid
DVO-CBO,DVO,CBO,2024,1,0.0,0.0,0.0,4857.15,10000.0,772,42,0.6037,0.165,0.4554,0.0388,1.7601,1.9501,0.1592,0.0101,1837,940,4116016,1878952,205,6,0,15.230396506151067,14.446225264777816,5.327876168789581,1.9459101490553132,6.650279048587422,3.7612001156935624,7.516433302915632,6.846943139585379,1,3.786885153182571
DVO-CEB,DVO,CEB,2024,1,4665.81,44.48,5060.94,4857.15,3148.88,772,1927,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837,2606,4116016,7517450,205,386,1,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.650279048587422,7.564238475170491,7.516433302915632,7.865955413933502,0,2.0919637997390956
DVO-CGY,DVO,CGY,2024,1,996.48,100.0,10000.0,4857.15,3164.47,772,473,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837,1573,4116016,2941319,205,135,1,15.230396506151067,14.894369018145523,5.327876168789581,4.912654885736052,6.650279048587422,6.161207321695077,7.516433302915632,7.3613754289773485,1,2.4381507180465705
DVO-CRK,DVO,CRK,2024,1,0.0,0.0,0.0,4857.15,7955.3,772,103,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837,3779,4116016,5691259,205,243,0,15.230396506151067,15.554442222712828,5.327876168789581,5.497168225293202,6.650279048587422,4.6443908991413725,7.516433302915632,8.237479288613633,0,3.063938186313645
DVO-DGT,DVO,DGT,2024,1,0.0,0.0,0.0,4857.15,5230.53,772,163,0.6037,0.0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.650279048587422,5.099866427824199,7.516433302915632,7.865955413933502,0,2.848693826070547
DVO-IAO,DVO,IAO,2024,1,934.2,100.0,10000.0,4857.15,6020.29,772,213,0.6037,0.0426,0.4554,0.0,1.7601,1.977,0.1592,0.0025,1837,920,4116016,1728856,205,47,1,15.230396506151067,14.362971054478116,5.327876168789581,3.871201010907891,6.650279048587422,5.365976015021851,7.516433302915632,6.825460036255307,1,2.6959707948125557
DVO-ILO,DVO,ILO,2024,1,0.0,0.0,0.0,4857.15,3445.32,772,568,0.6037,2.0,0.4554,0.001,1.7601,1.9149,0.1592,0.0007,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.650279048587422,6.343880434126331,7.516433302915632,7.870547844507712,1,2.802913057039254
DVO-MNL,DVO,MNL,2024,1,50851.62,46.69,5021.91,4857.15,3721.53,772,6095,0.6037,0.1691,0.4554,0.5725,1.7601,1.9891,0.1592,0.1717,1837,4565,4116016,7348669,205,1351,1,15.230396506151067,15.81002990243421,5.327876168789581,7.20934025660291,6.650279048587422,8.715388097366482,7.516433302915632,8.42639282708974,0,2.499702593491936
DVO-MPH,DVO,MPH,2024,1,0.0,0.0,0.0,4857.15,3939.94,772,637,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837,2618,4116016,5909568,205,147,0,15.230396506151067,15.592083459480998,5.327876168789581,4.997212273764115,6.650279048587422,6.45833828334479,7.516433302915632,7.870547844507712,1,2.772578252850428
DVO-PPS,DVO,PPS,2024,1,0.0,0.0,0.0,4857.15,3551.77,772,423,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837,1095,4116016,2810208,205,51,0,15.230396506151067,14.84876941576828,5.327876168789581,3.9512437185814275,6.650279048587422,6.049733455231958,7.516433302915632,6.999422467507961,1,2.6822687872059947
DVO-TAG,DVO,TAG,2024,1,0.0,0.0,10000.0,4857.15,3714.58,772,293,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0037,1837,2606,4116016,7517450,205,386,0,15.230396506151067,15.832737675699201,5.327876168789581,5.958424693029782,6.650279048587422,5.683579767338681,7.516433302915632,7.865955413933502,0,2.8051599307950355
DVO-ZAM,DVO,ZAM,2024,1,0.0,0.0,0.0,4857.15,5053.51,772,58,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837,1263,4116016,1953463,205,64,0,15.230396506151067,14.48511476484572,5.327876168789581,4.174387269895637,6.650279048587422,4.07753744390572,7.516433302915632,7.142036574706803,1,3.420696384702968
ENI-CEB,ENI,CEB,2024,1,0.0,0.0,0.0,0.0,3148.88,0,1927,0.0141,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,7.564238475170491,6.999422467507961,7.865955413933502,0,3.281909462318389
ENI-CRK,ENI,CRK,2024,1,0.0,0.0,0.0,0.0,7955.3,0,103,0.0141,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095,3779,2810208,5691259,51,243,0,14.84876941576828,15.554442222712828,3.9512437185814275,5.497168225293202,0.0,4.6443908991413725,6.999422467507961,8.237479288613633,0,3.8004974800155527
ENI-MNL,ENI,MNL,2024,1,0.0,0.0,0.0,0.0,3721.53,0,6095,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0,14.84876941576828,15.81002990243421,3.9512437185814275,7.20934025660291,0.0,8.715388097366482,6.999422467507961,8.42639282708974,0,3.555843429693006
ENI-MPH,ENI,MPH,2024,1,0.0,0.0,0.0,0.0,3939.94,0,637,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0,14.84876941576828,15.592083459480998,3.9512437185814275,4.997212273764115,0.0,6.45833828334479,6.999422467507961,7.870547844507712,0,3.6379155721055465
ENI-TAG,ENI,TAG,2024,1,0.0,0.0,0.0,0.0,3714.58,0,293,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0,14.84876941576828,15.832737675699201,3.9512437185814275,5.958424693029782,0.0,5.683579767338681,6.999422467507961,7.865955413933502,0,3.5698435397361443
ENI-USU,ENI,USU,2024,1,0.0,0.0,0.0,0.0,4595.9,0,185,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0,14.84876941576828,14.84876941576828,3.9512437185814275,3.9512437185814275,0.0,5.225746673713202,6.999422467507961,6.999422467507961,0,4.7284333381693004
EUQ-MNL,EUQ,MNL,2024,1,0.0,0.0,10000.0,10000.0,3721.53,12,6095,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,2.5649493574615367,8.715388097366482,7.870547844507712,8.42639282708974,0,3.5045543996900737
GES-CEB,GES,CEB,2024,1,2252.46,56.91,5095.5,5373.6,3148.88,199,1927,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,1,14.349609836856978,15.832737675699201,4.418840607796598,5.958424693029782,5.298317366548036,7.564238475170491,7.3938782901077555,7.865955413933502,0,1.4634359478791326
GES-ILO,GES,ILO,2024,1,2290.52,100.0,10000.0,5373.6,3445.32,199,568,0.0677,2.0,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,1,14.349609836856978,15.592083459480998,4.418840607796598,4.997212273764115,5.298317366548036,6.343880434126331,7.3938782901077555,7.870547844507712,0,2.501146803133566
GES-MNL,GES,MNL,2024,1,23729.545,62.19,5297.19,5373.6,3721.53,199,6095,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1,14.349609836856978,15.81002990243421,4.418840607796598,7.20934025660291,5.298317366548036,8.715388097366482,7.3938782901077555,8.42639282708974,0,2.0057228291588003
IAO-CEB,IAO,CEB,2024,1,3923.64,53.92,5030.73,5159.61,3148.88,194,1927,0.0426,0.0056,0.0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1,14.362971054478116,15.832737675699201,3.871201010907891,5.958424693029782,5.272999558563747,7.564238475170491,6.825460036255307,7.865955413933502,0,1.8050231946224136
IAO-CRK,IAO,CRK,2024,1,0.0,0.0,0.0,5159.61,7955.3,194,103,0.0426,0.0065,0.0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0,14.362971054478116,15.554442222712828,3.871201010907891,5.497168225293202,5.272999558563747,4.6443908991413725,6.825460036255307,8.237479288613633,0,2.8757988937523216
IAO-DVO,IAO,DVO,2024,1,871.92,100.0,10000.0,5159.61,4838.88,194,730,0.0426,0.6037,0.0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,1,14.362971054478116,15.230396506151067,3.871201010907891,5.327876168789581,5.272999558563747,6.594413459749778,6.825460036255307,7.516433302915632,0,2.6126927298170144
IAO-MNL,IAO,MNL,2024,1,0.0,0.0,10000.0,5159.61,3721.53,194,6095,0.0426,0.1691,0.0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0,14.362971054478116,15.81002990243421,3.871201010907891,7.20934025660291,5.272999558563747,8.715388097366482,6.825460036255307,8.42639282708974,0,2.5790819884969087
ILO-BCD,ILO,BCD,2024,1,0.0,0.0,0.0,3299.01,3587.66,593,441,2.0,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.386879319362645,6.091309882077698,7.870547844507712,7.870547844507712,0,2.815152577759995
ILO-CEB,ILO,CEB,2024,1,3124.38,55.26,4491.23,3299.01,3148.88,593,1927,2.0,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.386879319362645,7.564238475170491,7.870547844507712,7.865955413933502,0,2.2576684515273446
ILO-CGY,ILO,CGY,2024,1,0.0,0.0,0.0,3299.01,3164.47,593,473,2.0,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,0,15.592083459480998,14.894369018145523,4.997212273764115,4.912654885736052,6.386879319362645,6.161207321695077,7.870547844507712,7.3613754289773485,1,2.460552028843616
ILO-CRK,ILO,CRK,2024,1,0.0,0.0,0.0,3299.01,7955.3,593,103,2.0,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,0,15.592083459480998,15.554442222712828,4.997212273764115,5.497168225293202,6.386879319362645,4.6443908991413725,7.870547844507712,8.237479288613633,0,3.1787098643985923
ILO-DGT,ILO,DGT,2024,1,0.0,0.0,0.0,3299.01,5230.53,593,163,2.0,0.0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.386879319362645,5.099866427824199,7.870547844507712,7.865955413933502,0,2.9717899836910453
ILO-DRP,ILO,DRP,2024,1,0.0,0.0,0.0,3299.01,5450.03,593,133,2.0,2.0,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,0,15.592083459480998,15.348408620548742,4.997212273764115,4.543294782270004,6.386879319362645,4.897839799950911,7.870547844507712,7.554858521040676,1,2.3165460009556456
ILO-DVO,ILO,DVO,2024,1,0.0,0.0,0.0,3299.01,4838.88,593,730,2.0,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,0,15.592083459480998,15.230396506151067,4.997212273764115,5.327876168789581,6.386879319362645,6.594413459749778,7.870547844507712,7.516433302915632,1,2.7741555615023143
ILO-GES,ILO,GES,2024,1,2290.52,100.0,10000.0,3299.01,5361.17,593,197,2.0,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,1,15.592083459480998,14.349609836856978,4.997212273764115,4.418840607796598,6.386879319362645,5.288267030694535,7.870547844507712,7.3938782901077555,1,2.497386470382511
ILO-KLO,ILO,KLO,2024,1,0.0,0.0,0.0,3299.01,10000.0,593,86,2.0,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.386879319362645,4.465908118654584,7.870547844507712,7.870547844507712,1,3.3369683996395056
ILO-MNL,ILO,MNL,2024,1,34608.65,43.15,3478.43,3299.01,3721.53,593,6095,2.0,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,6.386879319362645,8.715388097366482,7.870547844507712,8.42639282708974,0,2.6588471427544906
ILO-MPH,ILO,MPH,2024,1,0.0,0.0,0.0,3299.01,3939.94,593,637,2.0,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,6.386879319362645,6.45833828334479,7.870547844507712,7.870547844507712,1,2.853611865411037
ILO-PPS,ILO,PPS,2024,1,643.56,100.0,10000.0,3299.01,3551.77,593,423,2.0,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,1,15.592083459480998,14.84876941576828,4.997212273764115,3.9512437185814275,6.386879319362645,6.049733455231958,7.870547844507712,6.999422467507961,1,2.8278347732063747
ILO-TAC,ILO,TAC,2024,1,0.0,0.0,0.0,3299.01,3566.1,593,384,2.0,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,0,15.592083459480998,14.343614449038526,4.997212273764115,4.6443908991413725,6.386879319362645,5.953243334287785,7.870547844507712,7.332369205929062,1,2.8850091921467658
ILO-TAG,ILO,TAG,2024,1,0.0,0.0,0.0,3299.01,3714.58,593,293,2.0,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,0,15.592083459480998,15.832737675699201,4.997212273764115,5.958424693029782,6.386879319362645,5.683579767338681,7.870547844507712,7.865955413933502,0,2.8989995178709904
ILO-ZAM,ILO,ZAM,2024,1,0.0,0.0,0.0,3299.01,5053.51,593,58,2.0,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,0,15.592083459480998,14.48511476484572,4.997212273764115,4.174387269895637,6.386879319362645,4.07753744390572,7.870547844507712,7.142036574706803,1,3.486699623792604
KLO-MNL,KLO,MNL,2024,1,4987.59,26.5,6104.5,6104.9,3721.53,117,6095,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1,15.592083459480998,15.81002990243421,4.997212273764115,7.20934025660291,4.770684624465665,8.715388097366482,7.870547844507712,8.42639282708974,0,2.4456281992966935
KLO-MPH,KLO,MPH,2024,1,0.0,0.0,0.0,6104.9,3939.94,117,637,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0,15.592083459480998,15.592083459480998,4.997212273764115,4.997212273764115,4.770684624465665,6.45833828334479,7.870547844507712,7.870547844507712,0,2.7967048810120803
LAO-MNL,LAO,MNL,2024,1,4987.59,43.66,5080.39,5080.34,3721.53,71,6095,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,1,14.434686603161763,15.81002990243421,4.07753744390572,7.20934025660291,4.276666119016055,8.715388097366482,7.459914766241105,8.42639282708974,0,1.8629269338647212
LGP-MNL,LGP,MNL,2024,1,0.0,0.0,0.0,0.0,3721.53,0,6095,2.0,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.715388097366482,7.554858521040676,8.42639282708974,0,3.5681845035011364
MBT-CEB,MBT,CEB,2024,1,0.0,0.0,0.0,0.0,3148.88,0,1927,0.0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,0,15.348408620548742,15.832737675699201,4.543294782270004,5.958424693029782,0.0,7.564238475170491,7.554858521040676,7.865955413933502,0,3.314747286980769
MBT-CRK,MBT,CRK,2024,1,0.0,0.0,0.0,0.0,7955.3,0,103,0.0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0,15.348408620548742,15.554442222712828,4.543294782270004,5.497168225293202,0.0,4.6443908991413725,7.554858521040676,8.237479288613633,0,3.828890303116029
MBT-MNL,MBT,MNL,2024,1,0.0,0.0,0.0,0.0,3721.53,0,6095,0.0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0,15.348408620548742,15.81002990243421,4.543294782270004,7.20934025660291,0.0,8.715388097366482,7.554858521040676,8.42639282708974,0,3.5861737763502632
MNL-BAG,MNL,BAG,2024,1,0.0,0.0,0.0,3812.21,0.0,5429,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0,15.81002990243421,14.500379568829993,7.20934025660291,3.6635616461296463,8.599694412927981,0.0,8.42639282708974,6.4425401664681985,1,4.136265454908152
MNL-BCD,MNL,BCD,2024,1,27389.36,43.89,3563.78,3812.21,3587.66,5429,441,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.599694412927981,6.091309882077698,8.42639282708974,7.870547844507712,1,2.9425622247795666
MNL-BSO,MNL,BSO,2024,1,0.0,0.0,10000.0,3812.21,10000.0,5429,30,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.599694412927981,3.4339872044851463,8.42639282708974,7.104144092987527,1,3.5576529780764288
MNL-BXU,MNL,BXU,2024,1,17651.19,64.27,5407.27,3812.21,5198.69,5429,200,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,8.599694412927981,5.303304908059076,8.42639282708974,6.825460036255307,1,3.737668855216821
MNL-CBO,MNL,CBO,2024,1,0.0,0.0,10000.0,3812.21,10000.0,5429,42,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0,15.81002990243421,14.446225264777816,7.20934025660291,1.9459101490553132,8.599694412927981,3.7612001156935624,8.42639282708974,6.846943139585379,1,3.8480617522228084
MNL-CEB,MNL,CEB,2024,1,50353.38,38.43,3526.82,3812.21,3148.88,5429,1927,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.599694412927981,7.564238475170491,8.42639282708974,7.865955413933502,1,3.2025681298218056
MNL-CGY,MNL,CGY,2024,1,24155.99,45.07,3730.28,3812.21,3164.47,5429,473,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1,15.81002990243421,14.894369018145523,7.20934025660291,4.912654885736052,8.599694412927981,6.161207321695077,8.42639282708974,7.3613754289773485,1,2.123728080423659
MNL-CRK,MNL,CRK,2024,1,0.0,0.0,0.0,3812.21,7955.3,5429,103,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0,15.81002990243421,15.554442222712828,7.20934025660291,5.497168225293202,8.599694412927981,4.6443908991413725,8.42639282708974,8.237479288613633,1,3.2410530725456783
MNL-CRM,MNL,CRM,2024,1,0.0,0.0,10000.0,3812.21,10000.0,5429,19,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.599694412927981,2.995732273553991,8.42639282708974,7.332369205929062,1,3.199443292088258
MNL-CYP,MNL,CYP,2024,1,0.0,0.0,10000.0,3812.21,5130.07,5429,30,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0,15.81002990243421,14.343614449038526,7.20934025660291,4.6443908991413725,8.599694412927981,3.4339872044851463,8.42639282708974,7.332369205929062,1,2.440893323750727
MNL-CYZ,MNL,CYZ,2024,1,4987.59,100.0,10000.0,3812.21,10000.0,5429,31,0.1691,0.1052,0.5725,0.0793,1.9891,1.6779,0.1717,0.0065,4565,1216,7348669,1113791,1351,46,1,15.81002990243421,13.923280967493845,7.20934025660291,3.8501476017100584,8.599694412927981,3.4657359027997265,8.42639282708974,7.104144092987527,1,3.5430894111286526
MNL-DGT,MNL,DGT,2024,1,15767.22,60.49,5220.08,3812.21,5230.53,5429,163,0.1691,0.0,0.5725,0.1754,1.9891,1.9427,0.1717,0.0084,4565,2606,7348669,7517450,1351,386,1,15.81002990243421,15.832737675699201,7.20934025660291,5.958424693029782,8.599694412927981,5.099866427824199,8.42639282708974,7.865955413933502,1,2.8169645705072233
MNL-DPL,MNL,DPL,2024,1,7240.05,60.0,5200.0,3812.21,5200.0,5429,75,0.1691,0.0248,0.5725,0.2653,1.9891,1.9409,0.1717,0.0123,4565,1263,7348669,1953463,1351,64,1,15.81002990243421,14.48511476484572,7.20934025660291,4.174387269895637,8.599694412927981,4.330733340286331,8.42639282708974,7.142036574706803,1,1.954590262118278
MNL-DRP,MNL,DRP,2024,1,6274.71,35.0,5450.0,3812.21,5450.03,5429,133,0.1691,2.0,0.5725,0.0165,1.9891,1.3268,0.1717,0.0008,4565,1909,7348669,4631579,1351,93,1,15.81002990243421,15.348408620548742,7.20934025660291,4.543294782270004,8.599694412927981,4.897839799950911,8.42639282708974,7.554858521040676,1,1.9496567228352093
MNL-DVO,MNL,DVO,2024,1,48709.88,48.11,5007.14,3812.21,4838.88,5429,730,0.1691,0.6037,0.5725,0.4554,1.9891,1.7601,0.1717,0.1592,4565,1837,7348669,4116016,1351,205,1,15.81002990243421,15.230396506151067,7.20934025660291,5.327876168789581,8.599694412927981,6.594413459749778,8.42639282708974,7.516433302915632,1,2.4705870788897846
MNL-ENI,MNL,ENI,2024,1,0.0,0.0,0.0,3812.21,0.0,5429,0,0.1691,0.0141,0.5725,0.2391,1.9891,1.9942,0.1717,0.0021,4565,1095,7348669,2810208,1351,51,0,15.81002990243421,14.84876941576828,7.20934025660291,3.9512437185814275,8.599694412927981,0.0,8.42639282708974,6.999422467507961,1,3.6185379224232403
MNL-EUQ,MNL,EUQ,2024,1,0.0,0.0,10000.0,3812.21,10000.0,5429,13,0.1691,0.0176,0.5725,0.2494,1.9891,1.9871,0.1717,0.0009,4565,2618,7348669,5909568,1351,147,0,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.599694412927981,2.6390573296152584,8.42639282708974,7.870547844507712,1,3.4249313269367647
MNL-GES,MNL,GES,2024,1,23348.945,61.81,5278.95,3812.21,5361.17,5429,197,0.1691,0.0677,0.5725,0.0731,1.9891,1.8292,0.1717,0.1054,4565,1625,7348669,1705910,1351,82,1,15.81002990243421,14.349609836856978,7.20934025660291,4.418840607796598,8.599694412927981,5.288267030694535,8.42639282708974,7.3938782901077555,1,2.0766526581805804
MNL-IAO,MNL,IAO,2024,1,0.0,0.0,10000.0,3812.21,6020.29,5429,213,0.1691,0.0426,0.5725,0.0,1.9891,1.977,0.1717,0.0025,4565,920,7348669,1728856,1351,47,0,15.81002990243421,14.362971054478116,7.20934025660291,3.871201010907891,8.599694412927981,5.365976015021851,8.42639282708974,6.825460036255307,1,2.71830194505828
MNL-ILO,MNL,ILO,2024,1,35167.44,46.98,3637.32,3812.21,3445.32,5429,568,0.1691,2.0,0.5725,0.001,1.9891,1.9149,0.1717,0.0007,4565,2618,7348669,5909568,1351,147,1,15.81002990243421,15.592083459480998,7.20934025660291,4.997212273764115,8.599694412927981,6.343880434126331,8.42639282708974,7.870547844507712,1,2.6036360482392475
