Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry,cluster,dist_to_centroid,cluster_size,centroid_RouteHHI,centroid_AirHHI_From,centroid_AirHHI_To,centroid_AirFli_From,centroid_AirFli_To,centroid_Business_From,centroid_Business_To,centroid_Accommodation_From,centroid_Accommodation_To,centroid_Port_From,centroid_Port_To,centroid_EGrowth_From,centroid_EGrowth_To,centroid_OFW_From,centroid_OFW_To,centroid_Travelers_From,centroid_Travelers_To,centroid_Establishment_From,centroid_Establishment_To
TAG-CEB,TAG,CEB,2023,6,0.0,0.0,0.0,3862.08,3073.58,321,1941,0.0022,0.0056,0.746,0.5096,1.9782,1.891,0.0037,0.0813,2606,2606,7517450,7517450,386,386,0,2,2.91917581812656,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-CRK,TAG,CRK,2023,6,0.0,0.0,0.0,3862.08,9181.15,321,101,0.0022,0.0065,0.746,0.1865,1.9782,1.2661,0.0037,0.1108,2606,3779,7517450,5691259,386,243,0,2,3.9402923695627696,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-DRP,TAG,DRP,2023,6,0.0,0.0,0.0,3862.08,5027.56,321,141,0.0022,2.0,0.746,0.0165,1.9782,1.3268,0.0037,0.0008,2606,1909,7517450,4631579,386,93,0,2,4.125405959288135,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-DVO,TAG,DVO,2023,6,0.0,0.0,10000.0,3862.08,4878.31,321,705,0.0022,0.6037,0.746,0.4554,1.9782,1.7601,0.0037,0.1592,2606,1837,7517450,4116016,386,205,0,2,2.296555343254903,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-ENI,TAG,ENI,2023,6,0.0,0.0,0.0,3862.08,10000.0,321,1,0.0022,0.0141,0.746,0.2391,1.9782,1.9942,0.0037,0.0021,2606,1095,7517450,2810208,386,51,0,2,3.00937729341917,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-ILO,TAG,ILO,2023,6,0.0,0.0,0.0,3862.08,3241.85,321,513,0.0022,2.0,0.746,0.001,1.9782,1.9149,0.0037,0.0007,2606,2618,7517450,5909568,386,147,0,2,3.7689674098867556,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
TAG-MNL,TAG,MNL,2023,6,28292.25,52.97,3914.08,3862.08,3588.92,321,5336,0.0022,0.1691,0.746,0.5725,1.9782,1.9891,0.0037,0.1717,2606,4565,7517450,7348669,386,1351,1,0,2.8582523384265714,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
TBH-MNL,TBH,MNL,2023,6,0.0,0.0,0.0,0.0,3588.92,0,5336,0.0,0.1691,0.0036,0.5725,1.9984,1.9891,0.0002,0.1717,1095,4565,2810208,7348669,51,1351,0,0,2.8636229356074043,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
TBH-MPH,TBH,MPH,2023,6,0.0,0.0,0.0,0.0,3764.44,0,621,0.0,0.0902,0.0036,1.3168,1.9984,1.9746,0.0002,0.0014,1095,2618,2810208,5909568,51,147,0,3,4.034216748392538,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
TUG-MNL,TUG,MNL,2023,6,9439.5,100.0,10000.0,10000.0,3588.92,58,5336,0.1667,0.1691,0.1568,0.5725,1.6703,1.9891,0.0064,0.1717,1216,4565,1113791,7348669,46,1351,1,0,2.856602500319445,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
TWT-CBO,TWT,CBO,2023,6,0.0,0.0,10000.0,5520.43,10000.0,44,25,0.007,0.165,0.0,0.0388,1.9938,1.9501,0.0007,0.0101,940,940,1878952,1878952,6,6,0,3,3.9651221673842993,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
TWT-ZAM,TWT,ZAM,2023,6,4394.25,69.23,5739.59,5520.43,5761.45,44,82,0.007,0.0394,0.0,0.0863,1.9938,1.405,0.0007,0.2669,940,1263,1878952,1953463,6,64,1,3,3.856364206909957,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
USU-CEB,USU,CEB,2023,6,2583.0,46.98,5018.24,5145.21,3073.58,210,1941,0.0053,0.0056,0.0456,0.5096,1.9757,1.891,0.0016,0.0813,1095,2606,2810208,7517450,51,386,1,3,1.2442289227034846,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
USU-CRK,USU,CRK,2023,6,0.0,0.0,10000.0,5145.21,9181.15,210,101,0.0053,0.0065,0.0456,0.1865,1.9757,1.2661,0.0016,0.1108,1095,3779,2810208,5691259,51,243,0,3,3.7165534694552687,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
USU-ENI,USU,ENI,2023,6,0.0,0.0,0.0,5145.21,10000.0,210,1,0.0053,0.0141,0.0456,0.2391,1.9757,1.9942,0.0016,0.0021,1095,1095,2810208,2810208,51,51,0,3,3.5056350210487106,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
USU-MNL,USU,MNL,2023,6,4851.0,73.06,6063.53,5145.21,3588.92,210,5336,0.0053,0.1691,0.0456,0.5725,1.9757,1.9891,0.0016,0.1717,1095,4565,2810208,7348669,51,1351,1,0,1.3076422959228708,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
VRC-MNL,VRC,MNL,2023,6,162.75,100.0,10000.0,10000.0,3588.92,1,5336,0.0996,0.1691,0.0298,0.5725,1.9966,1.9891,0.0009,0.1717,1909,4565,4631579,7348669,93,1351,1,0,2.6827422046918383,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
WNP-MNL,WNP,MNL,2023,6,3276.0,100.0,10000.0,10000.0,3588.92,52,5336,1.1518,0.1691,0.0089,0.5725,1.909,1.9891,0.0013,0.1717,1909,4565,4631579,7348669,93,1351,1,0,3.0618297731252975,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
ZAM-CEB,ZAM,CEB,2023,6,5533.5,80.87,6905.91,6000.44,3073.58,259,1941,0.0394,0.0056,0.0863,0.5096,1.405,1.891,0.2669,0.0813,1263,2606,1953463,7517450,64,386,1,4,2.853606407904941,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
ZAM-DVO,ZAM,DVO,2023,6,0.0,0.0,0.0,6000.44,4878.31,259,705,0.0394,0.6037,0.0863,0.4554,1.405,1.7601,0.2669,0.1592,1263,1837,1953463,4116016,64,205,0,4,2.740867949208189,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
ZAM-GES,ZAM,GES,2023,6,0.0,0.0,0.0,6000.44,5197.56,259,158,0.0394,0.0677,0.0863,0.0731,1.405,1.8292,0.2669,0.1054,1263,1625,1953463,1705910,64,82,0,4,2.910878936308688,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
ZAM-ILO,ZAM,ILO,2023,6,0.0,0.0,0.0,6000.44,3241.85,259,513,0.0394,2.0,0.0863,0.001,1.405,1.9149,0.2669,0.0007,1263,2618,1953463,5909568,64,147,0,4,4.028264247374604,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
ZAM-MNL,ZAM,MNL,2023,6,18095.0,70.29,5823.37,6000.44,3588.92,259,5336,0.0394,0.1691,0.0863,0.5725,1.405,1.9891,0.2669,0.1717,1263,4565,1953463,7348669,64,1351,1,0,3.6069350121495893,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
ZAM-TWT,ZAM,TWT,2023,6,5370.75,71.74,5945.26,6000.44,5721.79,259,51,0.0394,0.007,0.0863,0.0,1.405,1.9938,0.2669,0.0007,1263,940,1953463,1878952,64,6,1,4,3.0811742897359093,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
BCD-CEB,BCD,CEB,2023,7,2083.248,46.31,4714.25,3636.03,3118.53,493,1950,0.0525,0.0056,0.1407,0.5096,1.7466,1.891,0.1829,0.0813,2618,2606,5909568,7517450,147,386,1,4,2.5533428246242074,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
BCD-DVO,BCD,DVO,2023,7,3633.696,100.0,10000.0,3636.03,4905.32,493,769,0.0525,0.6037,0.1407,0.4554,1.7466,1.7601,0.1829,0.1592,2618,1837,5909568,4116016,147,205,1,4,2.6274973964393684,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
BCD-MNL,BCD,MNL,2023,7,34850.448,49.39,3745.05,3636.03,3638.57,493,5933,0.0525,0.1691,0.1407,0.5725,1.7466,1.9891,0.1829,0.1717,2618,4565,5909568,7348669,147,1351,1,0,2.332130599356141,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
BPA-CEB,BPA,CEB,2023,7,0.0,0.0,10000.0,10000.0,3118.53,8,1950,0.0,0.0056,0.0491,0.5096,1.9298,1.891,0.0072,0.0813,1528,2606,1695713,7517450,103,386,0,3,2.7683196204234695,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
BSO-CRK,BSO,CRK,2023,7,0.0,0.0,0.0,0.0,8825.64,0,110,0.0348,0.0065,0.2377,0.1865,1.996,1.2661,0.0006,0.1108,1216,3779,1113791,5691259,46,243,0,3,4.243666487657211,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
BSO-MNL,BSO,MNL,2023,7,0.0,0.0,0.0,0.0,3638.57,0,5933,0.0348,0.1691,0.2377,0.5725,1.996,1.9891,0.0006,0.1717,1216,4565,1113791,7348669,46,1351,0,0,2.929639703621936,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
BXU-CEB,BXU,CEB,2023,7,2493.504,73.35,6090.44,4572.68,3118.53,226,1950,0.018,0.0056,0.0452,0.5096,1.8643,1.891,0.2916,0.0813,920,2606,1728856,7517450,47,386,1,4,3.4992447650823015,1591,4434.629233186675,5562.998654934004,4509.471068510371,414.28975487115054,640.1690760527972,0.1849581395348836,0.3764116279069769,0.2426232558139535,0.28597674418604657,1.5123999999999997,1.8424232558139535,0.15975813953488371,0.058865116279069776,2304.767441860465,2045.4418604651164,4028586.372093023,4778277.023255814,166.72093023255815,179.62790697674424
BXU-MNL,BXU,MNL,2023,7,18333.648,64.45,5417.6,4572.68,3638.57,226,5933,0.018,0.1691,0.0452,0.5725,1.8643,1.9891,0.2916,0.1717,920,4565,1728856,7348669,47,1351,1,0,3.368752412575394,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
CBO-CEB,CBO,CEB,2023,7,0.0,0.0,0.0,0.0,3118.53,0,1950,0.165,0.0056,0.0388,0.5096,1.9501,1.891,0.0101,0.0813,940,2606,1878952,7517450,6,386,0,3,2.7675397183716854,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
CBO-MNL,CBO,MNL,2023,7,0.0,0.0,0.0,0.0,3638.57,0,5933,0.165,0.1691,0.0388,0.5725,1.9501,1.9891,0.0101,0.1717,940,4565,1878952,7348669,6,1351,0,0,2.8486707305247982,1368,5217.76850877193,5066.074700292397,3733.0689327485384,242.5423976608181,5804.900584795322,0.2555149122807017,0.1691000000000002,0.21708757309941518,0.5724999999999993,1.8478347953216374,1.9891000000000005,0.04481600877192985,0.1717000000000003,1768.8391812865498,4564.999999999996,3622585.5855263155,7348668.999999995,117.73538011695905,1350.9999999999995
CBO-TAG,CBO,TAG,2023,7,0.0,0.0,0.0,0.0,3689.17,0,288,0.165,0.0022,0.0388,0.746,1.9501,1.9782,0.0101,0.0037,940,2606,1878952,7517450,6,386,0,3,3.13848611060368,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
CBO-TWT,CBO,TWT,2023,7,0.0,0.0,0.0,0.0,5678.67,0,38,0.165,0.007,0.0388,0.0,1.9501,1.9938,0.0101,0.0007,940,940,1878952,1878952,6,6,0,3,3.9587433762744437,1480,4372.362952702702,5181.933858108108,4461.976662162162,117.69797297297191,1062.954054054054,0.04383500000000021,0.0975750000000003,0.09431249999999994,0.4397650000000001,1.95767,1.791345,0.007099999999999981,0.0823525,1305.5999999999988,2456.225,2613193.825000001,5820473.075000002,76.75000000000028,265.1749999999999
CEB-BAG,CEB,BAG,2023,7,0.0,0.0,0.0,3302.34,0.0,1895,0,0.0056,0.2033,0.5096,0.5139,1.891,1.4349,0.0813,0.1274,2606,627,7517450,1983511,386,38,0,2,3.5433088907064003,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-BCD,CEB,BCD,2023,7,2045.952,45.25,5045.12,3302.34,3537.1,1895,483,0.0056,0.0525,0.5096,0.1407,1.891,1.7466,0.0813,0.1829,2606,2618,7517450,5909568,386,147,1,2,2.1940952651517276,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-BPA,CEB,BPA,2023,7,0.0,0.0,10000.0,3302.34,10000.0,1895,9,0.0056,0.0,0.5096,0.0491,1.891,1.9298,0.0813,0.0072,2606,1528,7517450,1695713,386,103,0,2,2.9540904849922525,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-BXU,CEB,BXU,2023,7,1470.528,61.88,5282.27,3302.34,4850.46,1895,211,0.0056,0.018,0.5096,0.0452,1.891,1.8643,0.0813,0.2916,2606,920,7517450,1728856,386,47,1,2,3.354760655059396,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CBO,CEB,CBO,2023,7,0.0,0.0,0.0,3302.34,0.0,1895,0,0.0056,0.165,0.5096,0.0388,1.891,1.9501,0.0813,0.0101,2606,940,7517450,1878952,386,6,0,2,2.94806842596998,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CGM,CEB,CGM,2023,7,0.0,0.0,0.0,3302.34,0.0,1895,0,0.0056,0.0017,0.5096,0.0699,1.891,1.9936,0.0813,0.0058,2606,1573,7517450,2941319,386,135,0,2,2.8351790021870427,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CGY,CEB,CGY,2023,7,7864.128,75.61,6311.74,3302.34,2968.75,1895,498,0.0056,0.072,0.5096,0.0369,1.891,1.9531,0.0813,0.0014,2606,1573,7517450,2941319,386,135,1,2,1.7363442373960856,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CRK,CEB,CRK,2023,7,5615.712,100.0,10000.0,3302.34,8825.64,1895,110,0.0056,0.0065,0.5096,0.1865,1.891,1.2661,0.0813,0.1108,2606,3779,7517450,5691259,386,243,1,2,3.8227517243813396,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CRM,CEB,CRM,2023,7,0.0,0.0,0.0,3302.34,10000.0,1895,16,0.0056,0.0586,0.5096,0.0541,1.891,1.9967,0.0813,0.0006,2606,1528,7517450,1695713,386,103,0,2,2.975776958298509,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-CYP,CEB,CYP,2023,7,1086.912,100.0,10000.0,3302.34,5000.0,1895,35,0.0056,0.0009,0.5096,0.3387,1.891,1.9297,0.0813,0.0019,2606,1528,7517450,1695713,386,103,1,2,2.1162928405998067,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-DGT,CEB,DGT,2023,7,0.0,0.0,0.0,3302.34,5405.69,1895,165,0.0056,0.0,0.5096,0.1754,1.891,1.9427,0.0813,0.0084,2606,2606,7517450,7517450,386,386,0,2,2.4837192960538204,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
CEB-DPL,CEB,DPL,2023,7,575.424,100.0,10000.0,3302.34,4516.64,1895,65,0.0056,0.0248,0.5096,0.2653,1.891,1.9409,0.0813,0.0123,2606,1263,7517450,1953463,386,64,1,2,2.0465677083701412,1554,4745.14731016731,3406.951879021878,5002.728603603604,1555.3127413127413,336.7393822393824,0.017066666666666397,0.3637571428571429,0.650728571428571,0.2007214285714285,1.9166309523809522,1.8009095238095238,0.05706428571428568,0.05705952380952383,2607.714285714286,1868.2619047619046,7287752.571428572,3900874.404761906,351.85714285714295,137.5714285714286
