Airline,ROUTE,Year,Month,Passenger,OwnShfli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To
Cebu Pacific,TAG-MNL,2022,10,13762.264,45.42,3556.33,3517.81,3770.31,198,3440
Cebu Pacific,TUG-MNL,2022,10,8163.168,100.0,10000.0,10000.0,3770.31,52,3440
Cebu Pacific,ZAM-MNL,2022,10,15291.592,69.75,5780.12,5620.23,3770.31,144,3440
Cebu Pacific,ZAM-TWT,2022,10,313.968,66.67,5555.78,5620.23,5555.56,144,3
Philippine Airlines,BCD-CEB,2022,10,1593.376,100.0,10000.0,3631.88,2867.88,338,908
Philippine Airlines,BCD-MNL,2022,10,19865.488,37.6,3614.72,3631.88,3770.31,338,3440
Philippine Airlines,BXU-CEB,2022,10,109.888,17.35,7132.05,5950.78,2867.88,100,908
Philippine Airlines,BXU-MNL,2022,10,2960.512,22.72,6488.4,5950.78,3770.31,100,3440
Philippine Airlines,CBO-MNL,2022,10,3210.992,100.0,10000.0,10000.0,3770.31,22,3440
Philippine Airlines,CEB-BCD,2022,10,1648.32,100.0,10000.0,3321.96,3634.63,823,223
Philippine Airlines,CEB-BXU,2022,10,109.888,17.35,7132.05,3321.96,5826.92,823,103
Philippine Airlines,CEB-CGY,2022,10,2472.48,38.12,5282.27,3321.96,3773.84,823,328
Philippine Airlines,CEB-DVO,2022,10,3131.808,42.67,5107.46,3321.96,5046.04,823,350
Philippine Airlines,CEB-IAO,2022,10,1648.32,34.0,5512.0,3321.96,5291.01,823,153
Philippine Airlines,CEB-MNL,2022,10,13293.216,25.97,4464.57,3321.96,3770.31,823,3440
Philippine Airlines,CEB-MPH,2022,10,604.384,12.18,7860.7,3321.96,3437.64,823,386
Philippine Airlines,CEB-PPS,2022,10,2857.088,100.0,10000.0,3321.96,4145.35,823,158
Philippine Airlines,CEB-TAC,2022,10,164.832,73.91,6143.38,3321.96,3179.68,823,14
Philippine Airlines,CEB-USU,2022,10,714.272,33.84,5522.29,3321.96,5642.58,823,39
Philippine Airlines,CGY-CEB,2022,10,2362.592,29.95,5804.0,3419.79,2867.88,323,908
Philippine Airlines,CGY-MNL,2022,10,12868.208,41.95,4384.32,3419.79,3770.31,323,3440
Philippine Airlines,CYP-MNL,2022,10,659.328,100.0,10000.0,5055.4,3770.31,26,3440
