Route,From,To,Year,Month,Passenger,OwnShFli,RouteHHI,AirHHI_From,AirHHI_To,AirFli_From,AirFli_To,Business_From,Business_To,Accommodation_From,Accommodation_To,Port_From,Port_To,EGrowth_From,EGrowth_To,OFW_From,OFW_To,Travelers_From,Travelers_To,Establishment_From,Establishment_To,Entry
CEB-SJI,CEB,SJI,2024,10,0,0,0,3535.15,0,2351,0,0.0056,0.225,0.5096,0.0171,1.891,1.9857,0.0813,0.0183,2606,1095,7517450,2810208,386,51,0
CEB-SUG,CEB,SUG,2024,10,2491.488,91.79,8492.81,3535.15,8492.98,2351,45,0.0056,0.0282,0.5096,0.0533,1.891,1.8999,0.0813,0.0128,2606,920,7517450,1728856,386,47,1
CEB-TAC,CEB,TAC,2024,10,1458.432,47.58,5011.71,3535.15,3563.05,2351,375,0.0056,0.0177,0.5096,0.1266,1.891,1.7168,0.0813,0.1699,2606,1528,7517450,1695713,386,103,1
CEB-TAG,CEB,TAG,2024,10,0,0,0,3535.15,4183.69,2351,310,0.0056,0.0022,0.5096,0.746,1.891,1.9782,0.0813,0.0037,2606,2606,7517450,7517450,386,386,0
CEB-USU,CEB,USU,2024,10,1701.504,52.34,5010.95,3535.15,5049.61,2351,133,0.0056,0.0053,0.5096,0.0456,1.891,1.9757,0.0813,0.0016,2606,1095,7517450,2810208,386,51,1
CEB-ZAM,CEB,ZAM,2024,10,2668.728,100,10000,3535.15,5003.86,2351,72,0.0056,0.0394,0.5096,0.0863,1.891,1.405,0.0813,0.2669,2606,1263,7517450,1953463,386,64,1
CGM-CEB,CGM,CEB,2024,10,2309.184,100,10000,10000,3371.45,38,2351,0.0017,0.0056,0.0699,0.5096,1.9936,1.891,0.0058,0.0813,1573,2606,2941319,7517450,135,386,1
CGY-CEB,CGY,CEB,2024,10,2491.488,41.18,5155.58,3678.94,3371.45,547,2351,0.072,0.0056,0.0369,0.5096,1.9531,1.891,0.0014,0.0813,1573,2606,2941319,7517450,135,386,1
CGY-DVO,CGY,DVO,2024,10,1093.824,100,10000,3678.94,5142.24,547,965,0.072,0.6037,0.0369,0.4554,1.9531,1.7601,0.0014,0.1592,1573,1837,2941319,4116016,135,205,1
CGY-ILO,CGY,ILO,2024,10,3139.68,100,10000,3678.94,4213.48,547,698,0.072,2,0.0369,0.001,1.9531,1.9149,0.0014,0.0007,1573,2618,2941319,5909568,135,147,1
CGY-MNL,CGY,MNL,2024,10,30642.264,43.87,3938.24,3678.94,3802.6,547,6436,0.072,0.1691,0.0369,0.5725,1.9531,1.9891,0.0014,0.1717,1573,4565,2941319,7348669,135,1351,1
CGY-TAC,CGY,TAC,2024,10,0,0,0,3678.94,3563.05,547,375,0.072,0.0177,0.0369,0.1266,1.9531,1.7168,0.0014,0.1699,1573,1528,2941319,1695713,135,103,0
CRK-BSO,CRK,BSO,2024,10,0,0,10000,8759.94,10000,166,31,0.0065,0.0348,0.1865,0.2377,1.2661,1.996,0.1108,0.0006,3779,1216,5691259,1113791,243,46,0
CRK-CEB,CRK,CEB,2024,10,8791.104,99.37,9874.79,8759.94,3371.45,166,2351,0.0065,0.0056,0.1865,0.5096,1.2661,1.891,0.1108,0.0813,3779,2606,5691259,7517450,243,386,1
CRK-DVO,CRK,DVO,2024,10,1255.872,100,10000,8759.94,5142.24,166,965,0.0065,0.6037,0.1865,0.4554,1.2661,1.7601,0.1108,0.1592,3779,1837,5691259,4116016,243,205,1
CRK-ENI,CRK,ENI,2024,10,0,0,0,8759.94,0,166,0,0.0065,0.0141,0.1865,0.2391,1.2661,1.9942,0.1108,0.0021,3779,1095,5691259,2810208,243,51,0
CRK-IAO,CRK,IAO,2024,10,0,0,0,8759.94,4976.33,166,262,0.0065,0.0426,0.1865,0,1.2661,1.977,0.1108,0.0025,3779,920,5691259,1728856,243,47,0
CRK-ILO,CRK,ILO,2024,10,0,0,0,8759.94,4213.48,166,698,0.0065,2,0.1865,0.001,1.2661,1.9149,0.1108,0.0007,3779,2618,5691259,5909568,243,147,0
CRK-KLO,CRK,KLO,2024,10,0,0,0,8759.94,6355.44,166,121,0.0065,0.0773,0.1865,0.1044,1.2661,1.8404,0.1108,0.0029,3779,2618,5691259,5909568,243,147,0
CRK-MBT,CRK,MBT,2024,10,0,0,0,8759.94,7282.69,166,3,0.0065,0,0.1865,0.052,1.2661,1.9706,0.1108,0.0011,3779,1909,5691259,4631579,243,93,0
CRK-MNL,CRK,MNL,2024,10,0,0,0,8759.94,3802.6,166,6436,0.0065,0.1691,0.1865,0.5725,1.2661,1.9891,0.1108,0.1717,3779,4565,5691259,7348669,243,1351,0
CRK-MPH,CRK,MPH,2024,10,10046.976,100,10000,8759.94,4052.31,166,682,0.0065,0.0902,0.1865,1.3168,1.2661,1.9746,0.1108,0.0014,3779,2618,5691259,5909568,243,147,1
CRK-PPS,CRK,PPS,2024,10,1726.824,100,10000,8759.94,4107.33,166,472,0.0065,0.0354,0.1865,0.2292,1.2661,1.3649,0.1108,0.1602,3779,1095,5691259,2810208,243,51,1
CRK-SJI,CRK,SJI,2024,10,0,0,0,8759.94,0,166,0,0.0065,0.225,0.1865,0.0171,1.2661,1.9857,0.1108,0.0183,3779,1095,5691259,2810208,243,51,0
CRK-TAG,CRK,TAG,2024,10,0,0,0,8759.94,4183.69,166,310,0.0065,0.0022,0.1865,0.746,1.2661,1.9782,0.1108,0.0037,3779,2606,5691259,7517450,243,386,0
CRK-TBH,CRK,TBH,2024,10,0,0,0,8759.94,0,166,0,0.0065,0,0.1865,0.0036,1.2661,1.9984,0.1108,0.0002,3779,1095,5691259,2810208,243,51,0
CRK-USU,CRK,USU,2024,10,0,0,10000,8759.94,5049.61,166,133,0.0065,0.0053,0.1865,0.0456,1.2661,1.9757,0.1108,0.0016,3779,1095,5691259,2810208,243,51,0
CRM-CEB,CRM,CEB,2024,10,0,0,0,10000,3371.45,16,2351,0.0586,0.0056,0.0541,0.5096,1.9967,1.891,0.0006,0.0813,1528,2606,1695713,7517450,103,386,0
CRM-MNL,CRM,MNL,2024,10,0,0,10000,10000,3802.6,16,6436,0.0586,0.1691,0.0541,0.5725,1.9967,1.9891,0.0006,0.1717,1528,4565,1695713,7348669,103,1351,0
CYP-CEB,CYP,CEB,2024,10,789.984,100,10000,5023.46,3371.45,25,2351,0.0009,0.0056,0.3387,0.5096,1.9297,1.891,0.0019,0.0813,1528,2606,1695713,7517450,103,386,1
CYP-MNL,CYP,MNL,2024,10,0,0,10000,5023.46,3802.6,25,6436,0.0009,0.1691,0.3387,0.5725,1.9297,1.9891,0.0019,0.1717,1528,4565,1695713,7348669,103,1351,0
CYP-TAC,CYP,TAC,2024,10,0,0,0,5023.46,3563.05,25,375,0.0009,0.0177,0.3387,0.1266,1.9297,1.7168,0.0019,0.1699,1528,1528,1695713,1695713,103,103,0
CYZ-MNL,CYZ,MNL,2024,10,4081.584,100,10000,10000,3802.6,26,6436,0.1052,0.1691,0.0793,0.5725,1.6779,1.9891,0.0065,0.1717,1216,4565,1113791,7348669,46,1351,1
DGT-CEB,DGT,CEB,2024,10,1033.056,100,10000,4789.9,3371.45,171,2351,0,0.0056,0.1754,0.5096,1.9427,1.891,0.0084,0.0813,2606,2606,7517450,7517450,386,386,1
DGT-ILO,DGT,ILO,2024,10,0,0,0,4789.9,4213.48,171,698,0,2,0.1754,0.001,1.9427,1.9149,0.0084,0.0007,2606,2618,7517450,5909568,386,147,0
DGT-MNL,DGT,MNL,2024,10,14442.528,59.74,5189.74,4789.9,3802.6,171,6436,0,0.1691,0.1754,0.5725,1.9427,1.9891,0.0084,0.1717,2606,4565,7517450,7348669,386,1351,1
DPL-CEB,DPL,CEB,2024,10,60.768,100,10000,5084.36,3371.45,73,2351,0.0248,0.0056,0.2653,0.5096,1.9409,1.891,0.0123,0.0813,1263,2606,1953463,7517450,64,386,1
DPL-MNL,DPL,MNL,2024,10,6593.328,58.33,5138.78,5084.36,3802.6,73,6436,0.0248,0.1691,0.2653,0.5725,1.9409,1.9891,0.0123,0.1717,1263,4565,1953463,7348669,64,1351,1
DRP-CEB,DRP,CEB,2024,10,546.912,100,10000,4803.21,3371.45,172,2351,2,0.0056,0.0165,0.5096,1.3268,1.891,0.0008,0.0813,1909,2606,4631579,7517450,93,386,1
DRP-ILO,DRP,ILO,2024,10,0,0,0,4803.21,4213.48,172,698,2,2,0.0165,0.001,1.3268,1.9149,0.0008,0.0007,1909,2618,4631579,5909568,93,147,0
DRP-MNL,DRP,MNL,2024,10,13325.072,50.86,5001.48,4803.21,3802.6,172,6436,2,0.1691,0.0165,0.5725,1.3268,1.9891,0.0008,0.1717,1909,4565,4631579,7348669,93,1351,1
DVO-BCD,DVO,BCD,2024,10,3610.632,100,10000,5094.15,3362.41,997,565,0.6037,0.0525,0.4554,0.1407,1.7601,1.7466,0.1592,0.1829,1837,2618,4116016,5909568,205,147,1
DVO-CBO,DVO,CBO,2024,10,0,0,0,5094.15,10000,997,64,0.6037,0.165,0.4554,0.0388,1.7601,1.9501,0.1592,0.0101,1837,940,4116016,1878952,205,6,0
DVO-CEB,DVO,CEB,2024,10,20878.872,75.2,6270.08,5094.15,3371.45,997,2351,0.6037,0.0056,0.4554,0.5096,1.7601,1.891,0.1592,0.0813,1837,2606,4116016,7517450,205,386,1
DVO-CGY,DVO,CGY,2024,10,1033.056,100,10000,5094.15,3638.02,997,506,0.6037,0.072,0.4554,0.0369,1.7601,1.9531,0.1592,0.0014,1837,1573,4116016,2941319,205,135,1
DVO-CRK,DVO,CRK,2024,10,1255.872,100,10000,5094.15,8792.58,997,247,0.6037,0.0065,0.4554,0.1865,1.7601,1.2661,0.1592,0.1108,1837,3779,4116016,5691259,205,243,1
DVO-DGT,DVO,DGT,2024,10,0,0,0,5094.15,5149.15,997,197,0.6037,0,0.4554,0.1754,1.7601,1.9427,0.1592,0.0084,1837,2606,4116016,7517450,205,386,0
DVO-IAO,DVO,IAO,2024,10,972.288,100,10000,5094.15,4976.33,997,262,0.6037,0.0426,0.4554,0,1.7601,1.977,0.1592,0.0025,1837,920,4116016,1728856,205,47,1
DVO-ILO,DVO,ILO,2024,10,784.92,100,10000,5094.15,4213.48,997,698,0.6037,2,0.4554,0.001,1.7601,1.9149,0.1592,0.0007,1837,2618,4116016,5909568,205,147,1
DVO-MNL,DVO,MNL,2024,10,69566.7,53.98,5031.68,5094.15,3802.6,997,6436,0.6037,0.1691,0.4554,0.5725,1.7601,1.9891,0.1592,0.1717,1837,4565,4116016,7348669,205,1351,1
DVO-MPH,DVO,MPH,2024,10,784.92,100,10000,5094.15,4052.31,997,682,0.6037,0.0902,0.4554,1.3168,1.7601,1.9746,0.1592,0.0014,1837,2618,4116016,5909568,205,147,1
DVO-PPS,DVO,PPS,2024,10,784.92,100,10000,5094.15,4107.33,997,472,0.6037,0.0354,0.4554,0.2292,1.7601,1.3649,0.1592,0.1602,1837,1095,4116016,2810208,205,51,1
DVO-TAG,DVO,TAG,2024,10,4866.504,80.91,6910.86,5094.15,4183.69,997,310,0.6037,0.0022,0.4554,0.746,1.7601,1.9782,0.1592,0.0037,1837,2606,4116016,7517450,205,386,1
DVO-ZAM,DVO,ZAM,2024,10,0,0,0,5094.15,5003.86,997,72,0.6037,0.0394,0.4554,0.0863,1.7601,1.405,0.1592,0.2669,1837,1263,4116016,1953463,205,64,0
ENI-CEB,ENI,CEB,2024,10,0,0,0,0,3371.45,0,2351,0.0141,0.0056,0.2391,0.5096,1.9942,1.891,0.0021,0.0813,1095,2606,2810208,7517450,51,386,0
ENI-CRK,ENI,CRK,2024,10,0,0,0,0,8792.58,0,247,0.0141,0.0065,0.2391,0.1865,1.9942,1.2661,0.0021,0.1108,1095,3779,2810208,5691259,51,243,0
ENI-MNL,ENI,MNL,2024,10,0,0,0,0,3802.6,0,6436,0.0141,0.1691,0.2391,0.5725,1.9942,1.9891,0.0021,0.1717,1095,4565,2810208,7348669,51,1351,0
ENI-MPH,ENI,MPH,2024,10,0,0,0,0,4052.31,0,682,0.0141,0.0902,0.2391,1.3168,1.9942,1.9746,0.0021,0.0014,1095,2618,2810208,5909568,51,147,0
ENI-TAG,ENI,TAG,2024,10,0,0,0,0,4183.69,0,310,0.0141,0.0022,0.2391,0.746,1.9942,1.9782,0.0021,0.0037,1095,2606,2810208,7517450,51,386,0
ENI-USU,ENI,USU,2024,10,0,0,0,0,5049.61,0,133,0.0141,0.0053,0.2391,0.0456,1.9942,1.9757,0.0021,0.0016,1095,1095,2810208,2810208,51,51,0
EUQ-MNL,EUQ,MNL,2024,10,0,0,10000,10000,3802.6,12,6436,0.0176,0.1691,0.2494,0.5725,1.9871,1.9891,0.0009,0.1717,2618,4565,5909568,7348669,147,1351,0
GES-CEB,GES,CEB,2024,10,5494.44,77.37,6498.23,5540.09,3371.45,260,2351,0.0677,0.0056,0.0731,0.5096,1.8292,1.891,0.1054,0.0813,1625,2606,1705910,7517450,82,386,1
GES-ILO,GES,ILO,2024,10,3139.68,100,10000,5540.09,4213.48,260,698,0.0677,2,0.0731,0.001,1.8292,1.9149,0.1054,0.0007,1625,2618,1705910,5909568,82,147,1
GES-MNL,GES,MNL,2024,10,25922.616,62.05,5290.41,5540.09,3802.6,260,6436,0.0677,0.1691,0.0731,0.5725,1.8292,1.9891,0.1054,0.1717,1625,4565,1705910,7348669,82,1351,1
IAO-CEB,IAO,CEB,2024,10,6259.104,66.07,5432.74,4608.29,3371.45,253,2351,0.0426,0.0056,0,0.5096,1.977,1.891,0.0025,0.0813,920,2606,1728856,7517450,47,386,1
IAO-CRK,IAO,CRK,2024,10,0,0,0,4608.29,8792.58,253,247,0.0426,0.0065,0,0.1865,1.977,1.2661,0.0025,0.1108,920,3779,1728856,5691259,47,243,0
IAO-DVO,IAO,DVO,2024,10,972.288,100,10000,4608.29,5142.24,253,965,0.0426,0.6037,0,0.4554,1.977,1.7601,0.0025,0.1592,920,1837,1728856,4116016,47,205,1
IAO-MNL,IAO,MNL,2024,10,0,0,10000,4608.29,3802.6,253,6436,0.0426,0.1691,0,0.5725,1.977,1.9891,0.0025,0.1717,920,4565,1728856,7348669,47,1351,0
ILO-BCD,ILO,BCD,2024,10,0,0,0,3951.83,3362.41,743,565,2,0.0525,0.001,0.1407,1.9149,1.7466,0.0007,0.1829,2618,2618,5909568,5909568,147,147,0
ILO-CEB,ILO,CEB,2024,10,9962.576,75.61,5361.07,3951.83,3371.45,743,2351,2,0.0056,0.001,0.5096,1.9149,1.891,0.0007,0.0813,2618,2606,5909568,7517450,147,386,1
ILO-CGY,ILO,CGY,2024,10,3139.68,100,10000,3951.83,3638.02,743,506,2,0.072,0.001,0.0369,1.9149,1.9531,0.0007,0.0014,2618,1573,5909568,2941319,147,135,1
ILO-CRK,ILO,CRK,2024,10,1726.824,100,10000,3951.83,8792.58,743,247,2,0.0065,0.001,0.1865,1.9149,1.2661,0.0007,0.1108,2618,3779,5909568,5691259,147,243,1
ILO-DGT,ILO,DGT,2024,10,0,0,0,3951.83,5149.15,743,197,2,0,0.001,0.1754,1.9149,1.9427,0.0007,0.0084,2618,2606,5909568,7517450,147,386,0
ILO-DRP,ILO,DRP,2024,10,0,0,0,3951.83,4802.57,743,173,2,2,0.001,0.0165,1.9149,1.3268,0.0007,0.0008,2618,1909,5909568,4631579,147,93,0
ILO-DVO,ILO,DVO,2024,10,784.92,100,10000,3951.83,5142.24,743,965,2,0.6037,0.001,0.4554,1.9149,1.7601,0.0007,0.1592,2618,1837,5909568,4116016,147,205,1
ILO-GES,ILO,GES,2024,10,3139.68,100,10000,3951.83,5495.02,743,261,2,0.0677,0.001,0.0731,1.9149,1.8292,0.0007,0.1054,2618,1625,5909568,1705910,147,82,1
ILO-KLO,ILO,KLO,2024,10,0,0,0,3951.83,6355.44,743,121,2,0.0773,0.001,0.1044,1.9149,1.8404,0.0007,0.0029,2618,2618,5909568,5909568,147,147,0
ILO-MNL,ILO,MNL,2024,10,42566.296,46.23,3580.12,3951.83,3802.6,743,6436,2,0.1691,0.001,0.5725,1.9149,1.9891,0.0007,0.1717,2618,4565,5909568,7348669,147,1351,1
ILO-MPH,ILO,MPH,2024,10,0,0,0,3951.83,4052.31,743,682,2,0.0902,0.001,1.3168,1.9149,1.9746,0.0007,0.0014,2618,2618,5909568,5909568,147,147,0
ILO-PPS,ILO,PPS,2024,10,2511.744,100,10000,3951.83,4107.33,743,472,2,0.0354,0.001,0.2292,1.9149,1.3649,0.0007,0.1602,2618,1095,5909568,2810208,147,51,1
ILO-TAC,ILO,TAC,2024,10,470.952,100,10000,3951.83,3563.05,743,375,2,0.0177,0.001,0.1266,1.9149,1.7168,0.0007,0.1699,2618,1528,5909568,1695713,147,103,1
ILO-TAG,ILO,TAG,2024,10,0,0,0,3951.83,4183.69,743,310,2,0.0022,0.001,0.746,1.9149,1.9782,0.0007,0.0037,2618,2606,5909568,7517450,147,386,0
ILO-ZAM,ILO,ZAM,2024,10,313.968,100,10000,3951.83,5003.86,743,72,2,0.0394,0.001,0.0863,1.9149,1.405,0.0007,0.2669,2618,1263,5909568,1953463,147,64,1
KLO-MNL,KLO,MNL,2024,10,4238.568,22.88,6470.99,6470.84,3802.6,118,6436,0.0773,0.1691,0.1044,0.5725,1.8404,1.9891,0.0029,0.1717,2618,4565,5909568,7348669,147,1351,1
KLO-MPH,KLO,MPH,2024,10,0,0,0,6470.84,4052.31,118,682,0.0773,0.0902,0.1044,1.3168,1.8404,1.9746,0.0029,0.0014,2618,2618,5909568,5909568,147,147,0
LAO-MNL,LAO,MNL,2024,10,4395.552,37.73,5301.11,5300.93,3802.6,75,6436,0.1189,0.1691,0.4868,0.5725,1.9367,1.9891,0.0129,0.1717,1736,4565,1857396,7348669,58,1351,1
LGP-MNL,LGP,MNL,2024,10,0,0,0,0,3802.6,0,6436,2,0.1691,1.1444,0.5725,1.9183,1.9891,0.0098,0.1717,1909,4565,4631579,7348669,93,1351,0
MBT-CEB,MBT,CEB,2024,10,60.768,100,10000,10000,3371.45,1,2351,0,0.0056,0.052,0.5096,1.9706,1.891,0.0011,0.0813,1909,2606,4631579,7517450,93,386,1
MBT-CRK,MBT,CRK,2024,10,0,0,0,10000,8792.58,1,247,0,0.0065,0.052,0.1865,1.9706,1.2661,0.0011,0.1108,1909,3779,4631579,5691259,93,243,0
MBT-MNL,MBT,MNL,2024,10,0,0,0,10000,3802.6,1,6436,0,0.1691,0.052,0.5725,1.9706,1.9891,0.0011,0.1717,1909,4565,4631579,7348669,93,1351,0
MNL-BAG,MNL,BAG,2024,10,0,0,0,3934.2,0,5690,0,0.1691,0.2033,0.5725,0.5139,1.9891,1.4349,0.1717,0.1274,4565,627,7348669,1983511,1351,38,0
MNL-BCD,MNL,BCD,2024,10,31425.496,44.75,3628.39,3934.2,3362.41,5690,565,0.1691,0.0525,0.5725,0.1407,1.9891,1.7466,0.1717,0.1829,4565,2618,7348669,5909568,1351,147,1
MNL-BSO,MNL,BSO,2024,10,0,0,10000,3934.2,10000,5690,31,0.1691,0.0348,0.5725,0.2377,1.9891,1.996,0.1717,0.0006,4565,1216,7348669,1113791,1351,46,0
MNL-BXU,MNL,BXU,2024,10,18341.808,65.98,5510.72,3934.2,4927.4,5690,222,0.1691,0.018,0.5725,0.0452,1.9891,1.8643,0.1717,0.2916,4565,920,7348669,1728856,1351,47,1
MNL-CBO,MNL,CBO,2024,10,0,0,10000,3934.2,10000,5690,64,0.1691,0.165,0.5725,0.0388,1.9891,1.9501,0.1717,0.0101,4565,940,7348669,1878952,1351,6,0
MNL-CEB,MNL,CEB,2024,10,58468.944,44.89,3594.77,3934.2,3371.45,5690,2351,0.1691,0.0056,0.5725,0.5096,1.9891,1.891,0.1717,0.0813,4565,2606,7348669,7517450,1351,386,1
MNL-CGY,MNL,CGY,2024,10,30679.4,48.35,3923.58,3934.2,3638.02,5690,506,0.1691,0.072,0.5725,0.0369,1.9891,1.9531,0.1717,0.0014,4565,1573,7348669,2941319,1351,135,1
MNL-CRK,MNL,CRK,2024,10,0,0,0,3934.2,8792.58,5690,247,0.1691,0.0065,0.5725,0.1865,1.9891,1.2661,0.1717,0.1108,4565,3779,7348669,5691259,1351,243,0
MNL-CRM,MNL,CRM,2024,10,0,0,10000,3934.2,10000,5690,17,0.1691,0.0586,0.5725,0.0541,1.9891,1.9967,0.1717,0.0006,4565,1528,7348669,1695713,1351,103,0
MNL-CYP,MNL,CYP,2024,10,0,0,10000,3934.2,5021.48,5690,27,0.1691,0.0009,0.5725,0.3387,1.9891,1.9297,0.1717,0.0019,4565,1528,7348669,1695713,1351,103,0
MNL-CYZ,MNL,CYZ,2024,10,4081.584,100,10000,3934.2,10000,5690,26,0.1691,0.1052,0.5725,0.0793,1.9891,1.6779,0.1717,0.0065,4565,1216,7348669,1113791,1351,46,1
MNL-DGT,MNL,DGT,2024,10,18681.096,65.75,5496.12,3934.2,5149.15,5690,197,0.1691,0,0.5725,0.1754,1.9891,1.9427,0.1717,0.0084,4565,2606,7348669,7517450,1351,386,1
MNL-DPL,MNL,DPL,2024,10,6593.328,57.53,5113.4,3934.2,5113.53,5690,73,0.1691,0.0248,0.5725,0.2653,1.9891,1.9409,0.1717,0.0123,4565,1263,7348669,1953463,1351,64,1
MNL-DRP,MNL,DRP,2024,10,13205.224,50.22,5000.1,3934.2,4802.57,5690,173,0.1691,2,0.5725,0.0165,1.9891,1.3268,0.1717,0.0008,4565,1909,7348669,4631579,1351,93,1
MNL-DVO,MNL,DVO,2024,10,65754.352,54.87,5047.43,3934.2,5142.24,5690,965,0.1691,0.6037,0.5725,0.4554,1.9891,1.7601,0.1717,0.1592,4565,1837,7348669,4116016,1351,205,1
MNL-ENI,MNL,ENI,2024,10,0,0,0,3934.2,0,5690,0,0.1691,0.0141,0.5725,0.2391,1.9891,1.9942,0.1717,0.0021,4565,1095,7348669,2810208,1351,51,0
MNL-EUQ,MNL,EUQ,2024,10,0,0,10000,3934.2,10000,5690,14,0.1691,0.0176,0.5725,0.2494,1.9891,1.9871,0.1717,0.0009,4565,2618,7348669,5909568,1351,147,0
MNL-GES,MNL,GES,2024,10,25571.512,61.27,5254.03,3934.2,5495.02,5690,261,0.1691,0.0677,0.5725,0.0731,1.9891,1.8292,0.1717,0.1054,4565,1625,7348669,1705910,1351,82,1
MNL-IAO,MNL,IAO,2024,10,0,0,10000,3934.2,4976.33,5690,262,0.1691,0.0426,0.5725,0,1.9891,1.977,0.1717,0.0025,4565,920,7348669,1728856,1351,47,0
MNL-ILO,MNL,ILO,2024,10,44112.504,51.25,3831.15,3934.2,4213.48,5690,698,0.1691,2,0.5725,0.001,1.9891,1.9149,0.1717,0.0007,4565,2618,7348669,5909568,1351,147,1
MNL-KLO,MNL,KLO,2024,10,4552.536,23.97,6355.12,3934.2,6355.44,5690,121,0.1691,0.0773,0.5725,0.1044,1.9891,1.8404,0.1717,0.0029,4565,2618,7348669,5909568,1351,147,1
MNL-LAO,MNL,LAO,2024,10,4395.552,37.23,5326.15,3934.2,5326.05,5690,76,0.1691,0.1189,0.5725,0.4868,1.9891,1.9367,0.1717,0.0129,4565,1736,7348669,1857396,1351,58,1
MNL-LGP,MNL,LGP,2024,10,0,0,0,3934.2,0,5690,0,0.1691,2,0.5725,1.1444,1.9891,1.9183,0.1717,0.0098,4565,1909,7348669,4631579,1351,93,0
MNL-MBT,MNL,MBT,2024,10,0,0,0,3934.2,7282.69,5690,3,0.1691,0,0.5725,0.052,1.9891,1.9706,0.1717,0.0011,4565,1909,7348669,4631579,1351,93,0
MNL-MPH,MNL,MPH,2024,10,34501.032,48.55,3452.46,3934.2,4052.31,5690,682,0.1691,0.0902,0.5725,1.3168,1.9891,1.9746,0.1717,0.0014,4565,2618,7348669,5909568,1351,147,1
MNL-OZC,MNL,OZC,2024,10,7064.28,59.21,5169.65,3934.2,4212.92,5690,109,0.1691,0.0094,0.5725,0.069,1.9891,1.9415,0.1717,0.0078,4565,1573,7348669,2941319,1351,135,1
MNL-PAG,MNL,PAG,2024,10,8948.088,100,10000,3934.2,6790.24,5690,94,0.1691,0.1565,0.5725,0.0837,1.9891,1.9399,0.1717,0.0091,4565,1263,7348669,1953463,1351,64,1
MNL-PPS,MNL,PPS,2024,10,27360.792,48.48,3677.87,3934.2,4107.33,5690,472,0.1691,0.0354,0.5725,0.2292,1.9891,1.3649,0.1717,0.1602,4565,1095,7348669,2810208,1351,51,1
MNL-RXS,MNL,RXS,2024,10,9576.024,57.55,4342.07,3934.2,4341.4,5690,106,0.1691,0.0162,0.5725,0.1767,1.9891,1.9047,0.1717,0.0026,4565,2618,7348669,5909568,1351,147,1
MNL-SJI,MNL,SJI,2024,10,0,0,0,3934.2,0,5690,0,0.1691,0.225,0.5725,0.0171,1.9891,1.9857,0.1717,0.0183,4565,1095,7348669,2810208,1351,51,0
MNL-TAC,MNL,TAC,2024,10,22448.712,44.39,3733.3,3934.2,3563.05,5690,375,0.1691,0.0177,0.5725,0.1266,1.9891,1.7168,0.1717,0.1699,4565,1528,7348669,1695713,1351,103,1
MNL-TAG,MNL,TAG,2024,10,22300.168,52.39,3952.61,3934.2,4183.69,5690,310,0.1691,0.0022,0.5725,0.746,1.9891,1.9782,0.1717,0.0037,4565,2606,7348669,7517450,1351,386,1
MNL-TUG,MNL,TUG,2024,10,8320.152,72.6,6021.52,3934.2,6021.77,5690,73,0.1691,0.1667,0.5725,0.1568,1.9891,1.6703,0.1717,0.0064,4565,1216,7348669,1113791,1351,46,1
MNL-USU,MNL,USU,2024,10,1823.04,49.05,5001.8,3934.2,5049.61,5690,133,0.1691,0.0053,0.5725,0.0456,1.9891,1.9757,0.1717,0.0016,4565,1095,7348669,2810208,1351,51,1
MNL-VRC,MNL,VRC,2024,10,4709.52,100,10000,3934.2,10000,5690,30,0.1691,0.0996,0.5725,0.0298,1.9891,1.9966,0.1717,0.0009,4565,1909,7348669,4631579,1351,93,1
MNL-WNP,MNL,WNP,2024,10,2795.328,100,10000,3934.2,10000,5690,46,0.1691,1.1518,0.5725,0.0089,1.9891,1.909,0.1717,0.0013,4565,1909,7348669,4631579,1351,93,1
MNL-ZAM,MNL,ZAM,2024,10,156.984,4.17,9200.78,3934.2,5003.86,5690,72,0.1691,0.0394,0.5725,0.0863,1.9891,1.405,0.1717,0.2669,4565,1263,7348669,1953463,1351,64,1
MPH-CEB,MPH,CEB,2024,10,10720.488,79.31,5239.49,3378.03,3371.45,881,2351,0.0902,0.0056,1.3168,0.5096,1.9746,1.891,0.0014,0.0813,2618,2606,5909568,7517450,147,386,1
MPH-CRK,MPH,CRK,2024,10,11302.848,100,10000,3378.03,8792.58,881,247,0.0902,0.0065,1.3168,0.1865,1.9746,1.2661,0.0014,0.1108,2618,3779,5909568,5691259,147,243,1
MPH-DVO,MPH,DVO,2024,10,784.92,100,10000,3378.03,5142.24,881,965,0.0902,0.6037,1.3168,0.4554,1.9746,1.7601,0.0014,0.1592,2618,1837,5909568,4116016,147,205,1
MPH-ENI,MPH,ENI,2024,10,0,0,0,3378.03,0,881,0,0.0902,0.0141,1.3168,0.2391,1.9746,1.9942,0.0014,0.0021,2618,1095,5909568,2810208,147,51,0
MPH-ILO,MPH,ILO,2024,10,0,0,0,3378.03,4213.48,881,698,0.0902,2,1.3168,0.001,1.9746,1.9149,0.0014,0.0007,2618,2618,5909568,5909568,147,147,0
MPH-KLO,MPH,KLO,2024,10,0,0,0,3378.03,6355.44,881,121,0.0902,0.0773,1.3168,0.1044,1.9746,1.8404,0.0014,0.0029,2618,2618,5909568,5909568,147,147,0
MPH-MNL,MPH,MNL,2024,10,34789.68,35.42,3267.25,3378.03,3802.6,881,6436,0.0902,0.1691,1.3168,0.5725,1.9746,1.9891,0.0014,0.1717,2618,4565,5909568,7348669,147,1351,1
