DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS
8/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:57:00,13:55:00,13:56:00,15:30:00,Landed 2:53 PM,PR2867,Philippine Airlines,230
8/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,15:53:00,15:30:00,Landed 4:53 PM,PR2867,Philippine Airlines,230
8/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:22:00,15:30:00,Landed 3:23 PM,PR2867,Philippine Airlines,230
8/26/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,13:55:00,15:30:00,Landed 2:54 PM,PR2867,Philippine Airlines,230
8/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,13:47:00,15:30:00,Landed 2:48 PM,PR2867,Philippine Airlines,230
8/24/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,13:51:00,15:30:00,Landed 2:49 PM,PR2867,Philippine Airlines,230
8/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:57:00,13:55:00,14:09:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,186
8/22/2025 0:00,Manila (MNL),Cebu (CEB),321,,13:55:00,,15:30:00,Canceled,PR2867,Philippine Airlines,230
8/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:00:00,13:55:00,14:04:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,230
8/20/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:25:00,15:30:00,Landed 3:27 PM,PR2867,Philippine Airlines,230
8/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:01:00,13:55:00,14:19:00,15:30:00,Landed 3:20 PM,PR2867,Philippine Airlines,186
8/18/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:05:00,13:55:00,14:02:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,230
8/17/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:16:00,13:55:00,14:21:00,15:30:00,Landed 3:38 PM,PR2867,Philippine Airlines,230
8/16/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,15:11:00,15:30:00,Landed 4:09 PM,PR2867,Philippine Airlines,230
8/15/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,14:50:00,15:30:00,Landed 3:48 PM,PR2867,Philippine Airlines,230
8/14/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:57:00,13:55:00,14:30:00,15:30:00,Landed 3:27 PM,PR2867,Philippine Airlines,230
8/13/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:57:00,13:55:00,14:02:00,15:30:00,Landed 2:59 PM,PR2867,Philippine Airlines,230
8/12/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:02:00,13:55:00,14:09:00,15:30:00,Landed 3:11 PM,PR2867,Philippine Airlines,230
8/11/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,14:04:00,15:30:00,Landed 3:05 PM,PR2867,Philippine Airlines,230
8/10/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:05:00,13:55:00,14:21:00,15:30:00,Landed 3:26 PM,PR2867,Philippine Airlines,230
8/9/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:57:00,13:55:00,14:48:00,15:30:00,Landed 3:45 PM,PR2867,Philippine Airlines,230
8/8/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:57:00,13:55:00,14:05:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,230
8/7/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,13:59:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
8/6/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:03:00,13:55:00,14:01:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,230
8/5/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:55:00,13:55:00,13:57:00,15:30:00,Landed 2:52 PM,PR2867,Philippine Airlines,230
8/4/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:02:00,13:55:00,14:00:00,15:30:00,Landed 3:01 PM,PR2867,Philippine Airlines,230
8/3/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,14:03:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,230
8/2/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,14:25:00,15:30:00,Landed 3:25 PM,PR2867,Philippine Airlines,230
8/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:58:00,13:55:00,14:07:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,186
7/31/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:03:00,13:55:00,14:01:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,230
7/30/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:58:00,13:55:00,14:22:00,15:30:00,Landed 3:20 PM,PR2867,Philippine Airlines,230
7/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,14:00:00,15:30:00,Landed 2:59 PM,PR2867,Philippine Airlines,230
7/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:56:00,13:55:00,14:02:00,15:30:00,Landed 2:58 PM,PR2867,Philippine Airlines,230
7/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:59:00,13:55:00,13:58:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
7/26/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,13:58:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
7/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:02:00,15:30:00,Landed 3:00 PM,PR2867,Philippine Airlines,230
7/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:58:00,13:55:00,14:17:00,15:30:00,Landed 3:15 PM,PR2867,Philippine Airlines,186
7/23/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:57:00,13:55:00,14:17:00,15:30:00,Landed 3:14 PM,PR2867,Philippine Airlines,230
7/22/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,16:49:00,15:30:00,Landed 5:49 PM,PR2867,Philippine Airlines,230
7/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,16:37:00,15:30:00,Landed 5:37 PM,PR2867,Philippine Airlines,230
7/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:56:00,13:55:00,14:33:00,15:30:00,Landed 3:29 PM,PR2867,Philippine Airlines,186
7/19/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,13:52:00,15:30:00,Landed 2:51 PM,PR2867,Philippine Airlines,230
7/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:57:00,13:55:00,14:28:00,15:30:00,Landed 3:25 PM,PR2867,Philippine Airlines,186
7/17/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:57:00,13:55:00,14:00:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
7/16/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:57:00,13:55:00,14:11:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,230
7/15/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:05:00,13:55:00,13:50:00,15:30:00,Landed 2:55 PM,PR2867,Philippine Airlines,230
7/14/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,13:52:00,15:30:00,Landed 2:50 PM,PR2867,Philippine Airlines,230
7/13/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,14:04:00,15:30:00,Landed 3:03 PM,PR2867,Philippine Airlines,230
7/11/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:56:00,13:55:00,14:02:00,15:30:00,Landed 2:59 PM,PR2867,Philippine Airlines,230
7/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:58:00,13:55:00,14:04:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,186
7/9/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:00:00,15:30:00,Landed 2:58 PM,PR2867,Philippine Airlines,230
7/8/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:56:00,13:55:00,13:53:00,15:30:00,Landed 2:48 PM,PR2867,Philippine Airlines,230
7/7/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:59:00,13:55:00,14:06:00,15:30:00,Landed 3:06 PM,PR2867,Philippine Airlines,230
7/6/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,13:58:00,15:30:00,Landed 2:56 PM,PR2867,Philippine Airlines,230
7/5/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:59:00,13:55:00,14:04:00,15:30:00,Landed 3:03 PM,PR2867,Philippine Airlines,230
7/4/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,13:56:00,15:30:00,Landed 2:56 PM,PR2867,Philippine Airlines,230
7/3/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:55:00,13:55:00,14:16:00,15:30:00,Landed 3:12 PM,PR2867,Philippine Airlines,230
7/2/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:01:00,13:55:00,13:56:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
7/1/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:19:00,15:30:00,Landed 3:17 PM,PR2867,Philippine Airlines,230
6/30/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:04:00,13:55:00,14:03:00,15:30:00,Landed 3:06 PM,PR2867,Philippine Airlines,230
6/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,13:55:00,15:30:00,Landed 2:53 PM,PR2867,Philippine Airlines,230
6/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,13:55:00,15:30:00,Landed 2:55 PM,PR2867,Philippine Airlines,230
6/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,14:08:00,15:30:00,Landed 3:05 PM,PR2867,Philippine Airlines,230
6/26/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:04:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,230
6/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,14:07:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,230
6/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:06:00,13:55:00,14:10:00,15:30:00,Landed 3:16 PM,PR2867,Philippine Airlines,186
6/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8614),1:03:00,13:55:00,14:08:00,15:30:00,Landed 3:12 PM,PR2867,Philippine Airlines,186
6/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:56:00,13:55:00,14:40:00,15:30:00,Landed 3:36 PM,PR2867,Philippine Airlines,186
6/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,13:54:00,15:30:00,Landed 2:55 PM,PR2867,Philippine Airlines,230
6/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:00:00,13:55:00,14:06:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,186
6/19/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:59:00,13:55:00,16:53:00,15:30:00,Landed 5:52 PM,PR2867,Philippine Airlines,230
6/18/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,14:19:00,15:30:00,Landed 3:19 PM,PR2867,Philippine Airlines,230
6/17/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,14:10:00,15:30:00,Landed 3:09 PM,PR2867,Philippine Airlines,230
6/15/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,14:30:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
6/14/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:01:00,13:55:00,14:01:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,230
6/13/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:01:00,15:30:00,Landed 3:03 PM,PR2867,Philippine Airlines,230
6/11/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:23:00,15:30:00,Landed 3:21 PM,PR2867,Philippine Airlines,230
6/10/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:56:00,13:55:00,14:28:00,15:30:00,Landed 3:24 PM,PR2867,Philippine Airlines,230
6/9/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:55:00,13:55:00,14:27:00,15:30:00,Landed 3:22 PM,PR2867,Philippine Airlines,230
6/8/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:03:00,13:55:00,19:02:00,15:30:00,Landed 8:06 PM,PR2867,Philippine Airlines,230
6/7/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:04:00,13:55:00,14:06:00,15:30:00,Landed 3:11 PM,PR2867,Philippine Airlines,230
6/6/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:02:00,13:55:00,14:09:00,15:30:00,Landed 3:11 PM,PR2867,Philippine Airlines,230
6/5/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:10:00,15:30:00,Landed 3:12 PM,PR2867,Philippine Airlines,230
6/4/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:56:00,13:55:00,14:22:00,15:30:00,Landed 3:18 PM,PR2867,Philippine Airlines,230
6/2/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:01:00,13:55:00,14:04:00,15:30:00,Landed 3:05 PM,PR2867,Philippine Airlines,230
5/30/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,14:20:00,15:30:00,Landed 3:19 PM,PR2867,Philippine Airlines,230
5/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,14:05:00,15:30:00,Landed 3:04 PM,PR2867,Philippine Airlines,230
5/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,14:26:00,15:30:00,Landed 3:25 PM,PR2867,Philippine Airlines,230
5/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:58:00,13:55:00,14:24:00,15:30:00,Landed 3:21 PM,PR2867,Philippine Airlines,230
5/26/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,14:30:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
5/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:00:00,13:55:00,14:40:00,15:30:00,Landed 3:40 PM,PR2867,Philippine Airlines,230
5/24/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:02:00,13:55:00,14:26:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
5/23/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:37:00,15:30:00,Landed 3:35 PM,PR2867,Philippine Airlines,230
5/22/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:58:00,13:55:00,14:33:00,15:30:00,Landed 3:31 PM,PR2867,Philippine Airlines,230
5/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:00:00,13:55:00,14:48:00,15:30:00,Landed 3:48 PM,PR2867,Philippine Airlines,230
5/19/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,14:19:00,15:30:00,Landed 3:17 PM,PR2867,Philippine Airlines,230
5/18/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,14:11:00,15:30:00,Landed 3:11 PM,PR2867,Philippine Airlines,230
5/17/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:57:00,13:55:00,14:16:00,15:30:00,Landed 3:12 PM,PR2867,Philippine Airlines,230
5/16/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:00:00,13:55:00,14:29:00,15:30:00,Landed 3:29 PM,PR2867,Philippine Airlines,230
5/14/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:59:00,13:55:00,14:16:00,15:30:00,Landed 3:15 PM,PR2867,Philippine Airlines,230
5/13/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:57:00,13:55:00,14:12:00,15:30:00,Landed 3:09 PM,PR2867,Philippine Airlines,230
5/11/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,13:59:00,15:30:00,Landed 3:00 PM,PR2867,Philippine Airlines,230
5/10/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:56:00,13:55:00,14:06:00,15:30:00,Landed 3:03 PM,PR2867,Philippine Airlines,230
5/9/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:02:00,13:55:00,14:05:00,15:30:00,Landed 3:07 PM,PR2867,Philippine Airlines,230
5/8/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:59:00,13:55:00,14:30:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
5/7/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,14:27:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
5/6/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:55:00,13:55:00,14:37:00,15:30:00,Landed 3:33 PM,PR2867,Philippine Airlines,230
5/5/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:57:00,13:55:00,15:07:00,15:30:00,Landed 4:04 PM,PR2867,Philippine Airlines,230
5/4/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),0:58:00,13:55:00,14:47:00,15:30:00,Landed 3:45 PM,PR2867,Philippine Airlines,230
5/3/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:01:00,13:55:00,14:41:00,15:30:00,Landed 3:41 PM,PR2867,Philippine Airlines,230
5/2/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:32:00,15:30:00,Landed 3:31 PM,PR2867,Philippine Airlines,230
4/30/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,14:40:00,15:30:00,Landed 3:39 PM,PR2867,Philippine Airlines,230
4/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,15:03:00,15:30:00,Landed 4:03 PM,PR2867,Philippine Airlines,230
4/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,14:21:00,15:30:00,Landed 3:19 PM,PR2867,Philippine Airlines,230
4/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,14:28:00,15:30:00,Landed 3:26 PM,PR2867,Philippine Airlines,230
4/26/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:03:00,13:55:00,14:27:00,15:30:00,Landed 3:31 PM,PR2867,Philippine Airlines,230
4/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:00:00,13:55:00,14:34:00,15:30:00,Landed 3:34 PM,PR2867,Philippine Airlines,230
4/24/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,14:28:00,15:30:00,Landed 3:28 PM,PR2867,Philippine Airlines,230
4/23/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:04:00,13:55:00,17:03:00,15:30:00,Landed 6:06 PM,PR2867,Philippine Airlines,230
4/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:01:00,13:55:00,14:49:00,15:30:00,Landed 3:49 PM,PR2867,Philippine Airlines,230
4/20/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:01:00,13:55:00,14:08:00,15:30:00,Landed 3:09 PM,PR2867,Philippine Airlines,230
4/19/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,14:10:00,15:30:00,Landed 3:10 PM,PR2867,Philippine Airlines,230
4/18/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:58:00,13:55:00,13:59:00,15:30:00,Landed 2:57 PM,PR2867,Philippine Airlines,230
4/17/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:28:00,15:30:00,Landed 3:26 PM,PR2867,Philippine Airlines,230
4/16/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:57:00,13:55:00,14:52:00,15:30:00,Landed 3:49 PM,PR2867,Philippine Airlines,230
4/15/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,13:54:00,15:30:00,Landed 2:53 PM,PR2867,Philippine Airlines,230
4/14/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:59:00,13:55:00,13:59:00,15:30:00,Landed 2:58 PM,PR2867,Philippine Airlines,230
4/13/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,14:31:00,15:30:00,Landed 3:30 PM,PR2867,Philippine Airlines,230
4/12/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:58:00,13:55:00,14:40:00,15:30:00,Landed 3:38 PM,PR2867,Philippine Airlines,230
4/11/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:58:00,13:55:00,14:27:00,15:30:00,Landed 3:25 PM,PR2867,Philippine Airlines,230
4/10/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:57:00,13:55:00,14:14:00,15:30:00,Landed 3:12 PM,PR2867,Philippine Airlines,230
4/9/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:08:00,13:55:00,14:13:00,15:30:00,Landed 3:22 PM,PR2867,Philippine Airlines,230
4/8/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:01:00,13:55:00,14:38:00,15:30:00,Landed 3:39 PM,PR2867,Philippine Airlines,230
4/7/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:57:00,13:55:00,14:19:00,15:30:00,Landed 3:17 PM,PR2867,Philippine Airlines,230
4/6/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,14:00:00,15:30:00,Landed 2:59 PM,PR2867,Philippine Airlines,230
4/5/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:05:00,13:55:00,13:57:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,230
4/4/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:59:00,13:55:00,14:10:00,15:30:00,Landed 3:10 PM,PR2867,Philippine Airlines,230
4/3/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:56:00,13:55:00,14:14:00,15:30:00,Landed 3:09 PM,PR2867,Philippine Airlines,230
4/2/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:01:00,13:55:00,13:49:00,15:30:00,Landed 2:50 PM,PR2867,Philippine Airlines,230
4/1/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:00:00,15:30:00,Landed 3:02 PM,PR2867,Philippine Airlines,230
3/31/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),0:57:00,13:55:00,14:13:00,15:30:00,Landed 3:10 PM,PR2867,Philippine Airlines,230
3/30/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:57:00,13:55:00,14:22:00,15:30:00,Landed 3:19 PM,PR2867,Philippine Airlines,230
3/29/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,14:07:00,15:25:00,Landed 3:09 PM,PR2867,Philippine Airlines,230
3/28/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:00:00,13:55:00,14:10:00,15:25:00,Landed 3:10 PM,PR2867,Philippine Airlines,230
3/27/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),0:59:00,13:55:00,14:17:00,15:25:00,Landed 3:16 PM,PR2867,Philippine Airlines,230
3/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:59:00,13:55:00,14:08:00,15:25:00,Landed 3:07 PM,PR2867,Philippine Airlines,186
3/25/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,14:14:00,15:25:00,Landed 3:13 PM,PR2867,Philippine Airlines,230
3/24/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:02:00,13:55:00,14:14:00,15:25:00,Landed 3:16 PM,PR2867,Philippine Airlines,230
3/23/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),0:59:00,13:55:00,14:19:00,15:25:00,Landed 3:18 PM,PR2867,Philippine Airlines,230
3/22/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9921),1:02:00,13:55:00,13:55:00,15:25:00,Landed 2:56 PM,PR2867,Philippine Airlines,230
3/21/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9927),1:01:00,13:55:00,14:22:00,15:25:00,Landed 3:24 PM,PR2867,Philippine Airlines,230
3/20/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9924),1:01:00,13:55:00,14:20:00,15:25:00,Landed 3:21 PM,PR2867,Philippine Airlines,230
3/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:59:00,13:55:00,14:44:00,15:25:00,Landed 3:43 PM,PR2867,Philippine Airlines,186
3/18/2025 0:00,Manila (MNL),Cebu (CEB),A321 (RP-C9923),1:01:00,13:55:00,14:14:00,15:25:00,Landed 3:15 PM,PR2867,Philippine Airlines,230
3/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:02:00,13:55:00,14:04:00,15:25:00,Landed 3:05 PM,PR2867,Philippine Airlines,186
