DATE,FROM,TO,AIRCRAFT,FLIGHT TIME,STD,ATD,STA,STATUS,FLIGHT NUMBER,AIRLINE,# OF SEATS
9/17/2025 0:00,Manila (MNL),Cebu (CEB),320,,23:05:00,,0:40:00,Scheduled,PR2869,Philippine Airlines,186
9/15/2025 0:00,Manila (MNL),Cebu (CEB),320,,23:05:00,,0:40:00,Scheduled,PR2869,Philippine Airlines,186
9/14/2025 0:00,Manila (MNL),Cebu (CEB),320,,23:05:00,,0:40:00,Scheduled,PR2869,Philippine Airlines,186
9/12/2025 0:00,Manila (MNL),Cebu (CEB),320,,23:05:00,,0:40:00,Scheduled,PR2869,Philippine Airlines,186
9/10/2025 0:00,Manila (MNL),Cebu (CEB),320,,23:05:00,,0:40:00,Scheduled,PR2869,Philippine Airlines,186
9/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:00:00,23:05:00,23:17:00,0:40:00,Landed 12:16 AM,PR2869,Philippine Airlines,186
9/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:59:00,23:05:00,22:50:00,0:40:00,Landed 11:49 PM,PR2869,Philippine Airlines,186
9/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:58:00,23:05:00,23:09:00,0:40:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
9/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:59:00,23:05:00,22:57:00,0:40:00,Landed 11:56 PM,PR2869,Philippine Airlines,186
9/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),0:57:00,23:05:00,23:36:00,0:40:00,Landed 12:33 AM,PR2869,Philippine Airlines,186
8/31/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),0:55:00,23:05:00,23:08:00,0:40:00,Landed 12:03 AM,PR2869,Philippine Airlines,186
8/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8614),0:55:00,23:05:00,22:53:00,0:40:00,Landed 11:48 PM,PR2869,Philippine Airlines,186
8/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:05:00,23:05:00,23:22:00,0:40:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
8/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:00:00,23:05:00,23:13:00,0:40:00,Landed 12:14 AM,PR2869,Philippine Airlines,186
8/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,23:05:00,23:02:00,0:40:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
8/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:31:00,23:05:00,22:55:00,0:40:00,Landed 12:26 AM,PR2869,Philippine Airlines,186
8/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:57:00,23:05:00,22:48:00,0:40:00,Landed 11:45 PM,PR2869,Philippine Airlines,186
8/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:07:00,23:05:00,22:57:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
8/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:59:00,23:05:00,23:21:00,0:40:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
8/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:02:00,23:05:00,23:44:00,0:40:00,Landed 12:46 AM,PR2869,Philippine Airlines,186
8/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,23:05:00,23:56:00,0:40:00,Landed 12:53 AM,PR2869,Philippine Airlines,186
8/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:01:00,23:05:00,23:30:00,0:40:00,Landed 12:31 AM,PR2869,Philippine Airlines,186
8/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:05:00,23:05:00,23:00:00,0:40:00,Landed 12:05 AM,PR2869,Philippine Airlines,186
8/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:02:00,23:05:00,22:57:00,0:40:00,Landed 11:59 PM,PR2869,Philippine Airlines,186
8/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:03:00,23:05:00,22:57:00,0:40:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
8/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:57:00,23:05:00,23:10:00,0:40:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
8/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,23:05:00,23:29:00,0:40:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
8/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:54:00,23:05:00,23:14:00,0:40:00,Landed 12:08 AM,PR2869,Philippine Airlines,186
8/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:01:00,23:05:00,0:14:00,0:40:00,Landed 1:15 AM,PR2869,Philippine Airlines,186
8/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:57:00,23:05:00,0:26:00,0:40:00,Landed 1:24 AM,PR2869,Philippine Airlines,186
8/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:04:00,23:05:00,23:14:00,0:40:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
8/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,23:05:00,23:05:00,0:40:00,Landed 12:03 AM,PR2869,Philippine Airlines,186
8/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:57:00,23:05:00,23:13:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
8/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:00:00,23:05:00,23:09:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
8/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:56:00,23:05:00,23:29:00,0:40:00,Landed 12:25 AM,PR2869,Philippine Airlines,186
8/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:02:00,23:05:00,23:14:00,0:40:00,Landed 12:16 AM,PR2869,Philippine Airlines,186
8/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:00:00,23:05:00,23:09:00,0:40:00,Landed 12:08 AM,PR2869,Philippine Airlines,186
8/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:06:00,23:05:00,23:01:00,0:40:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
8/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:03:00,23:05:00,23:03:00,0:40:00,Landed 12:06 AM,PR2869,Philippine Airlines,186
8/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:00:00,23:05:00,23:09:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
8/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:59:00,23:05:00,23:05:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
7/31/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:57:00,23:05:00,23:28:00,0:40:00,Landed 12:25 AM,PR2869,Philippine Airlines,186
7/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:57:00,23:05:00,23:03:00,0:40:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
7/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:55:00,23:05:00,23:05:00,0:40:00,Landed 12:01 AM,PR2869,Philippine Airlines,186
7/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),1:00:00,23:05:00,23:09:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
7/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,23:05:00,0:16:00,0:40:00,Landed 1:14 AM,PR2869,Philippine Airlines,186
7/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:57:00,23:05:00,23:13:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
7/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:03:00,23:05:00,23:05:00,0:40:00,Landed 12:08 AM,PR2869,Philippine Airlines,186
7/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:58:00,23:05:00,23:15:00,0:40:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
7/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:59:00,23:05:00,22:56:00,0:40:00,Landed 11:55 PM,PR2869,Philippine Airlines,186
7/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:57:00,23:05:00,23:57:00,0:40:00,Landed 12:54 AM,PR2869,Philippine Airlines,186
7/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:59:00,23:05:00,0:12:00,0:40:00,Landed 1:11 AM,PR2869,Philippine Airlines,186
7/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:56:00,23:05:00,23:23:00,0:40:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
7/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:00:00,23:05:00,23:40:00,0:40:00,Landed 12:40 AM,PR2869,Philippine Airlines,186
7/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:58:00,23:05:00,23:45:00,0:40:00,Landed 12:43 AM,PR2869,Philippine Airlines,186
7/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:57:00,23:05:00,23:23:00,0:40:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
7/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:55:00,23:05:00,23:31:00,0:40:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
7/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:01:00,23:05:00,23:32:00,0:40:00,Landed 12:33 AM,PR2869,Philippine Airlines,186
7/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:00:00,23:05:00,23:01:00,0:40:00,Landed 12:00 AM,PR2869,Philippine Airlines,186
7/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:58:00,23:05:00,23:08:00,0:40:00,Landed 12:06 AM,PR2869,Philippine Airlines,186
7/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:58:00,23:05:00,23:13:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
7/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:06:00,23:05:00,23:02:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
7/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:56:00,23:05:00,23:27:00,0:40:00,Landed 12:23 AM,PR2869,Philippine Airlines,186
7/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:57:00,23:05:00,23:12:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
7/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:58:00,23:05:00,23:40:00,0:40:00,Landed 12:38 AM,PR2869,Philippine Airlines,186
7/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:59:00,23:05:00,23:13:00,0:40:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
7/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:00:00,23:05:00,23:09:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
7/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:57:00,23:05:00,23:29:00,0:40:00,Landed 12:25 AM,PR2869,Philippine Airlines,186
7/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),0:57:00,23:05:00,23:26:00,0:40:00,Landed 12:23 AM,PR2869,Philippine Airlines,186
7/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:57:00,23:05:00,23:38:00,0:40:00,Landed 12:34 AM,PR2869,Philippine Airlines,186
7/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:00:00,23:05:00,23:12:00,0:40:00,Landed 12:12 AM,PR2869,Philippine Airlines,186
7/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:01:00,23:05:00,23:16:00,0:40:00,Landed 12:17 AM,PR2869,Philippine Airlines,186
6/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:59:00,23:05:00,0:26:00,0:40:00,Landed 1:25 AM,PR2869,Philippine Airlines,186
6/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:58:00,23:05:00,23:11:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
6/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),0:53:00,23:05:00,23:06:00,0:40:00,Landed 11:59 PM,PR2869,Philippine Airlines,186
6/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,23:05:00,23:28:00,0:40:00,Landed 12:27 AM,PR2869,Philippine Airlines,186
6/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:12:00,23:05:00,23:11:00,0:40:00,Landed 12:22 AM,PR2869,Philippine Airlines,186
6/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,23:05:00,23:11:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
6/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:58:00,23:05:00,23:13:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
6/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:57:00,23:05:00,22:50:00,0:40:00,Landed 11:46 PM,PR2869,Philippine Airlines,186
6/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,23:05:00,23:06:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
6/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:03:00,23:05:00,23:25:00,0:40:00,Landed 12:28 AM,PR2869,Philippine Airlines,186
6/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:03:00,23:05:00,23:02:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
6/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:01:00,23:05:00,23:27:00,0:40:00,Landed 12:28 AM,PR2869,Philippine Airlines,186
6/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:05:00,23:05:00,23:08:00,0:40:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
6/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:01:00,23:05:00,23:10:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
6/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:00:00,23:05:00,22:57:00,0:40:00,Landed 11:56 PM,PR2869,Philippine Airlines,186
6/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:03:00,23:05:00,23:07:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
6/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:00:00,23:05:00,23:16:00,0:40:00,Landed 12:16 AM,PR2869,Philippine Airlines,186
6/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:03:00,23:05:00,23:02:00,0:40:00,Landed 12:05 AM,PR2869,Philippine Airlines,186
6/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:56:00,23:05:00,23:19:00,0:40:00,Landed 12:16 AM,PR2869,Philippine Airlines,186
6/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:58:00,23:05:00,23:54:00,1:00:00,Landed 12:52 AM,PR2869,Philippine Airlines,186
6/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),0:57:00,23:05:00,23:00:00,0:40:00,Landed 11:57 PM,PR2869,Philippine Airlines,186
6/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),0:58:00,23:05:00,23:31:00,0:40:00,Landed 12:29 AM,PR2869,Philippine Airlines,186
6/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:58:00,23:05:00,23:13:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
6/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:02:00,23:05:00,0:09:00,0:40:00,Landed 1:11 AM,PR2869,Philippine Airlines,186
6/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:56:00,23:05:00,23:48:00,0:40:00,Landed 12:44 AM,PR2869,Philippine Airlines,186
6/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:00:00,23:05:00,0:00:00,0:40:00,Landed 1:00 AM,PR2869,Philippine Airlines,186
6/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:02:00,23:05:00,23:29:00,0:40:00,Landed 12:31 AM,PR2869,Philippine Airlines,186
6/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:11:00,23:05:00,23:07:00,0:40:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
6/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:01:00,23:05:00,23:34:00,0:40:00,Landed 12:35 AM,PR2869,Philippine Airlines,186
6/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:02:00,23:05:00,23:05:00,0:40:00,Landed 12:07 AM,PR2869,Philippine Airlines,186
5/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:01:00,23:05:00,23:12:00,0:40:00,Landed 12:13 AM,PR2869,Philippine Airlines,186
5/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:01:00,23:05:00,23:24:00,0:40:00,Landed 12:26 AM,PR2869,Philippine Airlines,186
5/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:56:00,23:05:00,0:05:00,0:40:00,Landed 1:01 AM,PR2869,Philippine Airlines,186
5/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:02:00,23:05:00,23:27:00,0:40:00,Landed 12:29 AM,PR2869,Philippine Airlines,186
5/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:57:00,23:05:00,23:15:00,0:40:00,Landed 12:12 AM,PR2869,Philippine Airlines,186
5/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),0:58:00,23:05:00,23:16:00,0:40:00,Landed 12:14 AM,PR2869,Philippine Airlines,186
5/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:00:00,23:05:00,23:49:00,0:40:00,Landed 12:49 AM,PR2869,Philippine Airlines,186
5/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:03:00,23:05:00,23:16:00,0:40:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
5/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:56:00,23:05:00,23:10:00,0:40:00,Landed 12:05 AM,PR2869,Philippine Airlines,186
5/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:00:00,23:05:00,23:20:00,0:40:00,Landed 12:19 AM,PR2869,Philippine Airlines,186
5/19/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:01:00,23:05:00,23:18:00,0:40:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
5/18/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:01:00,23:05:00,23:20:00,0:40:00,Landed 12:21 AM,PR2869,Philippine Airlines,186
5/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8604),0:59:00,23:05:00,23:10:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
5/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:01:00,23:05:00,0:01:00,0:40:00,Landed 1:02 AM,PR2869,Philippine Airlines,186
5/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:03:00,23:05:00,0:07:00,0:40:00,Landed 1:10 AM,PR2869,Philippine Airlines,186
5/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),1:00:00,23:05:00,23:23:00,0:40:00,Landed 12:22 AM,PR2869,Philippine Airlines,186
5/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:00:00,23:05:00,23:31:00,0:40:00,Landed 12:31 AM,PR2869,Philippine Airlines,186
5/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),1:01:00,23:05:00,1:04:00,0:40:00,Landed 2:05 AM,PR2869,Philippine Airlines,186
5/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:01:00,23:05:00,23:17:00,0:40:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
5/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8620),1:00:00,23:05:00,0:13:00,0:40:00,Landed 1:13 AM,PR2869,Philippine Airlines,186
5/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:59:00,23:05:00,23:10:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
5/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:59:00,23:05:00,23:49:00,0:40:00,Landed 12:49 AM,PR2869,Philippine Airlines,186
5/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:58:00,23:05:00,23:55:00,0:40:00,Landed 12:53 AM,PR2869,Philippine Airlines,186
5/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),0:58:00,23:05:00,23:45:00,0:40:00,Landed 12:44 AM,PR2869,Philippine Airlines,186
5/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:57:00,23:05:00,23:10:00,0:40:00,Landed 12:06 AM,PR2869,Philippine Airlines,186
5/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),0:55:00,23:05:00,23:22:00,0:40:00,Landed 12:18 AM,PR2869,Philippine Airlines,186
5/3/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),1:01:00,23:05:00,23:24:00,0:40:00,Landed 12:24 AM,PR2869,Philippine Airlines,186
5/2/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),0:57:00,23:05:00,23:12:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
5/1/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:00:00,23:05:00,23:11:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
4/30/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:03:00,23:05:00,23:45:00,0:40:00,Landed 12:48 AM,PR2869,Philippine Airlines,186
4/29/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8611),1:01:00,23:05:00,23:41:00,0:40:00,Landed 12:42 AM,PR2869,Philippine Airlines,186
4/28/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:28:00,23:05:00,23:05:00,0:40:00,Landed 12:32 AM,PR2869,Philippine Airlines,186
4/27/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),1:01:00,23:05:00,23:22:00,0:40:00,Landed 12:23 AM,PR2869,Philippine Airlines,186
4/26/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:03:00,23:05:00,23:42:00,0:40:00,Landed 12:45 AM,PR2869,Philippine Airlines,186
4/25/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8393),0:55:00,23:05:00,23:13:00,0:40:00,Landed 12:09 AM,PR2869,Philippine Airlines,186
4/24/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:01:00,23:05:00,23:57:00,0:40:00,Landed 12:57 AM,PR2869,Philippine Airlines,186
4/23/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:57:00,23:05:00,23:07:00,0:40:00,Landed 12:04 AM,PR2869,Philippine Airlines,186
4/22/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:01:00,23:05:00,23:19:00,0:40:00,Landed 12:20 AM,PR2869,Philippine Airlines,186
4/21/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:20:00,23:05:00,23:05:00,0:40:00,Landed 12:24 AM,PR2869,Philippine Airlines,186
4/20/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),0:59:00,23:05:00,23:23:00,0:40:00,Landed 12:22 AM,PR2869,Philippine Airlines,186
4/17/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8619),0:57:00,23:05:00,23:59:00,0:40:00,Landed 12:56 AM,PR2869,Philippine Airlines,186
4/16/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),0:59:00,23:05:00,23:33:00,0:40:00,Landed 12:32 AM,PR2869,Philippine Airlines,186
4/15/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:12:00,23:05:00,23:10:00,0:40:00,Landed 12:21 AM,PR2869,Philippine Airlines,186
4/14/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:01:00,23:05:00,22:59:00,0:40:00,Landed 12:01 AM,PR2869,Philippine Airlines,186
4/13/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8609),0:58:00,23:05:00,23:59:00,0:40:00,Landed 12:57 AM,PR2869,Philippine Airlines,186
4/12/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:02:00,23:05:00,23:23:00,0:40:00,Landed 12:25 AM,PR2869,Philippine Airlines,186
4/11/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8395),1:00:00,23:05:00,23:15:00,0:40:00,Landed 12:15 AM,PR2869,Philippine Airlines,186
4/10/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8397),0:58:00,23:05:00,0:35:00,0:40:00,Landed 1:33 AM,PR2869,Philippine Airlines,186
4/9/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8615),1:00:00,23:05:00,23:15:00,0:40:00,Landed 12:15 AM,PR2869,Philippine Airlines,186
4/8/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8610),1:03:00,23:05:00,23:27:00,0:40:00,Landed 12:30 AM,PR2869,Philippine Airlines,186
4/7/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8612),1:00:00,23:05:00,23:28:00,0:40:00,Landed 12:28 AM,PR2869,Philippine Airlines,186
4/6/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8613),1:02:00,23:05:00,23:09:00,0:40:00,Landed 12:11 AM,PR2869,Philippine Airlines,186
4/5/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8606),1:01:00,23:05:00,23:00:00,0:40:00,Landed 12:02 AM,PR2869,Philippine Airlines,186
4/4/2025 0:00,Manila (MNL),Cebu (CEB),A320 (RP-C8398),1:00:00,23:05:00,23:11:00,0:40:00,Landed 12:10 AM,PR2869,Philippine Airlines,186
